station,date,SO_2,CO,NO,NO_2,PM25,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
28079017,2015-01-05,10.0,,248.0,112.0,,,492.0,5.0,,,,,,
28079018,2015-01-05,11.0,0.6,124.0,84.0,,26.0,274.0,6.0,5.1,1.6,0.4,,,
28079024,2015-01-05,5.0,0.5,57.0,69.0,15.0,19.0,155.0,6.0,0.7,0.1,0.1,1.77,1.42,0.35
28079027,2015-01-05,,,90.0,73.0,,,212.0,10.0,,,,,,
28079035,2015-01-05,16.0,0.9,117.0,87.0,,,266.0,4.0,,,,,,
28079036,2015-01-05,12.0,0.7,101.0,88.0,,22.0,243.0,,,,,,,
28079038,2015-01-05,14.0,,133.0,82.0,,21.0,286.0,,8.7,2.2,1.6,,,
28079039,2015-01-05,,1.1,214.0,123.0,,,452.0,7.0,,,,,,
28079040,2015-01-05,10.0,,68.0,75.0,,21.0,180.0,,,,,,,
28079047,2015-01-05,,,147.0,94.0,22.0,29.0,319.0,,,,,,,
28079048,2015-01-05,,,56.0,69.0,,21.0,155.0,,,,,,,
28079049,2015-01-05,,,116.0,78.0,,,256.0,4.0,,,,,,
28079050,2015-01-05,,,86.0,88.0,,26.0,219.0,,,,,,,
28079054,2015-01-05,,,147.0,92.0,,,317.0,15.0,,,,,,
28079055,2015-01-05,,,134.0,91.0,,23.0,296.0,,6.1,1.9,1.0,2.31,1.37,0.94
28079056,2015-01-05,,1.1,207.0,116.0,,,432.0,9.0,,,,,,
28079057,2015-01-05,12.0,0.7,121.0,92.0,,21.0,277.0,,,,,,,
28079058,2015-01-05,,,15.0,37.0,,,60.0,9.0,,,,,,
28079059,2015-01-05,,,53.0,53.0,,,134.0,25.0,,,,,,
28079060,2015-01-05,,,81.0,80.0,,18.0,204.0,15.0,,,,,,
28079004,2015-01-06,14.0,0.8,141.0,64.0,,,281.0,,,,,,,
28079008,2015-01-06,15.0,0.8,111.0,91.0,22.0,31.0,261.0,8.0,8.5,1.8,0.8,1.91,1.53,0.38
28079011,2015-01-06,,,74.0,72.0,,,185.0,,6.7,3.3,1.5,,,
28079016,2015-01-06,,0.7,76.0,78.0,,,194.0,10.0,,,,,,
28079017,2015-01-06,9.0,,235.0,108.0,,,468.0,5.0,,,,,,
28079018,2015-01-06,10.0,0.6,104.0,74.0,,28.0,233.0,7.0,4.7,1.6,0.5,,,
28079024,2015-01-06,5.0,0.5,66.0,66.0,23.0,24.0,167.0,5.0,0.7,0.2,0.1,1.8,1.44,0.36
28079027,2015-01-06,,,67.0,59.0,,,161.0,12.0,,,,,,
28079035,2015-01-06,14.0,0.9,106.0,82.0,,,244.0,4.0,,,,,,
28079036,2015-01-06,12.0,0.9,116.0,91.0,,27.0,269.0,,,,,,,
28079038,2015-01-06,12.0,,106.0,78.0,,23.0,241.0,,6.8,2.0,1.2,,,
28079039,2015-01-06,,0.9,164.0,101.0,,,353.0,6.0,,,,,,
28079040,2015-01-06,11.0,,82.0,78.0,,27.0,204.0,,,,,,,
28079047,2015-01-06,,,106.0,80.0,24.0,28.0,243.0,,,,,,,
28079048,2015-01-06,,,52.0,70.0,,25.0,149.0,,,,,,,
28079049,2015-01-06,,,80.0,68.0,,,191.0,4.0,,,,,,
28079050,2015-01-06,,,60.0,79.0,,28.0,171.0,,,,,,,
28079054,2015-01-06,,,108.0,81.0,,,247.0,14.0,,,,,,
28079055,2015-01-06,,,102.0,77.0,,24.0,233.0,,3.7,1.6,0.7,2.38,1.36,1.03
28079056,2015-01-06,,1.0,161.0,99.0,,,345.0,10.0,,,,,,
28079057,2015-01-06,9.0,0.5,48.0,67.0,,18.0,140.0,,,,,,,
28079058,2015-01-06,,,16.0,36.0,,,60.0,7.0,,,,,,
28079059,2015-01-06,,,42.0,50.0,,,114.0,22.0,,,,,,
28079060,2015-01-06,,,57.0,70.0,,19.0,158.0,15.0,,,,,,
28079004,2015-01-07,16.0,1.0,189.0,78.0,,,368.0,,,,,,,
28079008,2015-01-07,18.0,0.9,132.0,106.0,19.0,30.0,309.0,8.0,10.1,2.0,1.2,1.76,1.38,0.38
28079011,2015-01-07,,,134.0,99.0,,,305.0,,9.4,3.7,2.5,,,
28079016,2015-01-07,,0.7,87.0,88.0,,,222.0,13.0,,,,,,
28079017,2015-01-07,11.0,,287.0,131.0,,,571.0,4.0,,,,,,
28079018,2015-01-07,11.0,0.7,127.0,86.0,,29.0,281.0,6.0,5.0,1.7,0.8,,,
28079024,2015-01-07,5.0,0.5,75.0,73.0,20.0,23.0,187.0,6.0,0.7,0.2,0.1,1.68,1.34,0.34
28079027,2015-01-07,,,86.0,71.0,,,202.0,14.0,,,,,,
28079035,2015-01-07,19.0,1.0,155.0,103.0,,,340.0,3.0,,,,,,
28079036,2015-01-07,11.0,0.7,103.0,93.0,,25.0,250.0,,,,,,,
28079038,2015-01-07,14.0,,148.0,98.0,,28.0,325.0,,10.7,2.4,1.9,,,
28079039,2015-01-07,,1.1,219.0,136.0,,,472.0,9.0,,,,,,
28079040,2015-01-07,12.0,,96.0,94.0,,26.0,242.0,,,,,,,
28079047,2015-01-07,,,154.0,101.0,,33.0,338.0,,,,,,,
28079048,2015-01-07,,,75.0,84.0,,22.0,198.0,,,,,,,
28079049,2015-01-07,,,99.0,85.0,,,237.0,3.0,,,,,,
28079050,2015-01-07,,,96.0,98.0,,30.0,246.0,,,,,,,
28079054,2015-01-07,,,182.0,116.0,,,396.0,12.0,,,,,,
28079055,2015-01-07,,,105.0,87.0,,19.0,248.0,,3.6,1.5,0.7,2.07,1.24,0.83
28079056,2015-01-07,,1.1,197.0,118.0,,,420.0,9.0,,,,,,
28079057,2015-01-07,11.0,0.7,123.0,99.0,,21.0,288.0,,,,,,,
28079058,2015-01-07,,,12.0,31.0,,,50.0,13.0,,,,,,
28079059,2015-01-07,,,40.0,49.0,,,111.0,29.0,,,,,,
28079060,2015-01-07,,,63.0,79.0,,16.0,176.0,19.0,,,,,,
28079004,2015-01-08,18.0,1.0,197.0,82.0,,,384.0,,,,,,,
28079008,2015-01-08,17.0,0.7,94.0,92.0,13.0,24.0,237.0,10.0,18.7,1.5,4.4,1.63,1.3,0.33
28079011,2015-01-08,,,66.0,74.0,,,175.0,,7.0,2.9,1.6,,,
28079016,2015-01-08,,0.5,68.0,81.0,,,185.0,15.0,,,,,,
28079017,2015-01-08,10.0,,251.0,123.0,,,508.0,3.0,,,,,,
28079018,2015-01-08,12.0,0.6,125.0,88.0,,37.0,280.0,5.0,6.6,1.4,0.6,,,
28079024,2015-01-08,6.0,0.5,80.0,78.0,18.0,22.0,200.0,5.0,0.9,0.2,0.1,1.62,1.29,0.33
28079027,2015-01-08,,,77.0,74.0,,,192.0,13.0,,,,,,
28079035,2015-01-08,21.0,1.1,178.0,112.0,,,385.0,3.0,,,,,,
28079036,2015-01-08,11.0,0.6,77.0,85.0,,20.0,203.0,,,,,,,
28079038,2015-01-08,13.0,,141.0,93.0,,19.0,309.0,,9.9,2.2,1.8,,,
28079039,2015-01-08,,0.8,159.0,118.0,,,362.0,9.0,,,,,,
28079040,2015-01-08,12.0,,67.0,86.0,,20.0,188.0,,,,,,,
28079047,2015-01-08,,,140.0,98.0,,33.0,313.0,,,,,,,
28079048,2015-01-08,,,51.0,74.0,,19.0,153.0,,,,,,,
28079049,2015-01-08,,,65.0,77.0,,,176.0,3.0,,,,,,
28079050,2015-01-08,,,74.0,89.0,,21.0,203.0,,,,,,,
28079054,2015-01-08,,,112.0,94.0,,,265.0,12.0,,,,,,
28079055,2015-01-08,,,102.0,94.0,,21.0,251.0,,4.0,1.3,0.9,1.93,1.24,0.69
28079056,2015-01-08,,1.0,199.0,119.0,,,424.0,8.0,,,,,,
28079057,2015-01-08,10.0,0.5,69.0,77.0,,16.0,184.0,,,,,,,
28079058,2015-01-08,,,18.0,44.0,,,71.0,9.0,,,,,,
28079059,2015-01-08,,,37.0,49.0,,,106.0,33.0,,,,,,
28079060,2015-01-08,,,71.0,84.0,,17.0,193.0,19.0,,,,,,
28079004,2015-01-09,20.0,1.3,271.0,95.0,,,510.0,,,,,,,
28079008,2015-01-09,23.0,1.2,220.0,133.0,18.0,36.0,471.0,7.0,26.3,2.5,4.3,1.81,1.35,0.46
28079011,2015-01-09,,,179.0,120.0,,,394.0,,11.3,4.0,2.9,,,
28079016,2015-01-09,,0.8,123.0,101.0,,,289.0,9.0,,,,,,
28079017,2015-01-09,12.0,,306.0,139.0,,,608.0,3.0,,,,,,
28079018,2015-01-09,12.0,0.7,147.0,95.0,,32.0,320.0,5.0,10.2,1.9,1.2,,,
28079024,2015-01-09,6.0,0.5,68.0,75.0,14.0,19.0,179.0,5.0,0.7,0.1,0.1,1.57,1.26,0.31
28079027,2015-01-09,,,99.0,78.0,,,229.0,9.0,,,,,,
28079035,2015-01-09,25.0,1.2,208.0,118.0,,,437.0,3.0,,,,,,
28079036,2015-01-09,12.0,0.8,122.0,101.0,,24.0,288.0,,,,,,,
28079038,2015-01-09,19.0,,274.0,120.0,,33.0,540.0,,16.7,3.7,3.2,,,
28079039,2015-01-09,,1.3,310.0,162.0,,,637.0,7.0,,,,,,
28079040,2015-01-09,12.0,,96.0,97.0,,21.0,243.0,,,,,,,
28079047,2015-01-09,,,164.0,103.0,,31.0,355.0,,,,,,,
28079048,2015-01-09,,,119.0,97.0,,27.0,279.0,,,,,,,
28079049,2015-01-09,,,137.0,92.0,,,303.0,3.0,,,,,,
28079050,2015-01-09,,,146.0,113.0,,30.0,337.0,,,,,,,
28079054,2015-01-09,,,171.0,117.0,,,378.0,11.0,,,,,,
28079055,2015-01-09,,,124.0,96.0,,20.0,287.0,,4.0,1.4,0.7,2.02,1.3,0.72
28079056,2015-01-09,,1.2,193.0,118.0,,,414.0,8.0,,,,,,
28079057,2015-01-09,13.0,0.9,186.0,121.0,,28.0,406.0,,,,,,,
28079058,2015-01-09,,,11.0,31.0,,,48.0,13.0,,,,,,
28079059,2015-01-09,,,49.0,56.0,,,131.0,21.0,,,,,,
28079060,2015-01-09,,,97.0,91.0,,20.0,239.0,16.0,,,,,,
28079004,2015-01-10,14.0,0.8,163.0,71.0,,,322.0,,,,,,,
28079008,2015-01-10,17.0,0.8,122.0,98.0,13.0,25.0,285.0,9.0,18.9,1.7,3.8,1.75,1.37,0.38
28079011,2015-01-10,,,113.0,91.0,,,265.0,,8.1,3.4,2.0,,,
28079016,2015-01-10,,0.7,92.0,87.0,,,228.0,10.0,,,,,,
28079017,2015-01-10,11.0,,259.0,120.0,,,517.0,4.0,,,,,,
28079018,2015-01-10,10.0,0.5,92.0,74.0,,24.0,216.0,8.0,4.5,1.3,0.4,,,
28079024,2015-01-10,4.0,0.4,50.0,61.0,14.0,16.0,138.0,9.0,0.5,0.1,0.1,1.59,1.28,0.31
28079027,2015-01-10,,,73.0,65.0,,,176.0,11.0,,,,,,
28079035,2015-01-10,19.0,1.0,123.0,90.0,,,279.0,4.0,,,,,,
28079036,2015-01-10,10.0,0.6,82.0,82.0,,18.0,208.0,,,,,,,
28079038,2015-01-10,15.0,,175.0,96.0,,21.0,363.0,,13.0,3.0,2.6,,,
28079039,2015-01-10,,1.2,250.0,128.0,,,512.0,6.0,,,,,,
28079040,2015-01-10,10.0,,59.0,76.0,,16.0,166.0,,,,,,,
28079047,2015-01-10,,,116.0,82.0,,24.0,260.0,,,,,,,
28079048,2015-01-10,,,98.0,87.0,,22.0,237.0,,,,,,,
28079049,2015-01-10,,,84.0,73.0,,,202.0,5.0,,,,,,
28079050,2015-01-10,,,91.0,97.0,,23.0,237.0,,,,,,,
28079054,2015-01-10,,,123.0,91.0,,,280.0,13.0,,,,,,
28079055,2015-01-10,,,112.0,85.0,,18.0,257.0,,4.0,1.5,0.9,2.33,1.26,1.07
28079056,2015-01-10,,0.9,151.0,100.0,,,332.0,11.0,,,,,,
28079057,2015-01-10,12.0,0.7,116.0,98.0,,18.0,276.0,,,,,,,
28079058,2015-01-10,,,9.0,32.0,,,45.0,11.0,,,,,,
28079059,2015-01-10,,,53.0,56.0,,,138.0,21.0,,,,,,
28079060,2015-01-10,,,56.0,76.0,,13.0,161.0,18.0,,,,,,
28079004,2015-01-11,15.0,0.8,143.0,63.0,,,283.0,,,,,,,
28079008,2015-01-11,18.0,0.7,61.0,76.0,12.0,20.0,170.0,11.0,14.7,1.5,3.2,1.67,1.36,0.32
28079011,2015-01-11,,,40.0,60.0,,,122.0,,5.6,2.8,1.5,,,
28079016,2015-01-11,,0.5,30.0,63.0,,,108.0,14.0,,,,,,
28079017,2015-01-11,9.0,,214.0,108.0,,,437.0,5.0,,,,,,
28079018,2015-01-11,10.0,0.5,82.0,72.0,,21.0,198.0,8.0,4.0,1.3,0.4,,,
28079024,2015-01-11,5.0,0.5,44.0,59.0,15.0,17.0,126.0,10.0,0.4,0.1,0.1,1.61,1.3,0.31
28079027,2015-01-11,,,34.0,54.0,,,106.0,16.0,,,,,,
28079035,2015-01-11,16.0,0.8,80.0,77.0,,,199.0,5.0,,,,,,
28079036,2015-01-11,14.0,0.5,47.0,68.0,,15.0,139.0,,,,,,,
28079038,2015-01-11,11.0,,78.0,70.0,,16.0,189.0,,5.7,1.7,1.2,,,
28079039,2015-01-11,,0.7,98.0,83.0,,,233.0,12.0,,,,,,
28079040,2015-01-11,9.0,,35.0,66.0,,15.0,120.0,,,,,,,
28079047,2015-01-11,,,75.0,70.0,,20.0,184.0,,,,,,,
28079048,2015-01-11,,,28.0,63.0,,17.0,106.0,,,,,,,
28079049,2015-01-11,,,44.0,65.0,,,133.0,7.0,,,,,,
28079050,2015-01-11,,,28.0,67.0,,16.0,110.0,,,,,,,
28079054,2015-01-11,,,47.0,67.0,,,139.0,15.0,,,,,,
28079055,2015-01-11,,,50.0,67.0,,13.0,143.0,,2.1,1.1,0.5,2.02,1.09,0.93
28079056,2015-01-11,,1.1,180.0,110.0,,,385.0,10.0,,,,,,
28079057,2015-01-11,9.0,0.4,34.0,60.0,,12.0,111.0,,,,,,,
28079058,2015-01-11,,,10.0,28.0,,,43.0,13.0,,,,,,
28079059,2015-01-11,,,12.0,36.0,,,54.0,32.0,,,,,,
28079060,2015-01-11,,,34.0,64.0,,12.0,116.0,22.0,,,,,,
28079004,2015-01-12,14.0,0.8,160.0,64.0,,,310.0,,,,,,,
28079008,2015-01-12,15.0,0.6,67.0,71.0,,18.0,173.0,22.0,14.6,1.3,2.6,1.56,1.27,0.29
28079011,2015-01-12,,,62.0,60.0,,,154.0,,5.4,2.5,1.5,,,
28079016,2015-01-12,,0.4,38.0,57.0,,,116.0,25.0,,,,,,
28079017,2015-01-12,9.0,,193.0,102.0,,,399.0,9.0,,,,,,
28079018,2015-01-12,9.0,0.5,93.0,68.0,,24.0,211.0,11.0,4.4,1.1,0.5,,,
28079024,2015-01-12,4.0,0.3,30.0,48.0,10.0,13.0,95.0,18.0,0.3,0.1,0.1,1.54,1.27,0.27
28079027,2015-01-12,,,50.0,58.0,,,134.0,18.0,,,,,,
28079035,2015-01-12,14.0,0.8,86.0,76.0,,,208.0,15.0,,,,,,
28079036,2015-01-12,20.0,0.6,51.0,61.0,,18.0,139.0,,,,,,,
28079038,2015-01-12,11.0,,120.0,78.0,,17.0,263.0,,8.9,2.4,2.0,,,
28079039,2015-01-12,,0.7,123.0,96.0,,,284.0,22.0,,,,,,
28079040,2015-01-12,8.0,,38.0,57.0,,14.0,116.0,,,,,,,
28079047,2015-01-12,,,89.0,67.0,,20.0,203.0,,,,,,,
28079048,2015-01-12,,,44.0,60.0,,17.0,127.0,,,,,,,
28079049,2015-01-12,,,32.0,54.0,,,104.0,22.0,,,,,,
28079050,2015-01-12,,,67.0,73.0,,19.0,175.0,,,,,,,
28079054,2015-01-12,,,84.0,75.0,,,204.0,26.0,,,,,,
28079055,2015-01-12,,,67.0,77.0,,16.0,179.0,,2.4,1.0,0.4,1.81,1.04,0.78
28079056,2015-01-12,,1.0,162.0,103.0,,,352.0,13.0,,,,,,
28079057,2015-01-12,10.0,0.6,87.0,71.0,,16.0,205.0,,,,,,,
28079058,2015-01-12,,,11.0,27.0,,,44.0,17.0,,,,,,
28079059,2015-01-12,,,15.0,33.0,,,56.0,40.0,,,,,,
28079060,2015-01-12,,,67.0,68.0,,15.0,171.0,31.0,,,,,,
28079004,2015-01-13,12.0,0.6,106.0,58.0,,,221.0,,,,,,,
28079008,2015-01-13,12.0,0.6,63.0,77.0,,24.0,173.0,10.0,17.2,1.9,3.6,1.61,1.31,0.3
28079011,2015-01-13,,,42.0,60.0,,,124.0,,6.2,2.7,1.9,,,
28079016,2015-01-13,,0.5,37.0,68.0,,,126.0,12.0,,,,,,
28079017,2015-01-13,7.0,,150.0,88.0,,,318.0,7.0,,,,,,
28079018,2015-01-13,8.0,0.4,74.0,67.0,,29.0,181.0,9.0,3.7,0.9,0.5,,,
28079024,2015-01-13,4.0,0.4,42.0,48.0,15.0,18.0,112.0,18.0,0.6,0.1,0.1,1.56,1.27,0.29
28079027,2015-01-13,,,52.0,60.0,,,140.0,12.0,,,,,,
28079035,2015-01-13,15.0,0.7,89.0,74.0,,,210.0,9.0,,,,,,
28079036,2015-01-13,8.0,0.5,46.0,66.0,,20.0,136.0,,,,,,,
28079038,2015-01-13,10.0,,71.0,68.0,,19.0,177.0,,6.1,1.4,1.3,,,
28079039,2015-01-13,,0.7,103.0,92.0,,,250.0,9.0,,,,,,
28079040,2015-01-13,10.0,,46.0,69.0,,22.0,140.0,,,,,,,
28079047,2015-01-13,,,77.0,67.0,,25.0,185.0,,,,,,,
28079048,2015-01-13,,,44.0,68.0,,21.0,135.0,,,,,,,
28079049,2015-01-13,,,27.0,58.0,,,100.0,7.0,,,,,,
28079050,2015-01-13,,,59.0,79.0,,26.0,169.0,,,,,,,
28079054,2015-01-13,,,73.0,73.0,,,184.0,14.0,,,,,,
28079055,2015-01-13,,,71.0,76.0,,20.0,185.0,,3.2,1.1,0.5,1.99,1.05,0.94
28079056,2015-01-13,,0.8,128.0,88.0,,,285.0,12.0,,,,,,
28079057,2015-01-13,9.0,0.4,34.0,60.0,,14.0,111.0,,,,,,,
28079058,2015-01-13,,,16.0,31.0,,,56.0,12.0,,,,,,
28079059,2015-01-13,,,26.0,47.0,,,87.0,24.0,,,,,,
28079060,2015-01-13,,,47.0,71.0,,18.0,144.0,20.0,,,,,,
28079004,2015-01-14,11.0,0.7,122.0,60.0,,,248.0,,,,,,,
28079008,2015-01-14,12.0,0.7,77.0,78.0,22.0,29.0,196.0,10.0,19.8,2.0,4.4,1.84,1.49,0.35
28079011,2015-01-14,,,75.0,67.0,,,182.0,,6.9,3.2,1.6,,,
28079016,2015-01-14,,0.6,76.0,78.0,,,195.0,9.0,,,,,,
28079017,2015-01-14,6.0,,87.0,72.0,,,205.0,5.0,,,,,,
28079018,2015-01-14,7.0,0.3,64.0,65.0,,28.0,164.0,6.0,3.3,0.9,0.3,,,
