date,station,altitude,average_temperature,rainfall,minimum_temperature,maximum_temperature,average_wind_speed,maximum_ultraviolet_index,maximum_pressure,minimum_pressure,wind_direction,maximum_wind_speed
2001-01-09,3200,620,2.6,1.3,0.4,4.8,1.4,0.0,946.9,941.8,5.0,4.7
2001-01-09,3266A,1532,,,,,1.1,,,,,
2001-01-09,3338,763,2.5,0.0,1.0,4.0,,,934.2,929.2,,
2001-01-10,2462,1894,1.2,30.9,-0.4,2.8,6.4,0.0,807.7,805.3,,
2001-01-10,3100B,540,10.7,3.0,6.2,15.2,1.7,,,,19.0,11.4
2001-01-10,3110C,1030,5.0,14.1,2.1,7.9,1.4,,896.1,891.2,16.0,12.8
2001-01-10,3129,609,7.2,4.4,3.5,10.8,1.9,0.1,949.5,944.9,18.0,9.4
2001-01-10,3175,607,8.4,2.2,5.0,11.8,1.7,0.0,945.7,941.7,20.0,9.7
2001-01-10,3191E,1004,5.3,19.1,2.6,8.0,2.2,0.0,901.3,897.5,17.0,11.1
2001-01-10,3194U,664,8.2,9.8,4.8,11.5,0.3,,,,16.0,9.7
2001-01-10,3195,667,7.9,7.2,4.3,11.5,0.6,0.0,939.5,933.9,15.0,9.4
2001-01-10,3196,690,8.0,8.6,4.2,11.8,0.8,0.2,937.0,933.3,20.0,8.3
2001-01-10,3200,620,8.7,3.7,4.8,12.6,3.1,0.3,944.7,940.7,18.0,11.7
2001-01-10,3338,763,6.8,0.0,4.0,9.7,,,932.3,927.4,,
2001-01-11,2462,1894,0.8,35.2,-0.4,2.0,5.3,0.0,805.3,799.9,,
2001-01-11,3100B,540,9.4,4.6,7.0,11.8,2.2,,,,18.0,10.3
2001-01-11,3110C,1030,6.0,10.1,4.4,7.7,3.3,,891.3,886.7,16.0,13.1
2001-01-11,3129,609,8.1,14.5,5.4,10.8,4.7,0.0,944.9,939.8,22.0,14.4
2001-01-11,3175,607,9.2,12.2,6.9,11.4,4.4,0.0,941.7,936.5,,
2001-01-11,3191E,1004,5.8,18.9,4.0,7.6,5.0,0.0,897.5,892.9,16.0,12.8
2001-01-11,3194U,664,9.0,14.8,7.2,10.7,1.7,,,,16.0,9.2
2001-01-11,3195,667,8.3,15.2,6.6,10.0,2.5,0.0,933.9,929.8,18.0,10.0
2001-01-11,3196,690,7.5,12.7,6.0,9.0,3.6,0.0,933.3,928.5,25.0,10.8
2001-01-11,3200,620,8.3,16.0,5.8,10.8,3.6,0.0,940.7,935.4,18.0,11.9
2001-01-11,3338,763,7.8,0.0,5.8,9.7,,,927.4,923.1,,
2001-01-12,2462,1894,-0.5,8.7,-1.4,0.4,1.7,0.0,806.3,799.5,,
2001-01-12,3100B,540,8.4,3.4,6.9,10.0,1.4,,,,14.0,6.7
2001-01-12,3110C,1030,5.4,2.2,2.1,8.6,0.8,,895.0,887.4,15.0,5.8
2001-01-12,3129,609,7.6,3.6,5.8,9.4,1.7,0.1,946.7,939.1,6.0,8.6
2001-01-12,3175,607,8.2,3.6,5.8,10.5,1.7,0.0,943.0,936.2,1.0,7.8
2001-01-12,3191E,1004,5.6,5.6,3.8,7.5,4.7,0.0,899.5,892.9,6.0,9.2
2001-01-12,3194U,664,7.8,3.6,6.2,9.3,2.2,,,,10.0,8.1
2001-01-12,3195,667,8.0,2.8,6.5,9.4,1.9,0.0,935.7,929.4,31.0,8.6
2001-01-12,3196,690,7.1,3.4,5.4,8.8,2.5,0.0,934.7,928.2,12.0,7.8
2001-01-12,3200,620,7.6,3.6,5.4,9.8,3.3,0.0,942.2,935.7,3.0,7.8
2001-01-12,3338,763,5.7,0.0,3.5,7.9,,,930.6,922.9,,
2001-01-13,2462,1894,-1.0,0.1,-1.8,-0.2,0.8,3.2,810.7,806.3,,
2001-01-13,3100B,540,9.2,0.2,3.2,15.2,1.1,,,,30.0,5.8
2001-01-13,3110C,1030,5.0,0.0,0.1,10.0,2.5,,899.7,895.0,34.0,9.4
2001-01-13,3129,609,6.6,0.0,0.7,12.5,2.5,5.9,952.1,946.7,1.0,7.2
2001-01-13,3175,607,7.0,0.0,1.5,12.6,3.1,4.3,948.1,943.0,1.0,9.7
2001-01-13,3191E,1004,7.1,0.0,3.4,10.8,3.1,6.6,904.6,899.5,1.0,8.6
2001-01-13,3194U,664,8.1,0.0,2.1,14.1,1.4,,,,3.0,6.7
2001-01-13,3195,667,8.0,0.0,4.0,12.0,1.4,5.0,941.1,935.7,2.0,6.7
2001-01-13,3196,690,8.2,0.0,2.2,14.2,1.9,8.1,939.9,934.7,7.0,6.7
2001-01-13,3200,620,8.9,0.0,3.6,14.2,0.8,7.0,947.5,942.2,7.0,7.2
2001-01-13,3338,763,7.6,0.0,1.8,13.5,,,935.5,930.4,,
2001-01-14,2462,1894,-1.0,0.9,-1.8,-0.2,0.8,0.0,810.7,809.3,,
2001-01-14,3100B,540,8.5,0.6,2.7,14.3,0.6,,,,99.0,3.6
2001-01-14,3110C,1030,4.1,0.0,-0.5,8.7,1.9,,899.2,896.7,33.0,7.8
2001-01-14,3129,609,5.7,0.0,0.1,11.3,1.4,7.5,952.2,949.8,26.0,8.1
2001-01-14,3175,607,7.2,0.1,1.4,13.0,1.7,5.6,948.2,946.1,9.0,6.1
2001-01-14,3191E,1004,6.2,0.0,3.0,9.4,1.9,4.1,904.5,902.1,2.0,5.6
2001-01-14,3194U,664,6.8,0.0,0.9,12.8,0.8,,,,99.0,3.9
2001-01-14,3195,667,7.8,0.0,4.2,11.5,0.8,7.1,941.3,939.4,10.0,4.2
2001-01-14,3196,690,7.3,0.0,2.0,12.6,1.1,6.9,939.9,938.5,34.0,4.7
2001-01-14,3200,620,7.2,0.0,2.6,11.8,1.1,7.2,947.7,945.5,30.0,4.7
2001-01-14,3338,763,7.8,0.0,3.0,12.5,,,935.0,932.8,,
2001-01-15,2462,1894,-2.2,5.4,-3.2,-1.2,1.4,0.0,809.3,806.9,,
2001-01-15,3100B,540,6.2,0.1,3.9,8.6,0.8,,,,26.0,6.9
2001-01-15,3110C,1030,2.8,2.3,-0.2,5.8,0.8,,898.9,895.0,34.0,4.7
2001-01-15,3129,609,4.0,0.0,1.1,7.0,2.5,0.0,951.0,948.5,25.0,10.8
2001-01-15,3175,607,4.8,0.3,2.2,7.3,2.2,0.0,946.5,944.9,23.0,7.2
2001-01-15,3191E,1004,3.1,1.3,2.0,4.2,1.9,0.6,902.1,900.6,16.0,5.8
2001-01-15,3194U,664,5.2,0.7,3.2,7.2,1.1,,,,27.0,7.8
2001-01-15,3195,667,5.6,0.9,4.1,7.2,1.7,0.0,940.1,938.2,28.0,6.9
2001-01-15,3196,690,5.4,0.2,4.0,6.8,3.1,0.0,938.9,937.0,30.0,9.7
2001-01-15,3200,620,5.7,0.0,3.8,7.6,4.4,0.0,946.2,944.2,27.0,10.0
2001-01-15,3338,763,5.1,0.0,2.2,8.0,,,933.9,931.9,,
2001-01-16,2462,1894,-1.9,11.0,-2.8,-1.0,1.4,0.0,808.1,806.7,,
2001-01-16,3100B,540,7.1,1.4,5.2,9.0,0.6,,,,27.0,4.7
2001-01-16,3110C,1030,2.6,3.0,0.7,4.4,0.8,,897.6,895.3,10.0,4.2
2001-01-16,3129,609,6.0,2.8,4.0,8.0,2.8,0.4,951.0,948.9,25.0,13.3
2001-01-16,3175,607,6.8,4.5,4.5,9.0,2.8,0.0,946.9,945.3,23.0,9.2
2001-01-16,3191E,1004,3.1,1.2,1.7,4.5,2.8,0.0,902.5,901.0,20.0,9.2
2001-01-16,3194U,664,6.6,1.4,4.8,8.3,1.1,,,,24.0,7.8
2001-01-16,3195,667,6.7,1.1,4.4,9.0,2.2,0.2,940.2,938.5,23.0,7.8
2001-01-16,3196,690,6.0,1.1,3.6,8.4,4.4,1.0,938.5,937.3,26.0,8.3
2001-01-16,3200,620,6.3,1.7,4.6,8.0,4.2,1.3,946.5,944.9,26.0,9.2
2001-01-16,3338,763,4.6,0.0,2.8,6.5,,,934.1,931.9,,
2001-01-17,2462,1894,-2.2,4.8,-3.8,-0.6,0.8,4.3,811.0,808.1,,
2001-01-17,3100B,540,8.4,4.7,6.2,10.7,1.1,,,,31.0,6.9
2001-01-17,3110C,1030,5.0,1.2,2.3,7.7,1.7,,900.6,897.4,32.0,8.1
2001-01-17,3129,609,5.0,2.1,1.8,8.2,2.5,6.4,954.5,950.9,25.0,10.8
2001-01-17,3175,607,6.6,2.6,3.2,10.0,1.1,5.0,950.2,946.9,23.0,10.3
2001-01-17,3191E,1004,4.1,6.4,1.0,7.2,3.9,7.5,905.7,902.5,29.0,9.2
2001-01-17,3194U,664,6.4,2.3,3.1,9.7,1.4,,,,25.0,7.8
2001-01-17,3195,667,6.2,2.4,3.1,9.3,1.7,4.0,943.9,940.2,21.0,6.9
2001-01-17,3196,690,5.4,2.1,2.2,8.6,2.5,4.7,941.7,938.5,29.0,7.2
2001-01-17,3200,620,5.7,2.1,3.6,7.8,3.9,4.3,950.1,946.5,25.0,9.7
2001-01-17,3338,763,5.0,2.8,1.6,8.5,,,937.3,933.7,,
2001-01-18,2462,1894,-1.8,11.7,-2.6,-1.0,4.7,0.0,809.5,803.9,,
2001-01-18,3100B,540,8.1,5.8,5.4,10.8,1.9,,,,30.0,8.1
2001-01-18,3110C,1030,3.2,7.6,1.4,4.9,1.1,,899.6,892.3,29.0,7.8
2001-01-18,3129,609,6.8,2.8,4.3,9.4,2.8,2.0,953.1,944.9,27.0,14.4
2001-01-18,3175,607,7.0,4.7,4.8,9.1,2.5,0.6,948.7,942.1,19.0,9.7
2001-01-18,3191E,1004,3.9,8.1,2.0,5.8,3.1,0.3,904.9,897.5,30.0,9.2
2001-01-18,3194U,664,6.7,1.9,3.8,9.6,0.8,,,,24.0,12.8
2001-01-18,3195,667,6.2,2.9,3.7,8.7,2.2,1.3,942.5,934.6,26.0,10.8
2001-01-18,3196,690,7.0,2.7,4.4,9.6,4.4,3.0,939.8,933.8,29.0,11.9
2001-01-18,3200,620,7.4,1.7,5.2,9.6,5.3,1.2,948.2,940.6,26.0,12.8
2001-01-18,3338,763,5.6,3.0,2.7,8.6,,,935.8,928.1,,
2001-01-19,2462,1894,-2.5,0.0,-3.8,-1.2,1.9,0.0,815.5,805.0,,
2001-01-19,3100B,540,6.6,0.0,0.8,12.5,1.4,,,,32.0,8.9
2001-01-19,3110C,1030,5.0,0.1,2.3,7.8,2.2,,905.9,894.2,31.0,11.4
2001-01-19,3129,609,5.6,0.0,0.7,10.5,2.8,8.8,959.1,947.0,30.0,11.7
2001-01-19,3175,607,6.7,0.0,1.2,12.2,1.4,8.2,954.1,943.3,27.0,8.3
2001-01-19,3191E,1004,5.3,0.0,2.2,8.4,1.9,8.5,910.6,898.9,2.0,11.1
2001-01-19,3194U,664,6.6,0.0,1.5,11.8,2.5,,,,30.0,11.4
2001-01-19,3195,667,6.4,0.0,1.9,11.0,1.9,8.6,947.5,936.2,31.0,11.1
2001-01-19,3196,690,6.2,0.0,1.8,10.6,4.7,9.0,946.5,934.6,34.0,10.8
2001-01-19,3200,620,7.5,0.0,3.8,11.2,5.3,8.6,954.6,942.5,31.0,13.9
2001-01-19,3338,763,7.0,0.0,4.1,10.0,,,942.5,930.5,,
2001-01-20,2462,1894,-1.6,0.0,-3.4,0.2,0.3,7.1,817.3,815.5,,
2001-01-20,3100B,540,6.6,0.0,0.3,13.0,0.3,,,,12.0,4.7
2001-01-20,3110C,1030,4.2,0.0,-0.9,9.4,1.7,,908.1,904.8,30.0,8.3
2001-01-20,3129,609,4.3,0.0,-1.7,10.3,1.4,9.1,961.0,958.9,25.0,7.8
2001-01-20,3175,607,5.8,0.0,-0.5,12.0,0.8,8.0,956.3,954.1,7.0,5.3
2001-01-20,3191E,1004,5.8,0.0,2.5,9.0,2.5,8.1,912.3,910.5,18.0,6.4
2001-01-20,3194U,664,6.0,0.0,0.3,11.7,0.8,,,,24.0,4.2
2001-01-20,3195,667,6.5,0.0,2.7,10.3,0.6,8.2,949.8,947.5,29.0,4.2
2001-01-20,3196,690,6.8,0.0,2.6,11.0,0.8,9.2,948.5,945.9,32.0,5.3
2001-01-20,3200,620,6.3,0.0,1.4,11.2,0.0,8.7,956.6,953.9,28.0,6.1
2001-01-20,3338,763,6.1,0.0,1.2,11.0,0.0,,943.5,941.6,18.0,3.9
2001-01-21,2462,1894,1.0,0.0,-2.2,4.2,2.5,7.7,817.1,811.5,,
2001-01-21,3100B,540,6.4,0.0,-0.6,13.3,0.6,,,,12.0,5.3
2001-01-21,3110C,1030,3.4,0.0,-2.8,9.6,0.6,,908.0,901.1,99.0,3.6
2001-01-21,3129,609,3.8,0.0,-2.7,10.2,1.4,8.8,960.7,954.5,23.0,7.2
2001-01-21,3175,607,5.2,0.0,-1.1,11.6,1.4,6.9,956.1,949.8,22.0,4.2
2001-01-21,3191E,1004,4.8,0.0,1.5,8.2,1.9,6.4,912.1,906.1,19.0,5.6
2001-01-21,3194U,664,5.2,0.0,-1.0,11.3,0.3,,,,24.0,4.2
2001-01-21,3195,667,6.1,0.0,1.7,10.5,1.1,6.9,949.3,943.5,22.0,4.2
2001-01-21,3196,690,5.7,0.0,0.2,11.2,0.6,7.8,947.9,942.3,16.0,3.6
2001-01-21,3200,620,5.3,0.0,-0.4,11.0,0.0,7.3,955.9,949.4,21.0,3.6
2001-01-21,3338,763,5.0,0.0,-0.7,10.8,,,943.4,936.9,,
2001-01-22,2462,1894,2.4,2.0,0.6,4.2,6.7,0.0,811.5,807.1,,
2001-01-22,3100B,540,6.2,0.0,0.8,11.5,1.4,,,,23.0,7.5
2001-01-22,3110C,1030,1.8,0.4,-1.5,5.2,0.8,,901.1,895.9,99.0,5.0
2001-01-22,3129,609,3.2,0.0,-1.9,8.3,3.3,0.6,954.5,949.9,24.0,14.4
2001-01-22,3175,607,3.6,0.0,-1.4,8.6,2.5,0.2,949.8,945.9,22.0,7.8
2001-01-22,3191E,1004,3.4,1.7,2.0,4.8,2.8,0.0,906.1,902.2,23.0,12.2
2001-01-22,3194U,664,3.9,0.2,-0.3,8.1,1.1,,,,23.0,8.1
2001-01-22,3195,667,4.9,0.2,2.1,7.7,1.9,0.0,943.5,939.4,23.0,8.1
2001-01-22,3196,690,4.3,0.3,0.6,8.0,2.2,0.0,942.3,938.5,25.0,10.3
2001-01-22,3200,620,4.4,0.5,0.4,8.4,2.2,0.0,949.4,945.8,25.0,7.8
2001-01-22,3338,763,3.9,0.0,0.8,7.0,,,936.9,932.6,,
2001-01-23,2462,1894,3.3,6.4,2.0,4.6,5.6,0.4,811.0,807.9,,
2001-01-23,3100B,540,11.4,1.0,8.1,14.8,1.4,,,,26.0,8.3
2001-01-23,3110C,1030,7.8,2.7,5.1,10.5,1.7,,898.2,893.7,16.0,10.0
2001-01-23,3129,609,9.8,1.4,7.2,12.5,5.0,0.2,951.9,947.5,21.0,16.4
2001-01-23,3175,607,10.4,1.3,8.0,12.8,5.0,0.0,948.1,944.6,23.0,11.9
2001-01-23,3191E,1004,7.2,4.7,4.8,9.5,4.2,0.0,904.5,901.1,24.0,15.0
2001-01-23,3194U,664,10.3,0.4,8.0,12.6,1.7,,,,23.0,13.3
2001-01-23,3195,667,9.5,0.7,7.0,12.0,3.9,0.0,941.5,936.9,21.0,12.2
2001-01-23,3196,690,9.3,1.2,6.6,12.0,5.8,0.0,940.2,935.9,26.0,16.7
2001-01-23,3200,620,9.8,1.4,6.8,12.8,6.1,0.0,948.1,944.1,22.0,10.3
2001-01-23,3338,763,9.0,3.9,6.6,11.5,,,934.9,930.6,,
2001-01-24,2462,1894,1.7,5.9,-0.2,3.6,5.0,4.7,807.9,803.9,,
2001-01-24,3100B,540,11.4,0.6,8.7,14.2,2.2,,,,28.0,13.3
2001-01-24,3110C,1030,7.5,0.2,3.8,11.2,2.8,,895.4,889.4,28.0,11.9
2001-01-24,3129,609,9.8,3.7,7.8,11.7,6.4,2.1,947.5,944.1,25.0,17.8
2001-01-24,3175,607,10.6,5.4,8.6,12.5,5.6,3.3,944.6,940.3,21.0,16.7
2001-01-24,3191E,1004,6.8,2.7,5.0,8.6,6.4,0.3,901.1,896.9,23.0,18.9
2001-01-24,3194U,664,10.2,5.9,7.9,12.5,3.9,,,,26.0,15.0
2001-01-24,3195,667,9.9,2.2,7.8,12.0,4.2,3.0,936.9,934.3,22.0,13.3
2001-01-24,3196,690,9.7,2.8,7.8,11.6,6.1,3.4,935.9,933.1,26.0,15.0
2001-01-24,3200,620,10.1,1.5,8.0,12.2,7.5,3.6,944.1,940.2,24.0,16.4
2001-01-24,3338,763,8.8,5.6,7.1,10.6,,,930.6,927.4,,
2001-01-25,2462,1894,-2.3,2.2,-4.8,0.2,6.9,1.6,806.7,803.4,,
2001-01-25,3100B,540,8.1,0.3,5.3,10.9,3.1,,,,25.0,12.8
2001-01-25,3110C,1030,4.1,0.0,1.8,6.4,2.5,,897.6,891.5,26.0,12.8
2001-01-25,3129,609,6.4,1.2,4.0,8.9,6.4,5.8,951.0,944.7,24.0,16.9
2001-01-25,3175,607,7.4,0.3,4.4,10.5,6.4,5.3,947.0,941.3,24.0,12.2
2001-01-25,3191E,1004,4.0,0.4,1.6,6.4,4.7,6.6,902.3,897.0,26.0,18.3
2001-01-25,3194U,664,7.0,,3.9,10.0,4.4,,,,24.0,13.6
2001-01-25,3195,667,6.4,0.7,3.3,9.4,4.2,5.3,939.9,933.9,26.0,13.6
2001-01-25,3196,690,6.5,2.1,3.6,9.4,7.2,6.1,938.9,933.4,29.0,15.6
2001-01-25,3200,620,6.5,0.7,4.0,9.0,7.2,6.4,946.3,940.6,25.0,17.5
2001-01-25,3338,763,5.0,1.1,2.5,7.5,,,934.6,928.0,,
2001-01-26,2462,1894,-1.0,37.3,-5.0,3.0,8.1,0.0,807.5,802.1,,
2001-01-26,3100B,540,8.3,10.1,4.5,12.1,1.7,,,,26.0,8.9
2001-01-26,3110C,1030,5.2,17.7,0.4,10.0,1.7,,897.9,888.3,31.0,20.8
