date,station,SO_2,CO,NO,NO_2,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
2002-01-01,28079004,21.0,1.2,108.0,64.0,,230.0,,,,,,,
2002-01-01,28079011,,,37.0,45.0,,102.0,,,,,,,
2002-01-01,28079016,,0.7,26.0,35.0,,74.0,18.0,,,,,,
2002-01-01,28079017,8.0,,104.0,29.0,,188.0,11.0,,,,,,
2002-01-01,28079018,10.0,1.0,57.0,56.0,16.0,144.0,10.0,,,,,,
2002-01-01,28079024,6.0,0.7,22.0,40.0,14.0,74.0,11.0,5.9,1.8,1.4,1.34,1.23,0.11
2002-01-01,28079035,31.0,0.7,41.0,50.0,,113.0,9.0,,,,,,
2002-01-01,28079036,40.0,1.1,46.0,45.0,19.0,116.0,,,,,,,
2002-01-01,28079038,29.0,,39.0,42.0,14.0,102.0,,,,,,,
2002-01-01,28079039,,0.6,25.0,49.0,,87.0,14.0,,,,,,
2002-01-01,28079040,8.0,,25.0,38.0,15.0,76.0,,,,,,,
2002-01-02,28079004,14.0,0.7,50.0,78.0,,156.0,,,,,,,
2002-01-02,28079011,,,49.0,60.0,,136.0,,,,,,,
2002-01-02,28079016,,0.6,19.0,51.0,,79.0,22.0,,,,,,
2002-01-02,28079017,4.0,,12.0,31.0,,49.0,20.0,,,,,,
2002-01-02,28079018,4.0,0.6,19.0,62.0,11.0,92.0,13.0,,,,,,
2002-01-02,28079024,4.0,0.6,13.0,54.0,9.0,73.0,16.0,5.6,1.4,1.1,1.31,1.21,0.11
2002-01-02,28079035,20.0,0.6,49.0,62.0,,138.0,13.0,,,,,,
2002-01-02,28079036,36.0,1.0,49.0,55.0,14.0,130.0,,,,,,,
2002-01-02,28079038,19.0,,38.0,51.0,9.0,110.0,,,,,,,
2002-01-02,28079039,,0.8,37.0,61.0,,117.0,20.0,,,,,,
2002-01-02,28079040,5.0,,21.0,48.0,8.0,80.0,,,,,,,
2002-01-03,28079004,12.0,0.7,48.0,71.0,,145.0,,,,,,,
2002-01-03,28079011,,,88.0,68.0,,203.0,,,,,,,
2002-01-03,28079016,,0.9,55.0,60.0,,144.0,10.0,,,,,,
2002-01-03,28079017,3.0,,16.0,34.0,,58.0,13.0,,,,,,
2002-01-03,28079018,4.0,0.6,24.0,63.0,15.0,100.0,9.0,,,,,,
2002-01-03,28079024,4.0,0.5,12.0,41.0,12.0,59.0,18.0,4.9,1.2,1.1,1.32,1.23,0.09
2002-01-03,28079035,18.0,0.6,44.0,61.0,,128.0,10.0,,,,,,
2002-01-03,28079036,22.0,0.9,51.0,62.0,16.0,140.0,,,,,,,
2002-01-03,28079038,15.0,,54.0,50.0,11.0,133.0,,,,,,,
2002-01-03,28079039,,1.0,69.0,69.0,,174.0,9.0,,,,,,
2002-01-03,28079040,6.0,,34.0,57.0,12.0,109.0,,,,,,,
2002-01-04,28079004,23.0,1.1,114.0,66.0,,242.0,,,,,,,
2002-01-04,28079011,,,57.0,57.0,,145.0,,,,,,,
2002-01-04,28079016,,0.8,50.0,54.0,,130.0,11.0,,,,,,
2002-01-04,28079017,7.0,,67.0,37.0,,140.0,8.0,,,,,,
2002-01-04,28079018,11.0,0.9,56.0,69.0,30.0,155.0,6.0,,,,,,
2002-01-04,28079024,4.0,0.7,34.0,52.0,22.0,104.0,8.0,8.1,1.9,1.7,1.34,1.2,0.14
2002-01-04,28079035,37.0,1.2,98.0,67.0,,217.0,7.0,,,,,,
2002-01-04,28079036,39.0,1.1,67.0,59.0,25.0,162.0,,,,,,,
2002-01-04,28079038,30.0,,93.0,49.0,23.0,192.0,,,,,,,
2002-01-04,28079039,,0.8,49.0,57.0,,133.0,12.0,,,,,,
2002-01-04,28079040,10.0,,48.0,60.0,21.0,134.0,,,,,,,
2002-01-05,28079004,17.0,0.7,36.0,77.0,,132.0,,,,,,,
2002-01-05,28079011,,,21.0,48.0,,81.0,,,,,,,
2002-01-05,28079016,,0.5,11.0,44.0,,61.0,26.0,,,,,,
2002-01-05,28079017,5.0,,13.0,37.0,,57.0,17.0,,,,,,
2002-01-05,28079018,9.0,0.6,12.0,59.0,15.0,77.0,14.0,,,,,,
2002-01-05,28079024,4.0,0.6,4.0,46.0,9.0,53.0,19.0,4.8,1.3,1.0,1.28,1.18,0.1
2002-01-05,28079035,30.0,0.7,37.0,61.0,,118.0,12.0,,,,,,
2002-01-05,28079036,44.0,0.9,32.0,53.0,14.0,101.0,,,,,,,
2002-01-05,28079038,24.0,,32.0,48.0,8.0,96.0,,,,,,,
2002-01-05,28079039,,0.6,16.0,55.0,,80.0,22.0,,,,,,
2002-01-05,28079040,7.0,,18.0,52.0,10.0,79.0,,,,,,,
2002-01-06,28079004,11.0,0.6,26.0,76.0,,116.0,,,,,,,
2002-01-06,28079011,,,27.0,50.0,,91.0,,,,,,,
2002-01-06,28079016,,0.6,22.0,49.0,,82.0,32.0,,,,,,
2002-01-06,28079017,3.0,,9.0,29.0,,43.0,29.0,,,,,,
2002-01-06,28079018,6.0,0.5,11.0,52.0,9.0,69.0,22.0,,,,,,
2002-01-06,28079024,4.0,0.5,3.0,40.0,7.0,45.0,29.0,,,,1.27,1.17,0.1
2002-01-06,28079035,23.0,0.5,25.0,53.0,,91.0,22.0,,,,,,
2002-01-06,28079036,45.0,0.9,33.0,45.0,11.0,95.0,,,,,,,
2002-01-06,28079038,20.0,,23.0,43.0,5.0,78.0,,,,,,,
2002-01-06,28079039,,0.6,13.0,47.0,,67.0,37.0,,,,,,
2002-01-06,28079040,5.0,,10.0,39.0,6.0,54.0,,,,,,,
2002-01-07,28079004,14.0,1.1,119.0,68.0,,251.0,,,,,,,
2002-01-07,28079011,,,54.0,66.0,,149.0,,,,,,,
2002-01-07,28079016,,1.0,63.0,72.0,,168.0,20.0,,,,,,
2002-01-07,28079017,6.0,,85.0,37.0,,167.0,17.0,,,,,,
2002-01-07,28079018,9.0,1.0,74.0,72.0,24.0,185.0,13.0,,,,,,
2002-01-07,28079024,4.0,0.7,27.0,54.0,20.0,96.0,16.0,,,,1.31,1.17,0.14
2002-01-07,28079035,26.0,0.9,59.0,63.0,,153.0,18.0,,,,,,
2002-01-07,28079036,28.0,1.1,78.0,60.0,21.0,179.0,,,,,,,
2002-01-07,28079038,22.0,,57.0,49.0,13.0,136.0,,,,,,,
2002-01-07,28079039,,1.1,80.0,63.0,,186.0,24.0,,,,,,
2002-01-07,28079040,7.0,,30.0,54.0,13.0,100.0,,,,,,,
2002-01-08,28079004,22.0,0.9,76.0,80.0,,196.0,,,,,,,
2002-01-08,28079011,,,42.0,69.0,,134.0,,,,,,,
2002-01-08,28079016,,0.6,33.0,72.0,,122.0,12.0,,,,,,
2002-01-08,28079017,6.0,,59.0,51.0,,143.0,7.0,,,,,,
2002-01-08,28079018,13.0,0.8,49.0,90.0,37.0,165.0,5.0,,,,,,
2002-01-08,28079024,7.0,0.7,25.0,69.0,27.0,107.0,10.0,,,,1.32,1.18,0.14
2002-01-08,28079035,32.0,0.8,65.0,77.0,,176.0,10.0,,,,,,
2002-01-08,28079036,41.0,1.0,55.0,68.0,31.0,152.0,,,,,,,
2002-01-08,28079038,28.0,,89.0,61.0,28.0,198.0,,,,,,,
2002-01-08,28079039,,0.8,50.0,74.0,,151.0,11.0,,,,,,
2002-01-08,28079040,9.0,,40.0,67.0,27.0,128.0,,,,,,,
2002-01-09,28079004,22.0,0.9,74.0,85.0,,199.0,,,,,,,
2002-01-09,28079011,,,46.0,66.0,,137.0,,,,,,,
2002-01-09,28079016,,0.6,43.0,68.0,,133.0,21.0,,,,,,
2002-01-09,28079017,6.0,,65.0,55.0,,155.0,14.0,,,,,,
2002-01-09,28079018,14.0,0.9,62.0,80.0,35.0,174.0,15.0,,,,,,
2002-01-09,28079024,5.0,0.7,31.0,65.0,24.0,113.0,20.0,6.6,1.7,1.3,1.29,1.16,0.13
2002-01-09,28079035,32.0,0.7,55.0,74.0,,158.0,16.0,,,,,,
2002-01-09,28079036,33.0,1.1,82.0,72.0,31.0,197.0,,,,,,,
2002-01-09,28079038,26.0,,90.0,57.0,27.0,195.0,,,,,,,
2002-01-09,28079039,,0.8,42.0,70.0,,134.0,22.0,,,,,,
2002-01-09,28079040,9.0,,45.0,66.0,24.0,135.0,,,,,,,
2002-01-10,28079004,18.0,1.1,121.0,87.0,,273.0,,,,,,,
2002-01-10,28079011,,,115.0,86.0,,263.0,,,,,,,
2002-01-10,28079016,,1.0,88.0,91.0,,226.0,14.0,,,,,,
2002-01-10,28079017,10.0,,155.0,53.0,,291.0,12.0,,,,,,
2002-01-10,28079018,9.0,0.8,58.0,84.0,37.0,173.0,14.0,,,,,,
2002-01-10,28079024,4.0,0.7,35.0,71.0,27.0,125.0,17.0,9.1,1.9,1.9,1.36,1.22,0.14
2002-01-10,28079035,27.0,0.8,71.0,74.0,,182.0,17.0,,,,,,
2002-01-10,28079036,31.0,1.3,109.0,79.0,39.0,245.0,,,,,,,
2002-01-10,28079038,24.0,,100.0,59.0,31.0,212.0,,,,,,,
2002-01-10,28079039,,1.1,91.0,78.0,,218.0,19.0,,,,,,
2002-01-10,28079040,10.0,,76.0,78.0,33.0,194.0,,,,,,,
2002-01-11,28079004,27.0,1.9,270.0,76.0,,491.0,,,,,,,
2002-01-11,28079011,,,238.0,100.0,,464.0,,,,,,,
2002-01-11,28079016,,1.3,141.0,91.0,,308.0,7.0,,,,,,
2002-01-11,28079017,14.0,,266.0,52.0,,460.0,5.0,,,,,,
2002-01-11,28079018,13.0,1.6,183.0,104.0,71.0,384.0,3.0,,,,,,
2002-01-11,28079024,6.0,1.1,117.0,90.0,46.0,270.0,5.0,22.9,3.9,4.6,1.55,1.29,0.27
2002-01-11,28079035,43.0,1.5,183.0,90.0,,370.0,6.0,,,,,,
2002-01-11,28079036,29.0,2.0,223.0,84.0,66.0,425.0,,,,,,,
2002-01-11,28079038,37.0,,197.0,63.0,57.0,366.0,,,,,,,
2002-01-11,28079039,,1.7,198.0,90.0,,394.0,8.0,,,,,,
2002-01-11,28079040,17.0,,163.0,87.0,53.0,337.0,,,,,,,
2002-01-12,28079004,28.0,1.6,206.0,73.0,,389.0,,,,,,,
2002-01-12,28079011,,,120.0,79.0,,264.0,,,,,,,
2002-01-12,28079016,,1.1,92.0,70.0,,211.0,8.0,,,,,,
2002-01-12,28079017,12.0,,250.0,50.0,,434.0,6.0,,,,,,
2002-01-12,28079018,13.0,1.5,146.0,94.0,60.0,317.0,4.0,,,,,,
2002-01-12,28079024,6.0,1.1,89.0,77.0,47.0,214.0,8.0,18.1,3.9,3.6,1.52,1.29,0.22
2002-01-12,28079035,49.0,1.8,189.0,85.0,,375.0,6.0,,,,,,
2002-01-12,28079036,20.0,1.2,100.0,66.0,39.0,219.0,,,,,,,
2002-01-12,28079038,36.0,,142.0,59.0,44.0,277.0,,,,,,,
2002-01-12,28079039,,1.3,122.0,78.0,,266.0,8.0,,,,,,
2002-01-12,28079040,12.0,,78.0,68.0,35.0,188.0,,,,,,,
2002-01-13,28079004,16.0,1.1,123.0,64.0,,253.0,,,,,,,
2002-01-13,28079011,,,156.0,72.0,,311.0,,,,,,,
2002-01-13,28079016,,1.3,117.0,59.0,,239.0,5.0,,,,,,
2002-01-13,28079017,5.0,,40.0,33.0,,94.0,5.0,,,,,,
2002-01-13,28079018,7.0,0.9,63.0,69.0,41.0,165.0,3.0,,,,,,
2002-01-13,28079024,4.0,0.9,60.0,63.0,36.0,155.0,13.0,,,,1.76,1.57,0.2
2002-01-13,28079035,21.0,0.9,80.0,59.0,,182.0,6.0,,,,,,
2002-01-13,28079036,19.0,1.3,108.0,61.0,42.0,226.0,,,,,,,
2002-01-13,28079038,23.0,,149.0,42.0,41.0,270.0,,,,,,,
2002-01-13,28079039,,1.3,117.0,63.0,,243.0,7.0,,,,,,
2002-01-13,28079040,9.0,,65.0,58.0,33.0,159.0,,,,,,,
2002-01-14,28079004,17.0,1.2,124.0,79.0,,269.0,,,,,,,
2002-01-14,28079011,,,213.0,98.0,,425.0,,,,,,,
2002-01-14,28079016,,1.7,171.0,84.0,,346.0,6.0,,,,,,
2002-01-14,28079017,6.0,,74.0,43.0,,157.0,5.0,,,,,,
2002-01-14,28079018,8.0,1.1,82.0,84.0,38.0,210.0,4.0,,,,,,
2002-01-14,28079024,4.0,0.9,44.0,69.0,25.0,137.0,12.0,,,,1.39,1.22,0.18
2002-01-14,28079035,29.0,1.2,127.0,77.0,,271.0,6.0,,,,,,
2002-01-14,28079036,23.0,1.6,177.0,85.0,56.0,356.0,,,,,,,
2002-01-14,28079038,30.0,,196.0,50.0,47.0,351.0,,,,,,,
2002-01-14,28079039,,1.8,183.0,82.0,,362.0,7.0,,,,,,
2002-01-14,28079040,13.0,,138.0,81.0,43.0,292.0,,,,,,,
2002-01-15,28079004,21.0,1.5,192.0,74.0,,368.0,,,,,,,
2002-01-15,28079011,,,180.0,79.0,,355.0,,,,,,,
2002-01-15,28079016,,1.3,135.0,77.0,,284.0,6.0,,,,,,
2002-01-15,28079017,9.0,,142.0,47.0,,265.0,3.0,,,,,,
2002-01-15,28079018,11.0,1.4,146.0,97.0,58.0,321.0,2.0,,,,,,
2002-01-15,28079024,4.0,1.0,73.0,78.0,32.0,190.0,7.0,15.3,3.3,3.1,1.48,1.28,0.2
2002-01-15,28079035,31.0,1.3,173.0,78.0,,344.0,5.0,,,,,,
2002-01-15,28079036,24.0,1.6,197.0,76.0,50.0,378.0,,,,,,,
2002-01-15,28079038,27.0,,207.0,41.0,52.0,359.0,,,,,,,
2002-01-15,28079039,,1.3,151.0,67.0,,298.0,7.0,,,,,,
2002-01-15,28079040,17.0,,166.0,80.0,47.0,334.0,,,,,,,
2002-01-16,28079004,33.0,2.1,281.0,85.0,,516.0,,,,,,,
2002-01-16,28079011,,,231.0,94.0,,449.0,,,,,,,
2002-01-16,28079016,,2.0,237.0,114.0,,477.0,13.0,,,,,,
2002-01-16,28079017,15.0,,243.0,70.0,,443.0,6.0,,,,,,
2002-01-16,28079018,19.0,1.9,196.0,118.0,56.0,418.0,6.0,,,,,,
2002-01-16,28079024,6.0,1.1,99.0,84.0,36.0,236.0,11.0,18.5,3.7,4.2,1.56,1.31,0.25
2002-01-16,28079035,49.0,1.8,213.0,94.0,,420.0,7.0,,,,,,
2002-01-16,28079036,35.0,2.1,252.0,92.0,56.0,479.0,,,,,,,
2002-01-16,28079038,43.0,,217.0,85.0,46.0,418.0,,,,,,,
2002-01-16,28079039,,2.3,242.0,76.0,,448.0,12.0,,,,,,
2002-01-16,28079040,20.0,,206.0,89.0,50.0,406.0,,,,,,,
2002-01-17,28079004,25.0,1.2,173.0,79.0,,344.0,,,,,,,
2002-01-17,28079011,,,163.0,93.0,,343.0,,,,,,,
2002-01-17,28079016,,1.2,122.0,100.0,,288.0,8.0,,,,,,
2002-01-17,28079017,12.0,,190.0,52.0,,343.0,9.0,,,,,,
2002-01-17,28079018,14.0,1.1,101.0,90.0,35.0,245.0,7.0,,,,,,
2002-01-17,28079024,6.0,0.8,52.0,60.0,27.0,139.0,14.0,12.0,2.7,2.5,1.37,1.2,0.17
2002-01-17,28079035,52.0,1.3,153.0,78.0,,313.0,9.0,,,,,,
2002-01-17,28079036,30.0,1.7,188.0,88.0,46.0,376.0,,,,,,,
2002-01-17,28079038,42.0,,212.0,93.0,51.0,418.0,,,,,,,
2002-01-17,28079039,,2.3,238.0,83.0,,447.0,10.0,,,,,,
2002-01-17,28079040,21.0,,161.0,84.0,43.0,331.0,,,,,,,
2002-01-18,28079004,22.0,1.3,155.0,79.0,,318.0,,,,,,,
2002-01-18,28079011,,,103.0,92.0,,250.0,,,,,,,
2002-01-18,28079016,,1.2,97.0,91.0,,241.0,9.0,,,,,,
2002-01-18,28079017,10.0,,169.0,58.0,,318.0,7.0,,,,,,
2002-01-18,28079018,11.0,1.4,103.0,94.0,41.0,252.0,6.0,,,,,,
2002-01-18,28079024,4.0,0.7,28.0,60.0,29.0,103.0,16.0,,,,1.32,1.19,0.13
2002-01-18,28079035,44.0,1.1,112.0,81.0,,253.0,8.0,,,,,,
2002-01-18,28079036,27.0,1.9,167.0,99.0,49.0,355.0,,,,,,,
2002-01-18,28079038,31.0,,137.0,86.0,33.0,297.0,,,,,,,
2002-01-18,28079039,,1.9,174.0,80.0,,346.0,12.0,,,,,,
2002-01-18,28079040,19.0,,133.0,96.0,41.0,301.0,,,,,,,
2002-01-19,28079004,30.0,2.0,258.0,77.0,,473.0,,,,,,,
2002-01-19,28079011,,,106.0,83.0,,245.0,,,,,,,
2002-01-19,28079016,,1.1,99.0,81.0,,234.0,7.0,,,,,,
2002-01-19,28079017,11.0,,191.0,48.0,,341.0,4.0,,,,,,
2002-01-19,28079018,17.0,1.8,170.0,107.0,69.0,368.0,2.0,,,,,,
2002-01-19,28079024,6.0,1.2,80.0,89.0,45.0,212.0,5.0,17.3,3.9,3.4,1.54,1.3,0.24
2002-01-19,28079035,46.0,1.8,188.0,87.0,,376.0,6.0,,,,,,
2002-01-19,28079036,26.0,1.6,147.0,79.0,46.0,304.0,,,,,,,
2002-01-19,28079038,39.0,,184.0,96.0,54.0,379.0,,,,,,,
2002-01-19,28079039,,1.8,181.0,79.0,,357.0,7.0,,,,,,
2002-01-19,28079040,20.0,,143.0,83.0,46.0,302.0,,,,,,,
2002-01-20,28079004,23.0,1.6,197.0,71.0,,373.0,,,,,,,
2002-01-20,28079011,,,105.0,73.0,,235.0,,,,,,,
2002-01-20,28079016,,0.9,64.0,65.0,,164.0,17.0,,,,,,
2002-01-20,28079017,11.0,,218.0,36.0,,371.0,13.0,,,,,,
2002-01-20,28079018,12.0,1.4,118.0,75.0,38.0,255.0,9.0,,,,,,
2002-01-20,28079024,4.0,0.8,40.0,54.0,27.0,115.0,18.0,14.9,3.8,3.6,1.39,1.24,0.16
2002-01-20,28079035,42.0,1.3,113.0,67.0,,241.0,13.0,,,,,,
2002-01-20,28079036,23.0,1.3,80.0,60.0,22.0,182.0,,,,,,,
2002-01-20,28079038,28.0,,98.0,72.0,19.0,222.0,,,,,,,
2002-01-20,28079039,,2.0,180.0,75.0,,351.0,18.0,,,,,,
2002-01-20,28079040,12.0,,63.0,60.0,19.0,156.0,,,,,,,
2002-01-21,28079004,24.0,1.3,189.0,81.0,,370.0,,,,,,,
2002-01-21,28079011,,,113.0,82.0,,255.0,,,,,,,
2002-01-21,28079016,,1.0,81.0,80.0,,204.0,10.0,,,,,,
2002-01-21,28079017,11.0,,147.0,47.0,,272.0,10.0,,,,,,
2002-01-21,28079018,14.0,1.1,97.0,83.0,43.0,231.0,6.0,,,,,,
2002-01-21,28079024,5.0,0.8,43.0,67.0,39.0,133.0,13.0,12.4,2.6,2.7,1.42,1.24,0.18
2002-01-21,28079035,46.0,1.3,145.0,78.0,,301.0,8.0,,,,,,
2002-01-21,28079036,21.0,1.4,92.0,69.0,34.0,210.0,,,,,,,
2002-01-21,28079038,37.0,,121.0,87.0,34.0,272.0,,,,,,,
2002-01-21,28079039,,1.7,175.0,90.0,,359.0,9.0,,,,,,
2002-01-21,28079040,14.0,,70.0,69.0,29.0,175.0,,,,,,,
2002-01-22,28079004,12.0,0.6,49.0,83.0,,158.0,,,,,,,
2002-01-22,28079011,,,49.0,62.0,,138.0,,,,,,,
2002-01-22,28079016,,0.8,46.0,71.0,,141.0,22.0,,,,,,
2002-01-22,28079017,4.0,,26.0,36.0,,77.0,23.0,,,,,,
2002-01-22,28079018,5.0,0.6,20.0,60.0,18.0,90.0,20.0,,,,,,
2002-01-22,28079024,3.0,0.4,8.0,34.0,16.0,47.0,35.0,2.8,0.9,0.7,1.21,1.13,0.08
2002-01-22,28079035,20.0,0.4,23.0,56.0,,92.0,20.0,,,,,,
2002-01-22,28079036,13.0,0.7,40.0,62.0,19.0,123.0,,,,,,,
2002-01-22,28079038,15.0,,44.0,58.0,11.0,125.0,,,,,,,
2002-01-22,28079039,,0.8,39.0,58.0,,118.0,30.0,,,,,,
2002-01-22,28079040,7.0,,33.0,57.0,16.0,107.0,,,,,,,
2002-01-23,28079004,12.0,0.7,72.0,84.0,,195.0,,,,,,,
2002-01-23,28079011,,,68.0,73.0,,177.0,,,,,,,
2002-01-23,28079016,,0.7,42.0,65.0,,129.0,14.0,,,,,,
2002-01-23,28079017,4.0,,10.0,36.0,,52.0,17.0,,,,,,
2002-01-23,28079018,5.0,0.6,28.0,70.0,26.0,112.0,11.0,,,,,,
2002-01-23,28079024,4.0,0.5,16.0,42.0,17.0,67.0,23.0,6.8,1.4,1.4,1.3,1.19,0.11
2002-01-23,28079035,19.0,0.5,36.0,63.0,,118.0,12.0,,,,,,
2002-01-23,28079036,14.0,0.6,25.0,60.0,16.0,98.0,,,,,,,
2002-01-23,28079038,16.0,,41.0,67.0,11.0,130.0,,,,,,,
2002-01-23,28079039,,0.8,48.0,71.0,,144.0,15.0,,,,,,
2002-01-23,28079040,6.0,,20.0,52.0,12.0,83.0,,,,,,,
2002-01-24,28079004,13.0,0.5,24.0,74.0,,110.0,,,,,,,
2002-01-24,28079011,,,49.0,60.0,,136.0,,,,,,,
2002-01-24,28079016,,0.9,44.0,66.0,,133.0,29.0,,,,,,
2002-01-24,28079017,3.0,,10.0,32.0,,47.0,27.0,,,,,,
2002-01-24,28079018,4.0,0.5,9.0,48.0,20.0,63.0,25.0,,,,,,
2002-01-24,28079024,3.0,0.4,2.0,23.0,14.0,26.0,39.0,1.7,0.7,0.6,1.19,1.12,0.07
2002-01-24,28079035,22.0,0.4,22.0,53.0,,86.0,24.0,,,,,,
2002-01-24,28079036,14.0,0.7,38.0,61.0,21.0,118.0,,,,,,,
2002-01-24,28079038,16.0,,37.0,52.0,12.0,108.0,,,,,,,
2002-01-24,28079039,,0.7,39.0,53.0,,112.0,40.0,,,,,,
2002-01-24,28079040,7.0,,32.0,54.0,18.0,103.0,,,,,,,
2002-01-25,28079004,20.0,1.5,193.0,80.0,,376.0,,,,,,,
2002-01-25,28079011,,,153.0,93.0,,328.0,,,,,,,
2002-01-25,28079016,,1.3,135.0,91.0,,298.0,7.0,,,,,,
2002-01-25,28079017,6.0,,85.0,42.0,,172.0,6.0,,,,,,
2002-01-25,28079018,9.0,1.3,130.0,101.0,61.0,300.0,4.0,,,,,,
2002-01-25,28079024,6.0,0.9,94.0,66.0,49.0,210.0,7.0,19.0,3.1,4.0,1.74,1.51,0.24
2002-01-25,28079035,28.0,1.2,137.0,81.0,,291.0,7.0,,,,,,
2002-01-25,28079036,22.0,1.6,161.0,81.0,60.0,328.0,,,,,,,
2002-01-25,28079038,34.0,,165.0,94.0,55.0,347.0,,,,,,,
2002-01-25,28079039,,1.6,168.0,91.0,,348.0,8.0,,,,,,
2002-01-25,28079040,11.0,,115.0,80.0,50.0,256.0,,,,,,,
2002-01-26,28079004,29.0,1.5,174.0,80.0,,346.0,,,,,,,
2002-01-26,28079011,,,78.0,73.0,,193.0,,,,,,,
2002-01-26,28079016,,0.8,58.0,67.0,,156.0,7.0,,,,,,
2002-01-26,28079017,7.0,,65.0,45.0,,145.0,5.0,,,,,,
2002-01-26,28079018,14.0,1.3,112.0,98.0,52.0,269.0,2.0,,,,,,
2002-01-26,28079024,5.0,1.0,69.0,58.0,33.0,164.0,6.0,15.6,3.2,3.2,1.49,1.31,0.19
2002-01-26,28079035,31.0,1.4,120.0,80.0,,264.0,5.0,,,,,,
2002-01-26,28079036,26.0,1.1,90.0,71.0,40.0,210.0,,,,,,,
2002-01-26,28079038,29.0,,128.0,84.0,36.0,280.0,,,,,,,
2002-01-26,28079039,,0.9,68.0,69.0,,173.0,8.0,,,,,,
2002-01-26,28079040,10.0,,66.0,76.0,34.0,176.0,,,,,,,
2002-01-27,28079004,26.0,1.4,125.0,74.0,,266.0,,,,,,,
2002-01-27,28079011,,,52.0,55.0,,134.0,,,,,,,
2002-01-27,28079016,,0.9,58.0,47.0,,136.0,21.0,,,,,,
2002-01-27,28079017,8.0,,68.0,38.0,,143.0,9.0,,,,,,
2002-01-27,28079018,18.0,1.2,77.0,89.0,38.0,207.0,5.0,,,,,,
2002-01-27,28079024,5.0,0.8,27.0,52.0,25.0,93.0,10.0,7.7,2.1,1.6,1.31,1.18,0.14
2002-01-27,28079035,39.0,1.0,66.0,68.0,,168.0,7.0,,,,,,
2002-01-27,28079036,22.0,1.2,81.0,55.0,29.0,180.0,,,,,,,
2002-01-27,28079038,29.0,,67.0,68.0,20.0,170.0,,,,,,,
2002-01-27,28079039,,0.9,55.0,54.0,,139.0,19.0,,,,,,
2002-01-27,28079040,12.0,,56.0,62.0,26.0,148.0,,,,,,,
2002-01-28,28079004,33.0,2.1,287.0,78.0,,518.0,,,,,,,
2002-01-28,28079011,,,141.0,76.0,,293.0,,,,,,,
2002-01-28,28079016,,1.6,153.0,77.0,,311.0,10.0,,,,,,
2002-01-28,28079017,15.0,,275.0,40.0,,463.0,6.0,,,,,,
2002-01-28,28079018,19.0,1.9,191.0,116.0,57.0,410.0,3.0,,,,,,
2002-01-28,28079024,12.0,1.1,111.0,70.0,42.0,240.0,4.0,5.8,1.7,1.4,1.51,1.27,0.24
2002-01-28,28079035,61.0,2.1,268.0,97.0,,508.0,6.0,,,,,,
2002-01-28,28079036,25.0,1.7,168.0,71.0,50.0,329.0,,,,,,,
2002-01-28,28079038,44.0,,242.0,102.0,59.0,473.0,,,,,,,
2002-01-28,28079039,,3.3,232.0,82.0,,437.0,10.0,,,,,,
2002-01-28,28079040,18.0,,136.0,81.0,47.0,289.0,,,,,,,
2002-01-29,28079004,43.0,2.4,329.0,87.0,,591.0,,,,,,,
2002-01-29,28079011,,,200.0,94.0,,400.0,,,,,,,
2002-01-29,28079016,,1.3,133.0,84.0,,287.0,12.0,,,,,,
2002-01-29,28079017,17.0,,345.0,45.0,,574.0,5.0,,,,,,
2002-01-29,28079018,21.0,1.9,193.0,127.0,57.0,423.0,4.0,,,,,,
2002-01-29,28079024,15.0,1.2,119.0,78.0,42.0,261.0,5.0,,,,1.43,1.2,0.24
2002-01-29,28079035,73.0,2.3,288.0,110.0,,552.0,6.0,,,,,,
2002-01-29,28079036,35.0,1.5,163.0,78.0,48.0,328.0,,,,,,,
2002-01-29,28079038,43.0,,299.0,108.0,65.0,566.0,,,,,,,
2002-01-29,28079039,,3.5,360.0,100.0,,652.0,10.0,,,,,,
2002-01-29,28079040,21.0,,151.0,89.0,51.0,321.0,,,,,,,
2002-01-30,28079004,33.0,1.5,228.0,87.0,,437.0,,,,,,,
2002-01-30,28079011,,,95.0,89.0,,235.0,,,,,,,
2002-01-30,28079016,,0.8,63.0,86.0,,183.0,11.0,,,,,,
2002-01-30,28079017,14.0,,215.0,47.0,,377.0,9.0,,,,,,
2002-01-30,28079018,15.0,1.2,104.0,103.0,55.0,262.0,5.0,,,,,,
2002-01-30,28079024,8.0,0.8,66.0,74.0,40.0,176.0,7.0,13.8,2.7,2.9,1.41,1.23,0.19
2002-01-30,28079035,57.0,1.4,166.0,94.0,,349.0,6.0,,,,,,
2002-01-30,28079036,23.0,0.9,77.0,80.0,41.0,198.0,,,,,,,
2002-01-30,28079038,23.0,,142.0,100.0,57.0,318.0,,,,,,,
2002-01-30,28079039,,1.9,196.0,98.0,,399.0,8.0,,,,,,
2002-01-30,28079040,16.0,,70.0,80.0,40.0,187.0,,,,,,,
2002-01-31,28079004,16.0,0.6,41.0,81.0,,144.0,,,,,,,
2002-01-31,28079011,,,44.0,57.0,,124.0,,,,,,,
2002-01-31,28079016,,0.8,44.0,65.0,,132.0,25.0,,,,,,
2002-01-31,28079017,4.0,,13.0,35.0,,55.0,24.0,,,,,,
2002-01-31,28079018,8.0,0.6,25.0,58.0,25.0,97.0,19.0,,,,,,
