date,station,SO_2,CO,NO,NO_2,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
2002-07-06,28079017,5.0,,9.0,41.0,,55.0,70.0,,,,,,
2002-07-06,28079018,5.0,0.3,4.0,35.0,26.0,41.0,76.0,,,,,,
2002-07-06,28079024,4.0,0.3,4.0,25.0,25.0,32.0,76.0,2.5,0.8,0.6,1.31,1.11,0.21
2002-07-06,28079035,7.0,0.7,19.0,72.0,,101.0,33.0,,,,,,
2002-07-06,28079036,8.0,0.4,11.0,39.0,23.0,56.0,,,,,,,
2002-07-06,28079038,10.0,,17.0,43.0,29.0,69.0,,,,,,,
2002-07-06,28079039,,0.3,7.0,40.0,,50.0,70.0,,,,,,
2002-07-06,28079040,6.0,,5.0,35.0,24.0,44.0,,,,,,,
2002-07-07,28079004,6.0,0.6,21.0,69.0,,102.0,,,,,,,
2002-07-07,28079011,,,25.0,51.0,,89.0,,,,,,,
2002-07-07,28079016,,0.3,3.0,14.0,,19.0,71.0,,,,,,
2002-07-07,28079017,5.0,,19.0,41.0,,70.0,65.0,,,,,,
2002-07-07,28079018,5.0,0.2,5.0,36.0,38.0,43.0,68.0,,,,,,
2002-07-07,28079024,4.0,0.2,4.0,28.0,38.0,35.0,70.0,3.6,0.9,0.9,1.33,1.14,0.2
2002-07-07,28079035,6.0,0.8,28.0,63.0,,106.0,29.0,,,,,,
2002-07-07,28079036,7.0,0.4,10.0,37.0,31.0,53.0,,,,,,,
2002-07-07,28079038,11.0,,20.0,45.0,40.0,75.0,,,,,,,
2002-07-07,28079039,,0.4,11.0,47.0,,63.0,64.0,,,,,,
2002-07-07,28079040,5.0,,5.0,30.0,35.0,38.0,,,,,,,
2002-07-08,28079004,5.0,0.5,19.0,64.0,,94.0,,,,,,,
2002-07-08,28079011,,,28.0,48.0,,91.0,,,,,,,
2002-07-08,28079016,,0.3,6.0,13.0,,22.0,58.0,,,,,,
2002-07-08,28079017,5.0,,13.0,41.0,,61.0,56.0,,,,,,
2002-07-08,28079018,5.0,0.2,15.0,37.0,41.0,59.0,57.0,,,,,,
2002-07-08,28079024,3.0,0.2,12.0,28.0,38.0,45.0,60.0,,,,1.38,1.18,0.21
2002-07-08,28079035,6.0,0.6,23.0,53.0,,89.0,30.0,,,,,,
2002-07-08,28079036,7.0,0.4,19.0,40.0,37.0,69.0,,,,,,,
2002-07-08,28079038,10.0,,31.0,49.0,46.0,97.0,,,,,,,
2002-07-08,28079039,,0.4,22.0,51.0,,85.0,49.0,,,,,,
2002-07-08,28079040,6.0,,18.0,38.0,44.0,66.0,,,,,,,
2002-07-09,28079004,5.0,0.3,5.0,57.0,,65.0,,,,,,,
2002-07-09,28079011,,,20.0,38.0,,69.0,,,,,,,
2002-07-09,28079016,,0.3,5.0,13.0,,20.0,52.0,,,,,,
2002-07-09,28079017,5.0,,4.0,33.0,,40.0,47.0,,,,,,
2002-07-09,28079018,5.0,0.2,4.0,25.0,33.0,30.0,51.0,,,,,,
2002-07-09,28079024,3.0,0.3,4.0,16.0,36.0,22.0,54.0,,,,1.26,1.08,0.18
2002-07-09,28079035,6.0,0.4,7.0,41.0,,52.0,30.0,,,,,,
2002-07-09,28079036,8.0,0.3,10.0,34.0,36.0,50.0,,,,,,,
2002-07-09,28079038,10.0,,20.0,35.0,38.0,65.0,,,,,,,
2002-07-09,28079039,,0.3,13.0,35.0,,56.0,49.0,,,,,,
2002-07-09,28079040,6.0,,11.0,29.0,44.0,45.0,,,,,,,
2002-07-10,28079004,4.0,0.3,5.0,49.0,,57.0,,,,,,,
2002-07-10,28079011,,,23.0,33.0,,68.0,,,,,,,
2002-07-10,28079016,,0.3,4.0,9.0,,16.0,46.0,,,,,,
2002-07-10,28079017,4.0,,4.0,24.0,,29.0,46.0,,,,,,
2002-07-10,28079018,4.0,0.2,4.0,19.0,18.0,24.0,47.0,,,,,,
2002-07-10,28079024,3.0,0.3,3.0,10.0,17.0,15.0,52.0,1.0,0.3,0.5,1.24,1.07,0.17
2002-07-10,28079035,5.0,0.3,7.0,33.0,,43.0,26.0,,,,,,
2002-07-10,28079036,7.0,0.3,11.0,29.0,19.0,46.0,,,,,,,
2002-07-10,28079038,8.0,,17.0,27.0,24.0,53.0,,,,,,,
2002-07-10,28079039,,0.4,14.0,33.0,,54.0,39.0,,,,,,
2002-07-10,28079040,5.0,,10.0,24.0,22.0,40.0,,,,,,,
2002-07-11,28079004,6.0,0.6,23.0,76.0,,111.0,,,,,,,
2002-07-11,28079011,,,32.0,63.0,,111.0,,,,,,,
2002-07-11,28079016,,0.5,5.0,16.0,,24.0,58.0,,,,,,
2002-07-11,28079017,5.0,,28.0,57.0,,99.0,53.0,,,,,,
2002-07-11,28079018,5.0,0.4,17.0,50.0,19.0,77.0,59.0,,,,,,
2002-07-11,28079024,4.0,0.6,9.0,28.0,26.0,42.0,65.0,3.3,0.7,0.9,1.32,1.09,0.22
2002-07-11,28079035,6.0,0.6,25.0,71.0,,108.0,30.0,,,,,,
2002-07-11,28079036,8.0,0.5,24.0,57.0,27.0,94.0,,,,,,,
2002-07-11,28079038,10.0,,26.0,53.0,31.0,92.0,,,,,,,
2002-07-11,28079039,,0.6,26.0,64.0,,103.0,46.0,,,,,,
2002-07-11,28079040,7.0,,19.0,53.0,33.0,82.0,,,,,,,
2002-07-12,28079004,7.0,0.6,21.0,83.0,,114.0,,,,,,,
2002-07-12,28079011,,,32.0,56.0,,105.0,,,,,,,
2002-07-12,28079016,,0.3,4.0,13.0,,18.0,68.0,,,,,,
2002-07-12,28079017,5.0,,7.0,51.0,,62.0,59.0,,,,,,
2002-07-12,28079018,5.0,0.3,10.0,48.0,42.0,64.0,62.0,,,,,,
2002-07-12,28079024,4.0,0.5,7.0,29.0,33.0,40.0,69.0,3.0,0.7,0.8,1.29,1.09,0.21
2002-07-12,28079035,7.0,0.6,21.0,69.0,,102.0,31.0,,,,,,
2002-07-12,28079036,8.0,0.4,19.0,49.0,40.0,78.0,,,,,,,
2002-07-12,28079038,11.0,,12.0,46.0,37.0,64.0,,,,,,,
2002-07-12,28079039,,0.3,11.0,47.0,,64.0,63.0,,,,,,
2002-07-12,28079040,7.0,,11.0,41.0,51.0,58.0,,,,,,,
2002-07-13,28079004,5.0,0.3,3.0,48.0,,52.0,,,,,,,
2002-07-13,28079011,,,10.0,27.0,,42.0,,,,,,,
2002-07-13,28079016,,0.2,3.0,8.0,,12.0,72.0,,,,,,
2002-07-13,28079017,5.0,,1.0,31.0,,33.0,63.0,,,,,,
2002-07-13,28079018,5.0,0.2,2.0,27.0,32.0,30.0,65.0,,,,,,
2002-07-13,28079024,4.0,0.4,3.0,16.0,26.0,20.0,67.0,1.4,0.5,0.5,1.26,1.08,0.19
2002-07-13,28079035,7.0,0.7,20.0,59.0,,89.0,27.0,,,,,,
2002-07-13,28079036,7.0,0.3,6.0,21.0,28.0,30.0,,,,,,,
2002-07-13,28079038,10.0,,12.0,37.0,35.0,55.0,,,,,,,
2002-07-13,28079039,,0.2,3.0,22.0,,27.0,66.0,,,,,,
2002-07-13,28079040,6.0,,3.0,19.0,33.0,24.0,,,,,,,
2002-07-14,28079004,4.0,0.2,2.0,39.0,,43.0,,,,,,,
2002-07-14,28079011,,,5.0,15.0,,23.0,,,,,,,
2002-07-14,28079016,,0.3,9.0,8.0,,21.0,74.0,,,,,,
2002-07-14,28079017,4.0,,1.0,19.0,,20.0,66.0,,,,,,
2002-07-14,28079018,4.0,0.2,1.0,17.0,19.0,19.0,70.0,,,,,,
2002-07-14,28079024,3.0,0.6,3.0,10.0,15.0,14.0,67.0,1.0,0.3,0.7,1.26,1.06,0.2
2002-07-14,28079035,6.0,0.4,7.0,39.0,,49.0,38.0,,,,,,
2002-07-14,28079036,6.0,0.2,2.0,12.0,14.0,16.0,,,,,,,
2002-07-14,28079038,10.0,,16.0,33.0,21.0,58.0,,,,,,,
2002-07-14,28079039,,0.2,2.0,11.0,,14.0,71.0,,,,,,
2002-07-14,28079040,4.0,,2.0,12.0,20.0,15.0,,,,,,,
2002-07-15,28079004,4.0,0.3,4.0,55.0,,60.0,,,,,,,
2002-07-15,28079011,,,12.0,29.0,,47.0,,,,,,,
2002-07-15,28079016,,0.2,3.0,10.0,,14.0,81.0,,,,,,
2002-07-15,28079017,4.0,,3.0,36.0,,41.0,68.0,,,,,,
2002-07-15,28079018,4.0,0.2,3.0,26.0,29.0,31.0,77.0,,,,,,
2002-07-15,28079024,3.0,0.5,4.0,17.0,23.0,23.0,73.0,1.6,0.4,0.5,1.28,1.08,0.2
2002-07-15,28079035,6.0,0.5,13.0,57.0,,77.0,34.0,,,,,,
2002-07-15,28079036,6.0,0.2,5.0,21.0,23.0,29.0,,,,,,,
2002-07-15,28079038,11.0,,25.0,50.0,32.0,88.0,,,,,,,
2002-07-15,28079039,,0.3,5.0,27.0,,35.0,72.0,,,,,,
2002-07-15,28079040,5.0,,4.0,22.0,36.0,28.0,,,,,,,
2002-07-16,28079004,5.0,0.3,2.0,49.0,,52.0,,,,,,,
2002-07-16,28079011,,,6.0,27.0,,37.0,,,,,,,
2002-07-16,28079016,,0.2,2.0,16.0,,19.0,97.0,,,,,,
2002-07-16,28079017,4.0,,2.0,34.0,,37.0,86.0,,,,,,
2002-07-16,28079018,5.0,0.3,3.0,26.0,34.0,31.0,92.0,,,,,,
2002-07-16,28079024,3.0,0.5,3.0,15.0,27.0,20.0,90.0,,,,1.28,1.08,0.2
2002-07-16,28079035,6.0,0.5,10.0,60.0,,76.0,42.0,,,,,,
2002-07-16,28079036,7.0,0.2,3.0,20.0,26.0,25.0,,,,,,,
2002-07-16,28079038,11.0,,19.0,52.0,36.0,81.0,,,,,,,
2002-07-16,28079039,,0.3,2.0,25.0,,28.0,87.0,,,,,,
2002-07-16,28079040,5.0,,3.0,22.0,33.0,27.0,,,,,,,
2002-07-17,28079004,5.0,0.4,6.0,60.0,,69.0,,,,,,,
2002-07-17,28079011,,,19.0,44.0,,72.0,,,,,,,
2002-07-17,28079016,,0.3,4.0,23.0,,30.0,90.0,,,,,,
2002-07-17,28079017,5.0,,22.0,46.0,,79.0,80.0,,,,,,
2002-07-17,28079018,5.0,0.4,9.0,39.0,30.0,54.0,84.0,,,,,,
2002-07-17,28079024,4.0,0.6,5.0,27.0,24.0,34.0,84.0,2.5,0.6,0.6,1.29,1.08,0.21
2002-07-17,28079035,7.0,0.7,27.0,73.0,,115.0,39.0,,,,,,
2002-07-17,28079036,7.0,0.3,6.0,32.0,22.0,40.0,,,,,,,
2002-07-17,28079038,10.0,,18.0,53.0,32.0,80.0,,,,,,,
2002-07-17,28079039,,0.4,5.0,31.0,,39.0,81.0,,,,,,
2002-07-17,28079040,5.0,,7.0,35.0,27.0,45.0,,,,,,,
2002-07-18,28079004,7.0,0.6,18.0,85.0,,113.0,,,,,,,
2002-07-18,28079011,,,49.0,74.0,,149.0,,,,,,,
2002-07-18,28079016,,0.6,27.0,46.0,,88.0,73.0,,,,,,
2002-07-18,28079017,6.0,,43.0,67.0,,133.0,67.0,,,,,,
2002-07-18,28079018,7.0,0.5,15.0,64.0,51.0,88.0,71.0,,,,,,
2002-07-18,28079024,5.0,0.6,8.0,41.0,35.0,54.0,77.0,4.7,1.0,1.1,1.32,1.08,0.24
2002-07-18,28079035,7.0,0.8,31.0,83.0,,130.0,39.0,,,,,,
2002-07-18,28079036,8.0,0.5,22.0,60.0,41.0,93.0,,,,,,,
2002-07-18,28079038,11.0,,20.0,62.0,42.0,93.0,,,,,,,
2002-07-18,28079039,,0.8,37.0,66.0,,123.0,68.0,,,,,,
2002-07-18,28079040,7.0,,14.0,54.0,44.0,76.0,,,,,,,
2002-07-19,28079004,12.0,1.1,85.0,106.0,,237.0,,,,,,,
2002-07-19,28079011,,,79.0,95.0,,217.0,,,,,,,
2002-07-19,28079016,,0.8,49.0,73.0,,148.0,59.0,,,,,,
2002-07-19,28079017,9.0,,107.0,88.0,,253.0,52.0,,,,,,
2002-07-19,28079018,9.0,0.8,46.0,94.0,88.0,165.0,54.0,,,,,,
2002-07-19,28079024,7.0,0.7,14.0,64.0,68.0,86.0,61.0,7.4,1.3,1.8,1.39,1.12,0.27
2002-07-19,28079035,9.0,1.1,72.0,106.0,,216.0,30.0,,,,,,
2002-07-19,28079036,11.0,0.7,36.0,88.0,76.0,143.0,,,,,,,
2002-07-19,28079038,17.0,,65.0,93.0,73.0,192.0,,,,,,,
2002-07-19,28079039,,1.1,86.0,98.0,,231.0,52.0,,,,,,
2002-07-19,28079040,10.0,,26.0,85.0,85.0,125.0,,,,,,,
2002-07-20,28079004,10.0,0.8,49.0,91.0,,166.0,,,,,,,
2002-07-20,28079011,,,27.0,66.0,,108.0,,,,,,,
2002-07-20,28079016,,0.5,21.0,64.0,,95.0,70.0,,,,,,
2002-07-20,28079017,7.0,,46.0,75.0,,146.0,60.0,,,,,,
2002-07-20,28079018,8.0,0.6,29.0,78.0,75.0,123.0,59.0,,,,,,
2002-07-20,28079024,6.0,0.6,10.0,55.0,68.0,70.0,63.0,2.8,0.5,3.1,1.46,1.12,0.34
2002-07-20,28079035,7.0,0.9,36.0,88.0,,143.0,33.0,,,,,,
2002-07-20,28079036,9.0,0.5,17.0,60.0,63.0,86.0,,,,,,,
2002-07-20,28079038,13.0,,25.0,63.0,62.0,102.0,,,,,,,
2002-07-20,28079039,,0.6,35.0,68.0,,121.0,66.0,,,,,,
2002-07-20,28079040,8.0,,11.0,54.0,72.0,71.0,,,,,,,
2002-07-21,28079004,6.0,0.5,14.0,60.0,,81.0,,,,,,,
2002-07-21,28079011,,,33.0,46.0,,97.0,,,,,,,
2002-07-21,28079016,,0.3,8.0,38.0,,49.0,78.0,,,,,,
2002-07-21,28079017,4.0,,21.0,43.0,,76.0,71.0,,,,,,
2002-07-21,28079018,6.0,0.4,11.0,46.0,43.0,63.0,71.0,,,,,,
2002-07-21,28079024,4.0,0.5,4.0,29.0,37.0,35.0,76.0,3.1,0.8,1.1,1.3,1.08,0.22
2002-07-21,28079035,6.0,0.6,18.0,60.0,,88.0,41.0,,,,,,
2002-07-21,28079036,7.0,0.4,11.0,37.0,32.0,54.0,,,,,,,
2002-07-21,28079038,11.0,,25.0,46.0,40.0,84.0,,,,,,,
2002-07-21,28079039,,0.5,24.0,41.0,,77.0,79.0,,,,,,
2002-07-21,28079040,6.0,,9.0,34.0,35.0,49.0,,,,,,,
2002-07-22,28079004,6.0,0.4,16.0,68.0,,93.0,,,,,,,
2002-07-22,28079011,,,17.0,41.0,,67.0,,,,,,,
2002-07-22,28079016,,0.4,14.0,47.0,,69.0,64.0,,,,,,
2002-07-22,28079017,4.0,,19.0,42.0,,70.0,62.0,,,,,,
2002-07-22,28079018,6.0,0.3,9.0,31.0,50.0,45.0,70.0,,,,,,
2002-07-22,28079024,4.0,0.5,4.0,25.0,40.0,32.0,64.0,3.0,0.6,0.7,1.26,1.06,0.21
2002-07-22,28079035,6.0,0.4,7.0,45.0,,55.0,42.0,,,,,,
2002-07-22,28079036,7.0,0.4,11.0,44.0,44.0,62.0,,,,,,,
2002-07-22,28079038,10.0,,13.0,37.0,42.0,56.0,,,,,,,
2002-07-22,28079039,,0.3,11.0,45.0,,62.0,59.0,,,,,,
2002-07-22,28079040,6.0,,11.0,37.0,46.0,53.0,,,,,,,
2002-07-23,28079004,5.0,0.4,7.0,62.0,,73.0,,,,,,,
2002-07-23,28079011,,,38.0,53.0,,112.0,,,,,,,
2002-07-23,28079016,,0.3,12.0,45.0,,63.0,65.0,,,,,,
2002-07-23,28079017,4.0,,7.0,50.0,,61.0,63.0,,,,,,
2002-07-23,28079018,5.0,0.3,6.0,40.0,36.0,50.0,69.0,,,,,,
2002-07-23,28079024,3.0,0.4,5.0,24.0,30.0,32.0,72.0,3.1,0.6,0.8,1.27,1.06,0.21
2002-07-23,28079035,6.0,0.6,17.0,64.0,,91.0,34.0,,,,,,
2002-07-23,28079036,7.0,0.4,18.0,49.0,40.0,76.0,,,,,,,
2002-07-23,28079038,11.0,,27.0,52.0,38.0,94.0,,,,,,,
2002-07-23,28079039,,0.3,10.0,41.0,,55.0,65.0,,,,,,
2002-07-23,28079040,6.0,,12.0,41.0,40.0,59.0,,,,,,,
2002-07-24,28079004,7.0,0.5,29.0,74.0,,118.0,,,,,,,
2002-07-24,28079011,,,23.0,47.0,,81.0,,,,,,,
2002-07-24,28079016,,0.3,11.0,39.0,,56.0,63.0,,,,,,
2002-07-24,28079017,5.0,,17.0,64.0,,91.0,50.0,,,,,,
2002-07-24,28079018,6.0,0.4,20.0,60.0,37.0,90.0,54.0,,,,,,
2002-07-24,28079024,4.0,0.6,11.0,40.0,27.0,57.0,57.0,6.0,0.9,1.4,1.31,1.07,0.24
2002-07-24,28079035,7.0,0.7,37.0,79.0,,136.0,24.0,,,,,,
2002-07-24,28079036,8.0,0.4,19.0,42.0,25.0,70.0,,,,,,,
2002-07-24,28079038,12.0,,36.0,58.0,29.0,114.0,,,,,,,
2002-07-24,28079039,,0.4,14.0,45.0,,67.0,55.0,,,,,,
2002-07-24,28079040,6.0,,13.0,35.0,26.0,55.0,,,,,,,
2002-07-25,28079004,6.0,0.4,8.0,66.0,,78.0,,,,,,,
2002-07-25,28079011,,,24.0,48.0,,85.0,,,,,,,
2002-07-25,28079016,,0.2,6.0,35.0,,45.0,66.0,,,,,,
2002-07-25,28079017,5.0,,7.0,47.0,,58.0,57.0,,,,,,
2002-07-25,28079018,7.0,0.3,7.0,40.0,40.0,51.0,61.0,,,,,,
2002-07-25,28079024,4.0,0.4,6.0,27.0,33.0,36.0,64.0,5.1,0.8,0.9,1.26,1.06,0.21
2002-07-25,28079035,6.0,0.6,23.0,66.0,,100.0,27.0,,,,,,
2002-07-25,28079036,7.0,0.3,11.0,38.0,34.0,55.0,,,,,,,
2002-07-25,28079038,12.0,,29.0,51.0,37.0,95.0,,,,,,,
2002-07-25,28079039,,0.3,7.0,38.0,,49.0,61.0,,,,,,
2002-07-25,28079040,6.0,,7.0,31.0,38.0,42.0,,,,,,,
2002-07-26,28079004,7.0,0.6,19.0,70.0,,100.0,,,,,,,
2002-07-26,28079011,,,54.0,58.0,,141.0,,,,,,,
2002-07-26,28079016,,0.4,19.0,48.0,,77.0,56.0,,,,,,
2002-07-26,28079017,5.0,,19.0,47.0,,77.0,57.0,,,,,,
2002-07-26,28079018,7.0,0.4,16.0,50.0,41.0,74.0,57.0,,,,,,
2002-07-26,28079024,4.0,0.5,11.0,34.0,25.0,50.0,61.0,4.9,0.9,0.9,1.27,1.05,0.23
2002-07-26,28079035,7.0,0.7,34.0,69.0,,121.0,29.0,,,,,,
2002-07-26,28079036,8.0,0.5,20.0,47.0,30.0,78.0,,,,,,,
2002-07-26,28079038,12.0,,47.0,58.0,37.0,130.0,,,,,,,
2002-07-26,28079039,,0.6,40.0,54.0,,115.0,56.0,,,,,,
2002-07-26,28079040,6.0,,9.0,37.0,33.0,51.0,,,,,,,
2002-07-27,28079004,8.0,0.8,44.0,78.0,,144.0,,,,,,,
2002-07-27,28079011,,,86.0,65.0,,198.0,,,,,,,
2002-07-27,28079016,,0.5,32.0,57.0,,106.0,69.0,,,,,,
2002-07-27,28079017,6.0,,62.0,60.0,,156.0,61.0,,,,,,
2002-07-27,28079018,9.0,0.6,32.0,58.0,63.0,108.0,67.0,,,,,,
2002-07-27,28079024,5.0,0.5,13.0,38.0,52.0,58.0,71.0,6.7,1.2,1.3,1.32,1.08,0.25
2002-07-27,28079035,7.0,0.9,38.0,82.0,,140.0,30.0,,,,,,
2002-07-27,28079036,8.0,0.6,18.0,54.0,48.0,81.0,,,,,,,
2002-07-27,28079038,14.0,,35.0,57.0,50.0,111.0,,,,,,,
2002-07-27,28079039,,0.9,76.0,64.0,,181.0,66.0,,,,,,
2002-07-27,28079040,7.0,,11.0,45.0,56.0,61.0,,,,,,,
2002-07-28,28079004,8.0,0.6,31.0,75.0,,123.0,,,,,,,
2002-07-28,28079011,,,45.0,61.0,,130.0,,,,,,,
2002-07-28,28079016,,0.5,23.0,58.0,,93.0,65.0,,,,,,
2002-07-28,28079017,6.0,,37.0,50.0,,106.0,65.0,,,,,,
2002-07-28,28079018,9.0,0.5,22.0,55.0,58.0,89.0,66.0,,,,,,
2002-07-28,28079024,6.0,0.5,17.0,40.0,54.0,66.0,67.0,8.3,1.6,1.6,1.38,1.12,0.27
2002-07-28,28079035,7.0,0.9,43.0,70.0,,135.0,35.0,,,,,,
2002-07-28,28079036,7.0,0.4,12.0,48.0,47.0,67.0,,,,,,,
2002-07-28,28079038,13.0,,37.0,54.0,50.0,111.0,,,,,,,
2002-07-28,28079039,,0.7,51.0,60.0,,139.0,67.0,,,,,,
2002-07-28,28079040,7.0,,8.0,40.0,53.0,52.0,,,,,,,
2002-07-29,28079004,6.0,0.4,7.0,77.0,,88.0,,,,,,,
2002-07-29,28079011,,,27.0,65.0,,107.0,,,,,,,
2002-07-29,28079016,,0.3,10.0,54.0,,68.0,73.0,,,,,,
2002-07-29,28079017,5.0,,4.0,45.0,,52.0,72.0,,,,,,
2002-07-29,28079018,8.0,0.3,5.0,42.0,55.0,50.0,77.0,,,,,,
2002-07-29,28079024,5.0,0.5,6.0,30.0,40.0,39.0,76.0,,,,,,
2002-07-29,28079035,6.0,0.5,13.0,67.0,,87.0,39.0,,,,,,
2002-07-29,28079036,7.0,0.4,11.0,50.0,48.0,67.0,,,,,,,
2002-07-29,28079038,11.0,,17.0,53.0,50.0,79.0,,,,,,,
2002-07-29,28079039,,0.4,12.0,58.0,,76.0,69.0,,,,,,
2002-07-29,28079040,6.0,,8.0,44.0,52.0,56.0,,,,,,,
2002-07-30,28079004,6.0,0.4,9.0,64.0,,78.0,,,,,,,
2002-07-30,28079011,,,20.0,56.0,,87.0,,,,,,,
2002-07-30,28079016,,0.2,6.0,40.0,,49.0,85.0,,,,,,
2002-07-30,28079017,5.0,,11.0,59.0,,76.0,70.0,,,,,,
2002-07-30,28079018,7.0,0.3,8.0,50.0,61.0,62.0,75.0,,,,,,
2002-07-30,28079024,5.0,0.4,5.0,28.0,46.0,35.0,83.0,3.6,0.8,0.9,1.3,1.2,0.1
2002-07-30,28079035,6.0,0.6,15.0,72.0,,95.0,40.0,,,,,,
2002-07-30,28079036,7.0,0.4,11.0,44.0,51.0,61.0,,,,,,,
2002-07-30,28079038,12.0,,26.0,57.0,47.0,98.0,,,,,,,
2002-07-30,28079039,,0.3,5.0,41.0,,49.0,85.0,,,,,,
2002-07-30,28079040,6.0,,7.0,38.0,54.0,48.0,,,,,,,
2002-07-31,28079004,5.0,0.3,4.0,49.0,,55.0,,,,,,,
2002-07-31,28079011,,,23.0,36.0,,72.0,,,,,,,
2002-07-31,28079016,,0.2,6.0,25.0,,34.0,63.0,,,,,,
2002-07-31,28079017,4.0,,6.0,34.0,,42.0,58.0,,,,,,
2002-07-31,28079018,6.0,0.2,4.0,27.0,27.0,34.0,60.0,,,,,,
2002-07-31,28079024,4.0,0.3,4.0,15.0,17.0,21.0,62.0,2.0,0.6,1.1,1.29,1.18,0.11
2002-07-31,28079035,6.0,0.5,13.0,47.0,,67.0,32.0,,,,,,
2002-07-31,28079036,7.0,0.3,9.0,29.0,21.0,42.0,,,,,,,
2002-07-31,28079038,10.0,,28.0,39.0,24.0,82.0,,,,,,,
2002-07-31,28079039,,0.3,6.0,27.0,,37.0,59.0,,,,,,
2002-08-01,28079004,5.0,0.3,3.0,52.0,,57.0,,,,,,,
2002-08-01,28079011,,,22.0,43.0,,77.0,,,,,,,
2002-08-01,28079016,,0.4,6.0,36.0,,45.0,70.0,,,,,,
2002-08-01,28079017,4.0,,6.0,41.0,,51.0,62.0,,,,,,
2002-08-01,28079018,5.0,0.3,5.0,35.0,29.0,43.0,69.0,,,,,,
2002-08-01,28079024,4.0,0.6,4.0,21.0,19.0,27.0,69.0,2.6,0.6,0.7,1.29,1.18,0.11
2002-08-01,28079035,7.0,0.6,16.0,59.0,,84.0,36.0,,,,,,
2002-08-01,28079036,7.0,0.4,10.0,39.0,24.0,55.0,,,,,,,
2002-08-01,28079038,10.0,,26.0,43.0,30.0,83.0,,,,,,,
2002-08-01,28079039,,0.3,7.0,35.0,,46.0,65.0,,,,,,
2002-08-01,28079040,6.0,,9.0,35.0,28.0,48.0,,,,,,,
2002-08-02,28079004,6.0,0.4,4.0,64.0,,70.0,,,,,,,
2002-08-02,28079011,,,24.0,53.0,,89.0,,,,,,,
2002-08-02,28079016,,0.3,8.0,49.0,,61.0,64.0,,,,,,
2002-08-02,28079017,5.0,,11.0,49.0,,65.0,59.0,,,,,,
2002-08-02,28079018,6.0,0.3,7.0,45.0,31.0,57.0,66.0,,,,,,
2002-08-02,28079024,5.0,0.5,6.0,27.0,33.0,37.0,68.0,3.1,0.6,0.7,1.3,1.19,0.12
2002-08-02,28079035,7.0,0.5,17.0,63.0,,89.0,35.0,,,,,,
2002-08-02,28079036,8.0,0.4,11.0,45.0,37.0,62.0,,,,,,,
2002-08-02,28079038,11.0,,25.0,49.0,40.0,87.0,,,,,,,
2002-08-02,28079039,,0.4,11.0,49.0,,66.0,62.0,,,,,,
2002-08-02,28079040,7.0,,9.0,44.0,43.0,58.0,,,,,,,
2002-08-03,28079004,8.0,0.6,43.0,70.0,,135.0,,,,,,,
2002-08-03,28079011,,,15.0,48.0,,70.0,,,,,,,
2002-08-03,28079016,,0.4,10.0,50.0,,64.0,60.0,,,,,,
2002-08-03,28079017,6.0,,49.0,56.0,,131.0,49.0,,,,,,
2002-08-03,28079018,7.0,0.5,28.0,62.0,39.0,104.0,53.0,,,,,,
2002-08-03,28079024,5.0,0.7,9.0,36.0,38.0,51.0,56.0,4.8,0.9,1.0,1.36,1.21,0.15
2002-08-03,28079035,7.0,0.6,20.0,65.0,,96.0,33.0,,,,,,
2002-08-03,28079036,8.0,0.4,13.0,49.0,36.0,69.0,,,,,,,
2002-08-03,28079038,11.0,,18.0,48.0,33.0,76.0,,,,,,,
2002-08-03,28079039,,0.5,22.0,61.0,,94.0,47.0,,,,,,
2002-08-03,28079040,7.0,,7.0,49.0,39.0,59.0,,,,,,,
2002-08-04,28079004,5.0,0.4,4.0,56.0,,62.0,,,,,,,
2002-08-04,28079011,,,14.0,40.0,,61.0,,,,,,,
2002-08-04,28079016,,0.3,7.0,42.0,,53.0,63.0,,,,,,
2002-08-04,28079017,4.0,,4.0,35.0,,42.0,57.0,,,,,,
2002-08-04,28079018,6.0,0.3,7.0,34.0,33.0,45.0,65.0,,,,,,
2002-08-04,28079024,4.0,0.6,4.0,18.0,33.0,24.0,67.0,2.0,0.8,0.7,1.28,1.18,0.11
2002-08-04,28079036,7.0,0.4,8.0,39.0,30.0,51.0,,,,,,,
2002-08-04,28079038,9.0,,8.0,31.0,28.0,43.0,,,,,,,
2002-08-04,28079039,,0.4,9.0,44.0,,58.0,54.0,,,,,,
2002-08-04,28079040,6.0,,7.0,36.0,36.0,46.0,,,,,,,
2002-08-05,28079004,7.0,0.5,26.0,70.0,,109.0,,,,,,,
2002-08-05,28079011,,,43.0,56.0,,121.0,,,,,,,
2002-08-05,28079016,,0.5,41.0,65.0,,128.0,43.0,,,,,,
2002-08-05,28079017,5.0,,25.0,52.0,,89.0,42.0,,,,,,
2002-08-05,28079018,6.0,0.4,25.0,55.0,42.0,94.0,46.0,,,,,,
2002-08-05,28079024,4.0,0.5,9.0,29.0,30.0,42.0,52.0,2.8,0.7,1.0,1.3,1.18,0.12
2002-08-05,28079036,8.0,0.4,28.0,56.0,36.0,98.0,,,,,,,
2002-08-05,28079038,10.0,,19.0,44.0,28.0,72.0,,,,,,,
2002-08-05,28079039,,0.5,28.0,59.0,,103.0,38.0,,,,,,
