station,date,SO_2,CO,NO,NO_2,PM25,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
28079004,2020-01-01,9.0,0.7,80.0,58.0,,,181.0,,,,,,,
28079008,2020-01-01,8.0,0.7,60.0,65.0,29.0,37.0,158.0,5.0,3.2,1.6,1.1,2.1,1.96,0.14
28079011,2020-01-01,,,71.0,78.0,,,186.0,,2.8,1.4,0.4,,,
28079016,2020-01-01,,0.6,43.0,52.0,,,118.0,9.0,,,,,,
28079017,2020-01-01,8.0,,176.0,67.0,,,337.0,5.0,,,,,,
28079018,2020-01-01,9.0,0.9,80.0,57.0,,49.0,180.0,6.0,4.4,1.7,0.7,,,
28079024,2020-01-01,6.0,0.5,52.0,46.0,34.0,41.0,126.0,5.0,4.4,1.7,0.3,1.46,1.35,0.11
28079027,2020-01-01,,,55.0,63.0,,,147.0,7.0,,,,,,
28079035,2020-01-01,13.0,0.9,80.0,59.0,,,182.0,8.0,,,,,,
28079036,2020-01-01,9.0,0.6,62.0,63.0,,39.0,158.0,,,,,,,
28079038,2020-01-01,20.0,,85.0,76.0,37.0,40.0,206.0,,2.8,0.9,2.2,,,
28079039,2020-01-01,,0.9,120.0,73.0,,,258.0,4.0,,,,,,
28079040,2020-01-01,12.0,,61.0,67.0,,17.0,160.0,,,,,,,
28079047,2020-01-01,,,75.0,57.0,28.0,33.0,172.0,,,,,,,
28079048,2020-01-01,,,50.0,64.0,34.0,40.0,141.0,,,,,,,
28079049,2020-01-01,,,49.0,49.0,,,124.0,3.0,,,,,,
28079050,2020-01-01,,,58.0,64.0,23.0,30.0,153.0,,,,,,,
28079054,2020-01-01,,,76.0,68.0,,,184.0,8.0,,,,,,
28079055,2020-01-01,,,65.0,61.0,,33.0,161.0,,3.2,1.4,0.7,1.73,1.56,0.17
28079056,2020-01-01,,0.8,103.0,66.0,38.0,44.0,224.0,7.0,,,,,,
28079057,2020-01-01,7.0,0.4,52.0,58.0,,34.0,137.0,,,,,,,
28079058,2020-01-01,,,25.0,33.0,,,72.0,,,,,,,
28079059,2020-01-01,,,19.0,37.0,,,66.0,11.0,,,,,,
28079060,2020-01-01,,,51.0,75.0,,24.0,153.0,6.0,,,,,,
28079004,2020-01-02,10.0,0.7,116.0,70.0,,,247.0,,,,,,,
28079008,2020-01-02,8.0,0.6,65.0,67.0,19.0,30.0,167.0,4.0,3.9,1.4,1.2,1.74,1.63,0.12
28079011,2020-01-02,,,97.0,84.0,,,233.0,,4.7,1.4,0.5,,,
28079016,2020-01-02,,0.5,56.0,58.0,,,144.0,6.0,,,,,,
28079017,2020-01-02,9.0,,187.0,71.0,,,358.0,5.0,,,,,,
28079018,2020-01-02,8.0,0.9,100.0,64.0,,42.0,217.0,5.0,6.4,1.6,1.0,,,
28079024,2020-01-02,7.0,0.5,57.0,49.0,28.0,36.0,137.0,5.0,5.2,1.4,0.4,1.44,1.34,0.1
28079027,2020-01-02,,,80.0,72.0,,,194.0,7.0,,,,,,
28079035,2020-01-02,13.0,0.8,91.0,64.0,,,204.0,8.0,,,,,,
28079036,2020-01-02,9.0,0.5,83.0,70.0,,32.0,197.0,,,,,,,
28079038,2020-01-02,20.0,,81.0,74.0,27.0,32.0,198.0,,4.3,0.9,2.3,,,
28079039,2020-01-02,,0.9,115.0,75.0,,,251.0,3.0,,,,,,
28079040,2020-01-02,9.0,,69.0,69.0,,21.0,175.0,,,,,,,
28079047,2020-01-02,,,97.0,63.0,23.0,30.0,212.0,,,,,,,
28079048,2020-01-02,,,50.0,62.0,24.0,31.0,139.0,,,,,,,
28079049,2020-01-02,,,50.0,52.0,,,129.0,3.0,,,,,,
28079050,2020-01-02,,,61.0,64.0,13.0,24.0,158.0,,,,,,,
28079055,2020-01-02,,,92.0,68.0,,34.0,209.0,,4.1,1.5,0.7,1.71,1.52,0.19
28079056,2020-01-02,,0.9,158.0,80.0,32.0,43.0,322.0,7.0,,,,,,
28079057,2020-01-02,8.0,0.5,101.0,70.0,,34.0,225.0,,,,,,,
28079058,2020-01-02,,,32.0,37.0,,,85.0,,,,,,,
28079059,2020-01-02,,,38.0,46.0,,,104.0,9.0,,,,,,
28079060,2020-01-02,,,76.0,81.0,,19.0,198.0,5.0,,,,,,
28079004,2020-01-03,9.0,0.8,131.0,72.0,,,273.0,,,,,,,
28079008,2020-01-03,8.0,0.9,133.0,77.0,38.0,53.0,280.0,1.0,7.1,2.3,1.5,2.04,1.85,0.19
28079011,2020-01-03,,,91.0,78.0,,,219.0,,4.4,1.4,0.6,,,
28079016,2020-01-03,,0.6,74.0,64.0,,,178.0,1.0,,,,,,
28079017,2020-01-03,4.0,,128.0,59.0,,,256.0,2.0,,,,,,
28079018,2020-01-03,8.0,0.9,110.0,65.0,,57.0,234.0,3.0,5.8,1.7,0.9,,,
28079024,2020-01-03,7.0,,91.0,52.0,38.0,50.0,191.0,2.0,7.5,1.8,0.7,1.54,1.41,0.13
28079027,2020-01-03,,,64.0,63.0,,,160.0,3.0,,,,,,
28079035,2020-01-03,6.0,0.9,124.0,70.0,,,260.0,7.0,,,,,,
28079036,2020-01-03,11.0,0.7,107.0,72.0,,55.0,235.0,,,,,,,
28079038,2020-01-03,17.0,,133.0,76.0,47.0,52.0,280.0,,3.9,1.0,1.8,,,
28079039,2020-01-03,,0.8,108.0,63.0,,,228.0,1.0,,,,,,
28079040,2020-01-03,9.0,,125.0,78.0,,39.0,270.0,,,,,,,
28079047,2020-01-03,,,111.0,66.0,34.0,41.0,236.0,,,,,,,
28079048,2020-01-03,,,97.0,70.0,44.0,54.0,219.0,,,,,,,
28079049,2020-01-03,,,122.0,64.0,,,250.0,1.0,,,,,,
28079050,2020-01-03,,,82.0,66.0,26.0,38.0,192.0,,,,,,,
28079054,2020-01-03,,,99.0,75.0,,,228.0,2.0,,,,,,
28079055,2020-01-03,,,88.0,63.0,,44.0,199.0,,5.2,1.7,1.1,1.81,1.62,0.2
28079056,2020-01-03,,0.8,141.0,75.0,42.0,50.0,292.0,4.0,,,,,,
28079057,2020-01-03,6.0,0.4,50.0,56.0,,38.0,132.0,,,,,,,
28079058,2020-01-03,,,50.0,37.0,,,114.0,5.0,,,,,,
28079059,2020-01-03,,,40.0,49.0,,,111.0,2.0,,,,,,
28079060,2020-01-03,,,72.0,80.0,,23.0,190.0,2.0,,,,,,
28079004,2020-01-04,7.0,0.4,41.0,42.0,,,104.0,,,,,,,
28079008,2020-01-04,8.0,0.4,9.0,42.0,7.0,11.0,57.0,26.0,1.5,0.7,0.7,1.47,1.4,0.06
28079011,2020-01-04,,,4.0,33.0,,,38.0,,0.7,0.3,0.1,,,
28079016,2020-01-04,,0.3,7.0,34.0,,,44.0,26.0,,,,,,
28079017,2020-01-04,2.0,,52.0,38.0,,,117.0,17.0,,,,,,
28079018,2020-01-04,6.0,0.6,31.0,45.0,,17.0,92.0,18.0,2.3,0.8,0.3,,,
28079024,2020-01-04,5.0,0.3,13.0,29.0,10.0,13.0,49.0,21.0,1.9,0.7,0.2,1.21,1.15,0.06
28079027,2020-01-04,,,32.0,47.0,,,97.0,20.0,,,,,,
28079035,2020-01-04,5.0,0.5,25.0,42.0,,,80.0,23.0,,,,,,
28079036,2020-01-04,12.0,0.3,8.0,33.0,,11.0,45.0,,,,,,,
28079038,2020-01-04,6.0,,14.0,38.0,7.0,4.0,60.0,,1.1,0.4,1.4,,,
28079039,2020-01-04,,0.4,25.0,42.0,,,81.0,20.0,,,,,,
28079040,2020-01-04,5.0,,4.0,29.0,,6.0,35.0,,,,,,,
28079047,2020-01-04,,,29.0,42.0,12.0,15.0,86.0,,,,,,,
28079048,2020-01-04,,,2.0,26.0,8.0,9.0,29.0,,,,,,,
28079049,2020-01-04,,,2.0,31.0,,,35.0,33.0,,,,,,
28079050,2020-01-04,,,5.0,22.0,5.0,7.0,29.0,,,,,,,
28079054,2020-01-04,,,8.0,39.0,,,51.0,34.0,,,,,,
28079055,2020-01-04,,,19.0,43.0,,16.0,72.0,,2.5,1.0,0.4,1.38,1.28,0.1
28079056,2020-01-04,,0.6,69.0,61.0,16.0,19.0,167.0,15.0,,,,,,
28079057,2020-01-04,5.0,0.3,8.0,32.0,,10.0,43.0,,,,,,,
28079058,2020-01-04,,,15.0,17.0,,,41.0,23.0,,,,,,
28079059,2020-01-04,,,3.0,21.0,,,26.0,30.0,,,,,,
28079060,2020-01-04,,,8.0,46.0,,6.0,58.0,24.0,,,,,,
28079004,2020-01-05,8.0,0.5,53.0,56.0,,,137.0,,,,,,,
28079008,2020-01-05,8.0,0.4,24.0,50.0,8.0,14.0,87.0,20.0,1.6,0.9,0.7,1.64,1.56,0.09
28079011,2020-01-05,,,64.0,66.0,,,165.0,,2.6,1.1,0.3,,,
28079016,2020-01-05,,0.5,29.0,44.0,,,88.0,21.0,,,,,,
28079017,2020-01-05,5.0,,97.0,53.0,,,201.0,7.0,,,,,,
28079018,2020-01-05,7.0,0.8,54.0,57.0,,25.0,140.0,8.0,3.2,1.3,0.5,,,
28079024,2020-01-05,6.0,0.4,26.0,47.0,13.0,17.0,86.0,9.0,2.2,0.9,0.2,1.27,1.18,0.09
28079027,2020-01-05,,,34.0,55.0,,,107.0,16.0,,,,,,
28079035,2020-01-05,7.0,0.6,40.0,54.0,,,115.0,15.0,,,,,,
28079036,2020-01-05,10.0,0.4,31.0,47.0,,13.0,94.0,,,,,,,
28079038,2020-01-05,10.0,,56.0,60.0,12.0,14.0,146.0,,1.7,0.6,1.6,,,
28079039,2020-01-05,,0.8,96.0,72.0,,,218.0,11.0,,,,,,
28079040,2020-01-05,7.0,,24.0,45.0,,14.0,82.0,,,,,,,
28079047,2020-01-05,,,34.0,51.0,10.0,12.0,103.0,,,,,,,
28079048,2020-01-05,,,32.0,46.0,12.0,16.0,94.0,,,,,,,
28079049,2020-01-05,,,16.0,39.0,,,64.0,19.0,,,,,,
28079050,2020-01-05,,,60.0,52.0,10.0,16.0,145.0,,,,,,,
28079054,2020-01-05,,,71.0,59.0,,,168.0,24.0,,,,,,
28079055,2020-01-05,,,39.0,57.0,,19.0,117.0,,2.8,1.0,0.4,1.42,1.32,0.1
28079056,2020-01-05,,0.6,83.0,67.0,16.0,21.0,194.0,9.0,,,,,,
28079057,2020-01-05,7.0,0.5,62.0,52.0,,17.0,146.0,,,,,,,
28079058,2020-01-05,,,9.0,23.0,,,38.0,18.0,,,,,,
28079059,2020-01-05,,,19.0,32.0,,,61.0,24.0,,,,,,
28079060,2020-01-05,,,39.0,66.0,,14.0,125.0,17.0,,,,,,
28079004,2020-01-06,9.0,0.5,64.0,56.0,,,155.0,,,,,,,
28079008,2020-01-06,8.0,0.6,40.0,59.0,14.0,22.0,120.0,11.0,2.3,1.2,0.9,1.69,1.57,0.11
28079011,2020-01-06,,,39.0,66.0,,,126.0,,1.9,0.9,0.3,,,
28079016,2020-01-06,,0.6,46.0,53.0,,,123.0,16.0,,,,,,
28079017,2020-01-06,6.0,,122.0,55.0,,,242.0,7.0,,,,,,
28079018,2020-01-06,7.0,0.8,65.0,58.0,,28.0,159.0,8.0,3.6,1.3,0.5,,,
28079024,2020-01-06,6.0,0.4,33.0,45.0,18.0,22.0,96.0,8.0,2.7,1.2,0.2,1.32,1.23,0.09
28079027,2020-01-06,,,55.0,66.0,,,150.0,11.0,,,,,,
28079035,2020-01-06,8.0,0.7,60.0,56.0,,,147.0,11.0,,,,,,
28079036,2020-01-06,10.0,0.5,55.0,61.0,,22.0,145.0,,,,,,,
28079038,2020-01-06,10.0,,65.0,70.0,19.0,20.0,170.0,,2.7,0.8,1.7,,,
28079039,2020-01-06,,0.8,82.0,68.0,,,194.0,5.0,,,,,,
28079040,2020-01-06,8.0,,43.0,61.0,,21.0,127.0,,,,,,,
28079047,2020-01-06,,,65.0,56.0,17.0,21.0,157.0,,,,,,,
28079048,2020-01-06,,,26.0,54.0,16.0,20.0,93.0,,,,,,,
28079049,2020-01-06,,,26.0,44.0,,,84.0,8.0,,,,,,
28079050,2020-01-06,,,34.0,55.0,17.0,23.0,108.0,,,,,,,
28079054,2020-01-06,,,57.0,64.0,,,152.0,13.0,,,,,,
28079055,2020-01-06,,,56.0,63.0,,25.0,149.0,,2.9,1.4,0.5,1.58,1.47,0.11
28079056,2020-01-06,,0.7,102.0,70.0,21.0,25.0,226.0,9.0,,,,,,
28079057,2020-01-06,6.0,0.4,36.0,52.0,,19.0,107.0,,,,,,,
28079058,2020-01-06,,,15.0,33.0,,,56.0,12.0,,,,,,
28079059,2020-01-06,,,29.0,38.0,,,82.0,19.0,,,,,,
28079060,2020-01-06,,,34.0,69.0,,14.0,121.0,10.0,,,,,,
28079004,2020-01-07,12.0,0.8,136.0,86.0,,,294.0,,,,,,,
28079008,2020-01-07,9.0,0.8,93.0,84.0,17.0,31.0,226.0,4.0,5.7,1.7,1.4,1.74,1.58,0.17
28079011,2020-01-07,,,92.0,91.0,,,233.0,,5.6,1.5,0.6,,,
28079016,2020-01-07,,0.7,93.0,76.0,,,219.0,9.0,,,,,,
28079017,2020-01-07,10.0,,175.0,73.0,,,341.0,3.0,,,,,,
28079018,2020-01-07,10.0,1.1,129.0,80.0,,44.0,278.0,4.0,11.0,2.2,1.4,,,
28079024,2020-01-07,7.0,0.5,62.0,60.0,23.0,31.0,154.0,4.0,5.4,1.3,0.6,1.31,1.2,0.11
28079027,2020-01-07,,,104.0,84.0,,,244.0,8.0,,,,,,
28079035,2020-01-07,9.0,0.8,117.0,76.0,,,255.0,9.0,,,,,,
28079036,2020-01-07,10.0,0.6,104.0,83.0,,33.0,242.0,,,,,,,
28079038,2020-01-07,15.0,,140.0,97.0,26.0,35.0,312.0,,6.0,1.4,2.3,,,
28079039,2020-01-07,,1.0,150.0,90.0,,,319.0,2.0,,,,,,
28079040,2020-01-07,11.0,,101.0,87.0,,31.0,241.0,,,,,,,
28079047,2020-01-07,,,129.0,78.0,22.0,30.0,276.0,,,,,,,
28079048,2020-01-07,,,83.0,80.0,21.0,31.0,207.0,,,,,,,
28079049,2020-01-07,,,74.0,66.0,,,179.0,3.0,,,,,,
28079050,2020-01-07,,,89.0,81.0,23.0,34.0,217.0,,,,,,,
28079054,2020-01-07,,,130.0,90.0,,,289.0,6.0,,,,,,
28079055,2020-01-07,,,111.0,82.0,,36.0,253.0,,5.2,1.6,0.9,1.58,1.43,0.15
28079056,2020-01-07,,1.0,178.0,93.0,29.0,39.0,366.0,6.0,,,,,,
28079057,2020-01-07,8.0,0.6,105.0,80.0,,30.0,241.0,,,,,,,
28079058,2020-01-07,,,30.0,40.0,,,86.0,8.0,,,,,,
28079059,2020-01-07,,,65.0,56.0,,,155.0,12.0,,,,,,
28079060,2020-01-07,,,106.0,105.0,,23.0,268.0,4.0,,,,,,
28079004,2020-01-08,14.0,0.9,156.0,93.0,,,333.0,,,,,,,
28079008,2020-01-08,11.0,1.0,142.0,101.0,19.0,38.0,319.0,4.0,9.3,2.3,2.0,1.95,1.74,0.22
28079011,2020-01-08,,,146.0,115.0,,,339.0,,10.9,2.5,0.9,,,
28079016,2020-01-08,,0.9,115.0,88.0,,,265.0,7.0,,,,,,
28079017,2020-01-08,13.0,,202.0,82.0,,,391.0,5.0,,,,,,
28079018,2020-01-08,10.0,1.1,134.0,85.0,,43.0,290.0,5.0,10.7,1.9,1.4,,,
28079024,2020-01-08,7.0,0.6,80.0,67.0,21.0,31.0,190.0,5.0,6.8,1.5,0.7,1.41,1.29,0.12
28079027,2020-01-08,,,133.0,97.0,,,302.0,8.0,,,,,,
28079035,2020-01-08,10.0,1.0,155.0,87.0,,,326.0,9.0,,,,,,
28079036,2020-01-08,13.0,0.6,99.0,90.0,,37.0,242.0,,,,,,,
28079038,2020-01-08,17.0,,203.0,118.0,28.0,49.0,428.0,,10.7,1.9,3.1,,,
28079039,2020-01-08,,1.3,207.0,106.0,,,424.0,2.0,,,,,,
28079040,2020-01-08,10.0,,80.0,88.0,,30.0,210.0,,,,,,,
28079047,2020-01-08,,,150.0,84.0,20.0,33.0,314.0,,,,,,,
28079048,2020-01-08,,,122.0,94.0,25.0,39.0,282.0,,,,,,,
28079049,2020-01-08,,,114.0,79.0,,,253.0,3.0,,,,,,
28079050,2020-01-08,,,110.0,91.0,18.0,32.0,260.0,,,,,,,
28079054,2020-01-08,,,137.0,93.0,,,303.0,8.0,,,,,,
28079055,2020-01-08,,,138.0,93.0,,40.0,305.0,,7.3,2.0,1.4,1.63,1.45,0.18
28079056,2020-01-08,,1.0,178.0,96.0,26.0,37.0,370.0,7.0,,,,,,
28079057,2020-01-08,10.0,0.8,140.0,94.0,,34.0,309.0,,,,,,,
28079058,2020-01-08,,,35.0,49.0,,,102.0,6.0,,,,,,
28079059,2020-01-08,,,84.0,69.0,,,197.0,9.0,,,,,,
28079060,2020-01-08,,,125.0,114.0,,24.0,305.0,5.0,,,,,,
28079004,2020-01-09,11.0,0.6,99.0,78.0,,,229.0,,,,,,,
28079008,2020-01-09,9.0,0.7,72.0,80.0,20.0,34.0,190.0,6.0,8.0,1.7,1.6,1.72,1.56,0.16
28079011,2020-01-09,,,64.0,88.0,,,185.0,,5.0,1.2,0.6,,,
28079016,2020-01-09,,0.6,57.0,72.0,,,159.0,8.0,,,,,,
28079017,2020-01-09,8.0,,108.0,57.0,,,223.0,8.0,,,,,,
28079018,2020-01-09,8.0,0.8,78.0,70.0,,36.0,190.0,8.0,6.3,1.3,0.8,,,
28079024,2020-01-09,7.0,0.4,53.0,57.0,23.0,31.0,138.0,8.0,6.5,1.4,0.6,1.32,1.22,0.1
28079027,2020-01-09,,,65.0,74.0,,,173.0,8.0,,,,,,
28079035,2020-01-09,9.0,0.7,102.0,73.0,,,229.0,14.0,,,,,,
28079036,2020-01-09,12.0,0.5,52.0,73.0,,34.0,152.0,,,,,,,
28079038,2020-01-09,11.0,,104.0,89.0,25.0,34.0,248.0,,7.0,1.1,2.4,,,
28079039,2020-01-09,,0.9,126.0,85.0,,,278.0,6.0,,,,,,
28079040,2020-01-09,10.0,,59.0,74.0,,33.0,165.0,,,,,,,
28079047,2020-01-09,,,72.0,65.0,20.0,26.0,176.0,,,,,,,
28079048,2020-01-09,,,51.0,76.0,23.0,33.0,154.0,,,,,,,
28079049,2020-01-09,,,60.0,65.0,,,158.0,7.0,,,,,,
28079050,2020-01-09,,,64.0,77.0,12.0,22.0,175.0,,,,,,,
28079054,2020-01-09,,,74.0,72.0,,,185.0,12.0,,,,,,
28079055,2020-01-09,,,65.0,69.0,,37.0,169.0,,5.7,1.3,0.9,1.54,1.43,0.11
28079056,2020-01-09,,0.7,116.0,81.0,26.0,34.0,258.0,10.0,,,,,,
28079057,2020-01-09,9.0,0.6,81.0,79.0,,34.0,203.0,,,,,,,
28079058,2020-01-09,,,33.0,48.0,,,98.0,10.0,,,,,,
28079059,2020-01-09,,,42.0,61.0,,,126.0,8.0,,,,,,
28079060,2020-01-09,,,113.0,107.0,,27.0,280.0,5.0,,,,,,
28079004,2020-01-10,9.0,0.3,40.0,46.0,,,107.0,,,,,,,
28079008,2020-01-10,8.0,0.4,19.0,55.0,7.0,15.0,83.0,31.0,3.1,0.8,0.9,1.49,1.41,0.08
28079011,2020-01-10,,,12.0,46.0,,,65.0,,1.0,0.4,0.2,,,
28079016,2020-01-10,,0.3,8.0,37.0,,,50.0,37.0,,,,,,
28079017,2020-01-10,4.0,,46.0,32.0,,,103.0,36.0,,,,,,
28079018,2020-01-10,5.0,0.5,22.0,37.0,,15.0,70.0,44.0,2.3,0.6,0.3,,,
28079024,2020-01-10,5.0,0.2,5.0,18.0,7.0,10.0,26.0,51.0,0.9,0.4,0.1,1.14,1.09,0.06
28079027,2020-01-10,,,31.0,56.0,,,104.0,24.0,,,,,,
28079035,2020-01-10,8.0,0.4,20.0,47.0,,,77.0,38.0,,,,,,
28079036,2020-01-10,10.0,0.3,9.0,36.0,,14.0,49.0,,,,,,,
28079038,2020-01-10,6.0,,19.0,41.0,6.0,6.0,70.0,,1.4,0.4,1.1,,,
28079039,2020-01-10,,0.3,6.0,31.0,,,39.0,48.0,,,,,,
28079040,2020-01-10,6.0,,7.0,37.0,,12.0,47.0,,,,,,,
28079047,2020-01-10,,,19.0,43.0,8.0,11.0,72.0,,,,,,,
28079048,2020-01-10,,,5.0,32.0,7.0,12.0,39.0,,,,,,,
28079049,2020-01-10,,,4.0,32.0,,,39.0,44.0,,,,,,
28079050,2020-01-10,,,15.0,38.0,11.0,15.0,61.0,,,,,,,
28079054,2020-01-10,,,19.0,53.0,,,82.0,34.0,,,,,,
28079055,2020-01-10,,,38.0,51.0,,,109.0,,3.1,0.8,0.5,1.42,1.32,0.11
28079056,2020-01-10,,0.5,61.0,65.0,11.0,15.0,159.0,31.0,,,,,,
28079057,2020-01-10,5.0,0.3,11.0,39.0,,14.0,55.0,,,,,,,
28079058,2020-01-10,,,7.0,14.0,,,25.0,48.0,,,,,,
28079059,2020-01-10,,,11.0,30.0,,,46.0,35.0,,,,,,
28079060,2020-01-10,,,11.0,40.0,,8.0,58.0,45.0,,,,,,
28079004,2020-01-11,8.0,0.4,38.0,55.0,,,113.0,,,,,,,
28079008,2020-01-11,8.0,0.4,22.0,54.0,6.0,13.0,87.0,30.0,1.8,0.8,0.8,1.5,1.42,0.08
28079011,2020-01-11,,,18.0,52.0,,,79.0,,1.1,0.5,0.2,,,
28079016,2020-01-11,,0.4,27.0,48.0,,,90.0,32.0,,,,,,
28079017,2020-01-11,5.0,,59.0,45.0,,,135.0,16.0,,,,,,
28079018,2020-01-11,6.0,0.6,30.0,56.0,,17.0,102.0,20.0,3.0,0.8,0.4,,,
28079024,2020-01-11,5.0,0.3,6.0,36.0,6.0,9.0,46.0,25.0,1.4,0.6,0.1,1.16,1.09,0.07
28079027,2020-01-11,,,30.0,60.0,,,105.0,20.0,,,,,,
28079035,2020-01-11,6.0,0.5,20.0,53.0,,,84.0,29.0,,,,,,
28079036,2020-01-11,11.0,0.4,32.0,51.0,,14.0,99.0,,,,,,,
28079038,2020-01-11,6.0,,23.0,54.0,6.0,7.0,89.0,,1.2,0.4,1.2,,,
28079039,2020-01-11,,0.4,14.0,47.0,,,68.0,27.0,,,,,,
28079040,2020-01-11,6.0,,27.0,49.0,,14.0,90.0,,,,,,,
28079047,2020-01-11,,,29.0,52.0,7.0,10.0,97.0,,,,,,,
28079048,2020-01-11,,,12.0,42.0,7.0,11.0,60.0,,,,,,,
28079049,2020-01-11,,,8.0,37.0,,,49.0,35.0,,,,,,
28079050,2020-01-11,,,22.0,44.0,6.0,9.0,77.0,,,,,,,
28079054,2020-01-11,,,38.0,54.0,,,112.0,36.0,,,,,,
28079055,2020-01-11,,,34.0,58.0,,,109.0,,2.0,0.9,0.4,1.42,1.3,0.11
28079056,2020-01-11,,0.6,78.0,72.0,12.0,17.0,192.0,17.0,,,,,,
28079057,2020-01-11,6.0,0.3,26.0,47.0,,10.0,87.0,,,,,,,
28079058,2020-01-11,,,3.0,17.0,,,21.0,31.0,,,,,,
28079059,2020-01-11,,,18.0,38.0,,,65.0,30.0,,,,,,
28079060,2020-01-11,,,21.0,63.0,,11.0,96.0,28.0,,,,,,
28079004,2020-01-12,9.0,0.5,56.0,63.0,,,149.0,,,,,,,
28079008,2020-01-12,9.0,0.6,48.0,71.0,20.0,30.0,144.0,11.0,3.2,1.4,1.0,1.81,1.68,0.13
28079011,2020-01-12,,,55.0,79.0,,,164.0,,2.5,1.2,0.4,,,
28079016,2020-01-12,,0.5,38.0,60.0,,,119.0,17.0,,,,,,
28079017,2020-01-12,6.0,,112.0,57.0,,,229.0,8.0,,,,,,
28079018,2020-01-12,7.0,0.7,50.0,65.0,,30.0,141.0,9.0,3.1,1.1,0.5,,,
28079024,2020-01-12,6.0,0.4,27.0,53.0,21.0,26.0,94.0,9.0,2.8,1.1,0.2,1.28,1.17,0.1
28079027,2020-01-12,,,41.0,70.0,,,133.0,12.0,,,,,,
28079035,2020-01-12,9.0,0.8,51.0,65.0,,,143.0,14.0,,,,,,
28079036,2020-01-12,11.0,0.5,50.0,72.0,,29.0,148.0,,,,,,,
28079038,2020-01-12,10.0,,64.0,75.0,21.0,25.0,173.0,,2.6,0.8,1.5,,,
28079040,2020-01-12,7.0,,44.0,71.0,,24.0,139.0,,,,,,,
28079047,2020-01-12,,,44.0,61.0,16.0,21.0,129.0,,,,,,,
28079048,2020-01-12,,,38.0,65.0,22.0,27.0,123.0,,,,,,,
28079049,2020-01-12,,,35.0,57.0,,,110.0,8.0,,,,,,
28079050,2020-01-12,,,56.0,68.0,9.0,16.0,153.0,,,,,,,
28079054,2020-01-12,,,53.0,72.0,,,153.0,13.0,,,,,,
28079055,2020-01-12,,,41.0,67.0,,,130.0,,2.6,1.4,0.5,1.64,1.5,0.14
28079056,2020-01-12,,0.6,84.0,73.0,21.0,27.0,203.0,11.0,,,,,,
28079057,2020-01-12,7.0,0.5,45.0,55.0,,24.0,125.0,,,,,,,
28079058,2020-01-12,,,7.0,32.0,,,42.0,17.0,,,,,,
28079059,2020-01-12,,,23.0,42.0,,,77.0,22.0,,,,,,
28079060,2020-01-12,,,37.0,75.0,,15.0,131.0,17.0,,,,,,
28079004,2020-01-13,8.0,0.5,77.0,71.0,,,189.0,,,,,,,
28079008,2020-01-13,8.0,0.8,81.0,79.0,25.0,39.0,203.0,6.0,6.6,1.9,1.3,1.83,1.67,0.15
28079011,2020-01-13,,,59.0,83.0,,,173.0,,3.1,1.1,0.5,,,
28079016,2020-01-13,,0.6,60.0,75.0,,,167.0,6.0,,,,,,
28079017,2020-01-13,6.0,,122.0,63.0,,,250.0,6.0,,,,,,
28079018,2020-01-13,7.0,0.8,71.0,70.0,,39.0,178.0,5.0,4.0,1.3,0.6,,,
28079024,2020-01-13,6.0,0.4,35.0,52.0,23.0,28.0,106.0,9.0,3.5,1.3,0.3,1.31,1.21,0.1
28079027,2020-01-13,,,65.0,78.0,,,178.0,4.0,,,,,,
28079035,2020-01-13,5.0,0.7,73.0,69.0,,,180.0,15.0,,,,,,
28079036,2020-01-13,11.0,0.6,77.0,80.0,,38.0,198.0,,,,,,,
28079038,2020-01-13,10.0,,89.0,81.0,27.0,34.0,217.0,,3.5,0.9,1.4,,,
28079040,2020-01-13,8.0,,75.0,81.0,,31.0,196.0,,,,,,,
28079047,2020-01-13,,,77.0,71.0,21.0,26.0,188.0,,,,,,,
28079048,2020-01-13,,,60.0,75.0,26.0,35.0,167.0,,,,,,,
28079049,2020-01-13,,,61.0,64.0,,,157.0,6.0,,,,,,
28079050,2020-01-13,,,60.0,72.0,13.0,18.0,164.0,,,,,,,
28079054,2020-01-13,,,67.0,77.0,,,179.0,8.0,,,,,,
28079055,2020-01-13,,,77.0,76.0,,,195.0,,4.7,1.7,1.1,1.62,1.46,0.16
28079056,2020-01-13,,0.8,121.0,82.0,27.0,34.0,267.0,9.0,,,,,,
28079057,2020-01-13,7.0,0.5,41.0,64.0,,29.0,127.0,,,,,,,
28079058,2020-01-13,,,15.0,37.0,,,60.0,11.0,,,,,,
28079059,2020-01-13,,,33.0,56.0,,,107.0,7.0,,,,,,
28079060,2020-01-13,,,49.0,78.0,,18.0,154.0,7.0,,,,,,
28079004,2020-01-14,9.0,0.5,84.0,68.0,,,196.0,,,,,,,
28079008,2020-01-14,8.0,0.6,62.0,72.0,23.0,34.0,167.0,11.0,11.7,1.5,1.4,1.83,1.69,0.14
28079011,2020-01-14,,,52.0,79.0,,,158.0,,2.9,1.0,0.5,,,
28079016,2020-01-14,,0.5,44.0,65.0,,,133.0,10.0,,,,,,
28079017,2020-01-14,6.0,,116.0,60.0,,,237.0,9.0,,,,,,
28079018,2020-01-14,6.0,0.7,61.0,62.0,,37.0,155.0,12.0,3.9,1.1,0.6,,,
