date,station,SO_2,CO,NO,NO_2,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
2001-03-13,28079008,14.0,1.0,68.0,65.0,26.0,169.0,27.0,,,,,,
2001-03-13,28079011,,,18.0,31.0,,59.0,,,,,,,
2001-03-13,28079016,,0.7,10.0,20.0,,35.0,39.0,,,,,,
2001-03-13,28079017,16.0,,103.0,65.0,,223.0,42.0,,,,,,
2001-03-13,28079018,20.0,0.9,98.0,91.0,,241.0,30.0,,,,,,
2001-03-13,28079024,9.0,0.7,7.0,17.0,13.0,27.0,57.0,1.4,0.5,,1.34,1.25,0.09
2001-03-13,28079035,22.0,0.4,16.0,50.0,,74.0,46.0,,,,,,
2001-03-13,28079036,15.0,0.7,35.0,56.0,23.0,109.0,,,,,,,
2001-03-13,28079038,20.0,,39.0,52.0,14.0,112.0,,,,,,,
2001-03-13,28079039,,0.7,25.0,38.0,,76.0,41.0,,,,,,
2001-03-13,28079040,12.0,,20.0,52.0,18.0,83.0,,,,,,,
2001-03-14,28079004,28.0,1.3,119.0,75.0,,257.0,,,,,,,
2001-03-14,28079008,23.0,1.4,116.0,85.0,51.0,263.0,15.0,20.5,7.3,4.8,,,
2001-03-14,28079011,,,20.0,36.0,,67.0,,,,,,,
2001-03-14,28079016,,0.9,22.0,25.0,,58.0,24.0,,,,,,
2001-03-14,28079017,23.0,,165.0,77.0,,331.0,25.0,,,,,,
2001-03-14,28079018,44.0,2.2,267.0,140.0,,549.0,13.0,,,,,,
2001-03-14,28079024,18.0,1.0,40.0,70.0,38.0,132.0,21.0,10.6,2.2,,1.49,1.3,0.19
2001-03-14,28079035,42.0,1.1,79.0,97.0,,218.0,20.0,,,,,,
2001-03-14,28079036,20.0,1.0,82.0,78.0,43.0,203.0,,,,,,,
2001-03-14,28079038,36.0,,77.0,95.0,37.0,214.0,,,,,,,
2001-03-14,28079039,,1.2,87.0,56.0,,190.0,19.0,,,,,,
2001-03-14,28079040,18.0,,59.0,82.0,38.0,172.0,,,,,,,
2001-03-15,28079004,25.0,1.3,130.0,73.0,,272.0,,,,,,,
2001-03-15,28079008,21.0,1.3,94.0,79.0,49.0,223.0,21.0,19.8,7.4,4.5,,,
2001-03-15,28079011,,,14.0,23.0,,45.0,,,,,,,
2001-03-15,28079016,,0.6,12.0,14.0,,32.0,39.0,,,,,,
2001-03-15,28079017,20.0,,135.0,71.0,,277.0,34.0,,,,,,
2001-03-15,28079018,42.0,1.8,212.0,120.0,,445.0,17.0,,,,,,
2001-03-15,28079024,15.0,0.9,37.0,55.0,35.0,112.0,31.0,12.2,2.0,,1.55,1.36,0.2
2001-03-15,28079035,34.0,1.1,68.0,90.0,,195.0,27.0,,,,,,
2001-03-15,28079036,31.0,0.9,64.0,66.0,43.0,164.0,,,,,,,
2001-03-15,28079038,33.0,,59.0,79.0,36.0,170.0,,,,,,,
2001-03-15,28079039,,0.9,60.0,51.0,,142.0,29.0,,,,,,
2001-03-15,28079040,14.0,,39.0,66.0,37.0,126.0,,,,,,,
2001-03-16,28079004,17.0,0.6,26.0,68.0,,108.0,,,,,,,
2001-03-16,28079008,11.0,1.0,81.0,58.0,44.0,182.0,22.0,14.7,6.1,3.6,,,
2001-03-16,28079011,,,10.0,19.0,,34.0,,,,,,,
2001-03-16,28079017,17.0,,85.0,69.0,,200.0,33.0,,,,,,
2001-03-16,28079018,30.0,1.7,174.0,107.0,,374.0,16.0,,,,,,
2001-03-16,28079024,11.0,0.6,5.0,27.0,26.0,34.0,49.0,4.2,1.0,,1.46,1.36,0.11
2001-03-16,28079035,25.0,0.5,20.0,52.0,,83.0,41.0,,,,,,
2001-03-16,28079036,12.0,0.6,23.0,53.0,32.0,88.0,,,,,,,
2001-03-16,28079038,23.0,,26.0,52.0,24.0,92.0,,,,,,,
2001-03-16,28079039,,0.7,32.0,39.0,,87.0,34.0,,,,,,
2001-03-16,28079040,9.0,,13.0,42.0,28.0,62.0,,,,,,,
2001-03-17,28079004,12.0,0.4,7.0,49.0,,60.0,,,,,,,
2001-03-17,28079008,8.0,0.7,47.0,49.0,23.0,121.0,30.0,7.8,3.2,1.9,,,
2001-03-17,28079011,,,4.0,10.0,,16.0,,,,,,,
2001-03-17,28079016,,0.5,6.0,16.0,,25.0,51.0,,,,,,
2001-03-17,28079017,14.0,,57.0,62.0,,150.0,49.0,,,,,,
2001-03-17,28079018,19.0,1.2,98.0,82.0,,232.0,25.0,,,,,,
2001-03-17,28079024,8.0,0.6,2.0,9.0,11.0,13.0,61.0,1.0,0.5,,1.33,1.26,0.07
2001-03-17,28079035,20.0,0.4,8.0,37.0,,49.0,53.0,,,,,,
2001-03-17,28079036,10.0,0.5,12.0,40.0,15.0,59.0,,,,,,,
2001-03-17,28079038,18.0,,17.0,34.0,11.0,60.0,,,,,,,
2001-03-17,28079039,,0.6,17.0,28.0,,54.0,48.0,,,,,,
2001-03-17,28079040,7.0,,9.0,33.0,13.0,48.0,,,,,,,
2001-03-18,28079004,11.0,0.4,14.0,50.0,,71.0,,,,,,,
2001-03-18,28079008,7.0,0.8,53.0,42.0,26.0,124.0,24.0,,,,,,
2001-03-18,28079011,,,3.0,8.0,,12.0,,,,,,,
2001-03-18,28079016,,0.5,5.0,16.0,,25.0,41.0,,,,,,
2001-03-18,28079017,13.0,,41.0,51.0,,115.0,46.0,,,,,,
2001-03-18,28079018,19.0,1.1,95.0,78.0,,224.0,20.0,,,,,,
2001-03-18,28079024,8.0,0.6,2.0,16.0,16.0,20.0,48.0,1.5,0.6,,1.35,1.28,0.07
2001-03-18,28079035,18.0,0.4,7.0,33.0,,44.0,46.0,,,,,,
2001-03-18,28079036,9.0,0.4,10.0,34.0,19.0,50.0,,,,,,,
2001-03-18,28079038,17.0,,15.0,32.0,11.0,55.0,,,,,,,
2001-03-18,28079039,,0.6,14.0,23.0,,44.0,40.0,,,,,,
2001-03-18,28079040,7.0,,8.0,32.0,17.0,44.0,,,,,,,
2001-03-19,28079004,14.0,0.5,23.0,55.0,,91.0,,,,,,,
2001-03-19,28079008,9.0,1.0,86.0,43.0,39.0,175.0,12.0,,,,,,
2001-03-19,28079011,,,6.0,11.0,,21.0,,,,,,,
2001-03-19,28079016,,0.7,13.0,21.0,,42.0,24.0,,,,,,
2001-03-19,28079017,16.0,,106.0,69.0,,232.0,29.0,,,,,,
2001-03-19,28079024,8.0,0.6,3.0,19.0,17.0,24.0,40.0,1.9,0.6,,1.34,1.27,0.06
2001-03-19,28079035,23.0,0.5,15.0,41.0,,64.0,31.0,,,,,,
2001-03-19,28079036,11.0,0.7,30.0,51.0,28.0,98.0,,,,,,,
2001-03-19,28079038,20.0,,28.0,42.0,16.0,84.0,,,,,,,
2001-03-19,28079039,,0.7,35.0,29.0,,82.0,23.0,,,,,,
2001-03-19,28079040,8.0,,20.0,48.0,23.0,78.0,,,,,,,
2001-03-20,28079004,20.0,0.7,83.0,48.0,,176.0,,,,,,,
2001-03-20,28079008,12.0,1.0,103.0,35.0,45.0,192.0,10.0,17.5,6.7,4.2,,,
2001-03-20,28079011,,,22.0,24.0,,57.0,,,,,,,
2001-03-20,28079016,,0.7,18.0,20.0,,47.0,19.0,,,,,,
2001-03-20,28079017,17.0,,95.0,57.0,,203.0,23.0,,,,,,
2001-03-20,28079024,12.0,0.7,29.0,28.0,25.0,73.0,26.0,7.0,0.5,,1.54,1.42,0.11
2001-03-20,28079035,31.0,0.5,35.0,42.0,,95.0,24.0,,,,,,
2001-03-20,28079036,13.0,0.6,36.0,49.0,30.0,104.0,,,,,,,
2001-03-20,28079038,28.0,,49.0,48.0,25.0,123.0,,,,,,,
2001-03-20,28079039,,0.9,70.0,24.0,,132.0,15.0,,,,,,
2001-03-20,28079040,10.0,,20.0,41.0,23.0,71.0,,,,,,,
2001-03-21,28079004,14.0,0.4,20.0,51.0,,82.0,,,,,,,
2001-03-21,28079008,10.0,0.9,77.0,28.0,38.0,146.0,16.0,13.9,5.7,3.3,,,
2001-03-21,28079011,,,20.0,27.0,,57.0,,,,,,,
2001-03-21,28079016,,0.5,9.0,15.0,,29.0,27.0,,,,,,
2001-03-21,28079017,16.0,,97.0,62.0,,211.0,29.0,,,,,,
2001-03-21,28079024,9.0,0.5,3.0,16.0,16.0,21.0,37.0,1.8,0.3,,1.3,1.24,0.06
2001-03-21,28079035,22.0,0.3,11.0,27.0,,44.0,35.0,,,,,,
2001-03-21,28079036,10.0,0.4,18.0,38.0,25.0,65.0,,,,,,,
2001-03-21,28079038,22.0,,23.0,33.0,16.0,68.0,,,,,,,
2001-03-21,28079039,,0.5,25.0,20.0,,58.0,29.0,,,,,,
2001-03-21,28079040,8.0,,11.0,33.0,21.0,49.0,,,,,,,
2001-03-22,28079004,19.0,1.0,72.0,48.0,,158.0,,,,,,,
2001-03-22,28079008,14.0,1.4,134.0,24.0,49.0,230.0,14.0,21.7,8.3,5.3,,,
2001-03-22,28079011,,,67.0,31.0,,133.0,,,,,,,
2001-03-22,28079016,,0.8,25.0,17.0,,55.0,22.0,,,,,,
2001-03-22,28079017,18.0,,126.0,52.0,,245.0,26.0,,,,,,
2001-03-22,28079024,11.0,0.7,20.0,26.0,20.0,56.0,30.0,5.0,0.9,,1.31,1.21,0.1
2001-03-22,28079035,26.0,0.8,47.0,34.0,,106.0,29.0,,,,,,
2001-03-22,28079036,12.0,0.7,45.0,40.0,28.0,110.0,,,,,,,
2001-03-22,28079038,32.0,,58.0,41.0,24.0,131.0,,,,,,,
2001-03-22,28079039,,1.2,101.0,20.0,,174.0,21.0,,,,,,
2001-03-22,28079040,10.0,,27.0,40.0,23.0,82.0,,,,,,,
2001-03-23,28079004,30.0,1.5,146.0,62.0,,285.0,,,,,,,
2001-03-23,28079008,23.0,1.6,166.0,57.0,90.0,312.0,11.0,28.6,10.1,6.5,,,
2001-03-23,28079011,,,129.0,59.0,,257.0,,,,,,,
2001-03-23,28079016,,1.0,29.0,27.0,,72.0,19.0,,,,,,
2001-03-23,28079017,25.0,,196.0,79.0,,380.0,22.0,,,,,,
2001-03-23,28079024,17.0,1.0,58.0,52.0,58.0,141.0,23.0,13.0,1.8,,1.53,1.33,0.21
2001-03-23,28079035,40.0,1.1,82.0,75.0,,201.0,23.0,,,,,,
2001-03-23,28079036,23.0,1.1,89.0,67.0,73.0,205.0,,,,,,,
2001-03-23,28079038,45.0,,100.0,83.0,71.0,236.0,,,,,,,
2001-03-23,28079039,,1.9,164.0,46.0,,296.0,14.0,,,,,,
2001-03-23,28079040,16.0,,35.0,65.0,68.0,119.0,,,,,,,
2001-03-24,28079004,14.0,0.4,10.0,49.0,,65.0,,,,,,,
2001-03-24,28079008,9.0,0.7,45.0,44.0,42.0,113.0,29.0,9.1,3.6,2.3,,,
2001-03-24,28079011,,,15.0,28.0,,51.0,,,,,,,
2001-03-24,28079016,,0.5,4.0,13.0,,18.0,52.0,,,,,,
2001-03-24,28079017,15.0,,44.0,58.0,,126.0,53.0,,,,,,
2001-03-24,28079024,11.0,0.6,7.0,15.0,31.0,25.0,60.0,4.1,1.0,,1.32,1.22,0.1
2001-03-24,28079035,20.0,0.4,12.0,34.0,,53.0,55.0,,,,,,
2001-03-24,28079036,11.0,0.4,8.0,31.0,34.0,44.0,,,,,,,
2001-03-24,28079038,20.0,,17.0,36.0,30.0,61.0,,,,,,,
2001-03-24,28079039,,0.6,19.0,29.0,,58.0,48.0,,,,,,
2001-03-24,28079040,9.0,,5.0,25.0,34.0,33.0,,,,,,,
2001-03-25,28079004,11.0,0.5,9.0,56.0,,69.0,,,,,,,
2001-03-25,28079008,6.0,0.7,39.0,43.0,16.0,103.0,32.0,7.7,3.3,1.9,,,
2001-03-25,28079011,,,8.0,22.0,,35.0,,,,,,,
2001-03-25,28079016,,0.5,3.0,13.0,,18.0,54.0,,,,,,
2001-03-25,28079017,13.0,,37.0,54.0,,111.0,57.0,,,,,,
2001-03-25,28079024,8.0,0.6,2.0,10.0,11.0,13.0,62.0,1.1,0.6,,1.29,1.21,0.08
2001-03-25,28079035,16.0,0.3,5.0,26.0,,33.0,64.0,,,,,,
2001-03-25,28079036,8.0,0.4,7.0,28.0,11.0,39.0,,,,,,,
2001-03-25,28079038,16.0,,11.0,28.0,7.0,45.0,,,,,,,
2001-03-25,28079039,,0.5,11.0,22.0,,39.0,54.0,,,,,,
2001-03-25,28079040,6.0,,4.0,21.0,11.0,28.0,,,,,,,
2001-03-26,28079004,14.0,0.6,32.0,70.0,,119.0,,,,,,,
2001-03-26,28079008,8.0,1.0,72.0,60.0,29.0,170.0,18.0,13.1,5.3,3.2,,,
2001-03-26,28079011,,,58.0,48.0,,137.0,,,,,,,
2001-03-26,28079016,,0.7,14.0,26.0,,47.0,30.0,,,,,,
2001-03-26,28079017,14.0,,77.0,71.0,,188.0,33.0,,,,,,
2001-03-26,28079024,9.0,0.7,9.0,29.0,15.0,43.0,42.0,4.5,1.1,,1.39,1.27,0.11
2001-03-26,28079035,25.0,0.5,17.0,49.0,,75.0,38.0,,,,,,
2001-03-26,28079036,11.0,0.7,31.0,58.0,19.0,105.0,,,,,,,
2001-03-26,28079038,22.0,,31.0,53.0,13.0,100.0,,,,,,,
2001-03-26,28079039,,0.7,30.0,40.0,,86.0,30.0,,,,,,
2001-03-26,28079040,8.0,,17.0,54.0,16.0,81.0,,,,,,,
2001-03-27,28079004,14.0,0.5,28.0,61.0,,104.0,,,,,,,
2001-03-27,28079008,10.0,1.0,87.0,62.0,39.0,195.0,18.0,18.8,5.5,4.1,,,
2001-03-27,28079011,,,49.0,47.0,,122.0,,,,,,,
2001-03-27,28079016,,0.9,29.0,24.0,,68.0,33.0,,,,,,
2001-03-27,28079017,15.0,,91.0,72.0,,211.0,36.0,,,,,,
2001-03-27,28079024,9.0,0.6,5.0,20.0,18.0,28.0,46.0,2.3,0.7,,1.3,1.21,0.09
2001-03-27,28079035,21.0,0.5,22.0,43.0,,77.0,42.0,,,,,,
2001-03-27,28079036,11.0,0.7,37.0,58.0,26.0,114.0,,,,,,,
2001-03-27,28079038,23.0,,40.0,47.0,19.0,108.0,,,,,,,
2001-03-27,28079039,,0.8,38.0,38.0,,96.0,27.0,,,,,,
2001-03-27,28079040,9.0,,24.0,49.0,24.0,87.0,,,,,,,
2001-03-28,28079004,15.0,0.5,16.0,54.0,,78.0,,,,,,,
2001-03-28,28079008,13.0,0.9,64.0,62.0,30.0,161.0,22.0,25.7,5.1,4.8,,,
2001-03-28,28079011,,,42.0,43.0,,107.0,,,,,,,
2001-03-28,28079016,,0.5,8.0,18.0,,30.0,49.0,,,,,,
2001-03-28,28079017,16.0,,113.0,76.0,,250.0,39.0,,,,,,
2001-03-28,28079024,9.0,0.6,4.0,10.0,14.0,16.0,60.0,2.3,0.6,,1.29,1.21,0.08
2001-03-28,28079035,22.0,0.4,12.0,41.0,,60.0,49.0,,,,,,
2001-03-28,28079036,13.0,0.6,24.0,51.0,19.0,89.0,,,,,,,
2001-03-28,28079038,20.0,,30.0,42.0,13.0,88.0,,,,,,,
2001-03-28,28079039,,0.6,26.0,34.0,,73.0,43.0,,,,,,
2001-03-28,28079040,9.0,,21.0,43.0,19.0,75.0,,,,,,,
2001-03-29,28079004,17.0,0.5,6.0,45.0,,54.0,,,,,,,
2001-03-29,28079008,12.0,0.9,45.0,44.0,34.0,114.0,23.0,17.8,4.8,4.2,,,
2001-03-29,28079011,,,34.0,36.0,,89.0,,,,,,,
2001-03-29,28079016,,0.5,6.0,15.0,,24.0,47.0,,,,,,
2001-03-29,28079017,13.0,,63.0,67.0,,163.0,44.0,,,,,,
2001-03-29,28079024,9.0,0.6,2.0,9.0,15.0,12.0,60.0,0.9,0.5,,1.27,1.2,0.08
2001-03-29,28079035,20.0,0.4,12.0,42.0,,60.0,47.0,,,,,,
2001-03-29,28079036,11.0,0.4,14.0,41.0,19.0,63.0,,,,,,,
2001-03-29,28079038,16.0,,21.0,35.0,15.0,66.0,,,,,,,
2001-03-29,28079039,,0.5,18.0,21.0,,49.0,52.0,,,,,,
2001-03-29,28079040,9.0,,8.0,31.0,17.0,44.0,,,,,,,
2001-03-30,28079004,20.0,0.7,14.0,48.0,,70.0,,,,,,,
2001-03-30,28079008,16.0,0.9,,,34.0,,20.0,16.5,5.0,3.8,,,
2001-03-30,28079011,,,60.0,31.0,,123.0,,,,,,,
2001-03-30,28079016,,0.5,10.0,16.0,,32.0,37.0,,,,,,
2001-03-30,28079017,15.0,,90.0,61.0,,200.0,38.0,,,,,,
2001-03-30,28079024,9.0,0.5,3.0,10.0,16.0,15.0,50.0,1.1,0.5,,1.26,1.2,0.07
2001-03-30,28079035,25.0,0.5,21.0,41.0,,72.0,34.0,,,,,,
2001-03-30,28079036,13.0,0.5,26.0,46.0,22.0,85.0,,,,,,,
2001-03-30,28079038,20.0,,35.0,35.0,16.0,89.0,,,,,,,
2001-03-30,28079039,,0.6,26.0,17.0,,57.0,39.0,,,,,,
2001-03-30,28079040,10.0,,16.0,37.0,22.0,61.0,,,,,,,
2001-03-31,28079004,19.0,0.9,61.0,53.0,,146.0,,,,,,,
2001-03-31,28079008,22.0,1.1,82.0,59.0,27.0,185.0,18.0,12.7,5.6,4.3,,,
2001-03-31,28079011,,,40.0,34.0,,96.0,,,,,,,
2001-03-31,28079016,,0.4,8.0,13.0,,25.0,35.0,,,,,,
2001-03-31,28079017,15.0,,92.0,48.0,,190.0,37.0,,,,,,
2001-03-31,28079024,12.0,0.7,12.0,28.0,17.0,45.0,37.0,2.8,0.8,,1.3,1.2,0.1
2001-03-31,28079035,28.0,0.9,45.0,55.0,,125.0,25.0,,,,,,
2001-03-31,28079036,27.0,0.6,31.0,54.0,17.0,101.0,,,,,,,
2001-03-31,28079038,25.0,,63.0,54.0,17.0,150.0,,,,,,,
2001-03-31,28079039,,0.8,41.0,21.0,,84.0,30.0,,,,,,
2001-03-31,28079040,10.0,,28.0,45.0,17.0,88.0,,,,,,,
2001-04-01,28079004,14.0,0.8,38.0,67.0,,126.0,,,,,,,
2001-04-01,28079008,11.0,0.8,43.0,64.0,22.0,130.0,29.0,6.6,4.5,4.4,,,
2001-04-01,28079011,,,16.0,40.0,,65.0,,,,,,,
2001-04-01,28079016,,0.5,2.0,14.0,,18.0,50.0,,,,,,
2001-04-01,28079017,12.0,,32.0,50.0,,100.0,53.0,,,,,,
2001-04-01,28079024,12.0,0.8,10.0,39.0,19.0,54.0,44.0,1.6,0.5,,1.38,1.25,0.14
2001-04-01,28079035,20.0,0.6,22.0,55.0,,90.0,43.0,,,,,,
2001-04-01,28079036,14.0,0.5,20.0,54.0,16.0,84.0,,,,,,,
2001-04-01,28079038,20.0,,17.0,48.0,14.0,73.0,,,,,,,
2001-04-01,28079039,,0.7,21.0,34.0,,66.0,45.0,,,,,,
2001-04-01,28079040,8.0,,6.0,37.0,15.0,47.0,,,,,,,
2001-04-02,28079004,17.0,1.0,94.0,62.0,,207.0,,,,,,,
2001-04-02,28079008,12.0,1.0,73.0,71.0,49.0,183.0,20.0,24.1,6.1,4.3,,,
2001-04-02,28079011,,,47.0,55.0,,127.0,,,,,,,
2001-04-02,28079016,,0.5,16.0,26.0,,51.0,36.0,,,,,,
2001-04-02,28079017,18.0,,85.0,79.0,,209.0,29.0,,,,,,
2001-04-02,28079024,13.0,0.7,16.0,38.0,32.0,63.0,39.0,1.9,0.5,,1.4,1.28,0.13
2001-04-02,28079035,23.0,0.5,21.0,62.0,,94.0,37.0,,,,,,
2001-04-02,28079036,15.0,0.7,44.0,75.0,40.0,143.0,,,,,,,
2001-04-02,28079038,24.0,,41.0,63.0,34.0,127.0,,,,,,,
2001-04-02,28079039,,0.9,56.0,41.0,,127.0,30.0,,,,,,
2001-04-02,28079040,11.0,,21.0,55.0,39.0,86.0,,,,,,,
2001-04-03,28079004,13.0,0.6,38.0,61.0,,120.0,,,,,,,
2001-04-03,28079008,9.0,0.8,59.0,58.0,31.0,148.0,21.0,13.6,5.1,3.1,,,
2001-04-03,28079011,,,28.0,43.0,,86.0,,,,,,,
2001-04-03,28079016,,0.5,11.0,22.0,,39.0,39.0,,,,,,
2001-04-03,28079017,16.0,,88.0,70.0,,206.0,29.0,,,,,,
2001-04-03,28079024,11.0,0.7,11.0,28.0,18.0,45.0,46.0,3.9,1.0,,1.33,1.21,0.11
2001-04-03,28079035,18.0,0.4,19.0,49.0,,78.0,40.0,,,,,,
2001-04-03,28079036,14.0,0.6,33.0,68.0,26.0,119.0,,,,,,,
2001-04-03,28079038,19.0,,40.0,55.0,21.0,117.0,,,,,,,
2001-04-03,28079039,,0.6,22.0,35.0,,69.0,36.0,,,,,,
2001-04-03,28079040,10.0,,17.0,51.0,23.0,77.0,,,,,,,
2001-04-04,28079004,10.0,0.5,19.0,58.0,,88.0,,,,,,,
2001-04-04,28079008,9.0,0.9,76.0,49.0,41.0,165.0,20.0,13.7,5.7,3.7,,,
2001-04-04,28079011,,,36.0,39.0,,94.0,,,,,,,
2001-04-04,28079016,,0.6,15.0,24.0,,47.0,34.0,,,,,,
2001-04-04,28079017,15.0,,88.0,65.0,,199.0,37.0,,,,,,
2001-04-04,28079024,10.0,0.6,9.0,20.0,23.0,34.0,48.0,2.7,0.7,,1.32,1.22,0.09
2001-04-04,28079036,11.0,0.7,39.0,74.0,34.0,133.0,,,,,,,
2001-04-04,28079038,19.0,,36.0,44.0,23.0,98.0,,,,,,,
2001-04-04,28079039,,0.6,23.0,27.0,,63.0,36.0,,,,,,
2001-04-04,28079040,10.0,,30.0,50.0,24.0,96.0,,,,,,,
2001-04-05,28079004,9.0,0.6,21.0,47.0,,79.0,,,,,,,
2001-04-05,28079008,9.0,1.0,81.0,33.0,32.0,157.0,16.0,13.9,5.9,3.4,,,
2001-04-05,28079011,,,32.0,28.0,,77.0,,,,,,,
2001-04-05,28079016,,0.6,12.0,17.0,,36.0,29.0,,,,,,
2001-04-05,28079017,15.0,,103.0,55.0,,213.0,30.0,,,,,,
2001-04-05,28079024,9.0,0.5,4.0,14.0,14.0,20.0,42.0,1.6,0.6,,1.29,1.22,0.07
2001-04-05,28079035,17.0,0.4,27.0,30.0,,71.0,35.0,,,,,,
2001-04-05,28079036,10.0,0.6,32.0,55.0,22.0,105.0,,,,,,,
2001-04-05,28079038,18.0,,35.0,36.0,14.0,90.0,,,,,,,
2001-04-05,28079039,,0.6,29.0,18.0,,63.0,28.0,,,,,,
2001-04-05,28079040,8.0,,20.0,40.0,21.0,70.0,,,,,,,
2001-04-06,28079004,17.0,1.2,122.0,48.0,,236.0,,,,,,,
2001-04-06,28079008,14.0,1.4,164.0,31.0,54.0,283.0,11.0,25.6,9.0,5.9,,,
2001-04-06,28079011,,,102.0,31.0,,188.0,,,,,,,
2001-04-06,28079016,,0.7,27.0,20.0,,61.0,21.0,,,,,,
2001-04-06,28079017,17.0,,108.0,51.0,,217.0,20.0,,,,,,
2001-04-06,28079024,12.0,0.7,27.0,31.0,27.0,73.0,26.0,7.6,1.5,,1.47,1.34,0.13
2001-04-06,28079035,22.0,0.8,77.0,48.0,,166.0,20.0,,,,,,
2001-04-06,28079036,14.0,0.9,90.0,78.0,37.0,215.0,,,,,,,
2001-04-06,28079038,28.0,,122.0,62.0,39.0,249.0,,,,,,,
2001-04-06,28079039,,1.1,109.0,21.0,,188.0,15.0,,,,,,
2001-04-06,28079040,14.0,,62.0,54.0,40.0,150.0,,,,,,,
2001-04-07,28079004,11.0,0.4,3.0,35.0,,39.0,,,,,,,
2001-04-07,28079008,7.0,0.6,31.0,45.0,33.0,92.0,34.0,8.8,2.9,1.9,,,
2001-04-07,28079011,,,23.0,24.0,,60.0,,,,,,,
2001-04-07,28079016,,0.4,3.0,8.0,,12.0,64.0,,,,,,
2001-04-07,28079017,12.0,,35.0,53.0,,107.0,52.0,,,,,,
2001-04-07,28079024,8.0,0.6,2.0,4.0,17.0,8.0,69.0,0.8,0.4,,1.28,1.19,0.09
2001-04-07,28079035,14.0,0.4,11.0,42.0,,59.0,51.0,,,,,,
2001-04-07,28079036,9.0,0.4,10.0,40.0,17.0,56.0,,,,,,,
2001-04-07,28079038,14.0,,16.0,27.0,17.0,51.0,,,,,,,
2001-04-07,28079039,,0.5,12.0,17.0,,36.0,62.0,,,,,,
2001-04-07,28079040,8.0,,6.0,26.0,22.0,35.0,,,,,,,
2001-04-08,28079004,10.0,0.4,5.0,48.0,,56.0,,,,,,,
2001-04-08,28079008,8.0,0.6,22.0,43.0,13.0,77.0,38.0,5.6,2.6,1.5,,,
2001-04-08,28079011,,,13.0,22.0,,41.0,,,,,,,
2001-04-08,28079016,,0.3,2.0,9.0,,11.0,65.0,,,,,,
2001-04-08,28079017,12.0,,28.0,52.0,,95.0,61.0,,,,,,
2001-04-08,28079024,9.0,0.6,2.0,9.0,17.0,13.0,67.0,0.9,0.5,,1.29,1.2,0.09
2001-04-08,28079035,15.0,0.4,9.0,38.0,,51.0,56.0,,,,,,
2001-04-08,28079036,13.0,0.3,8.0,35.0,12.0,48.0,,,,,,,
2001-04-08,28079038,16.0,,20.0,36.0,9.0,67.0,,,,,,,
2001-04-08,28079039,,0.4,6.0,14.0,,23.0,67.0,,,,,,
2001-04-08,28079040,7.0,,3.0,22.0,13.0,28.0,,,,,,,
2001-04-09,28079004,16.0,0.9,59.0,68.0,,159.0,,,,,,,
2001-04-09,28079008,14.0,1.1,99.0,73.0,39.0,225.0,23.0,13.9,6.5,4.0,,,
2001-04-09,28079011,,,70.0,44.0,,151.0,,,,,,,
2001-04-09,28079016,,0.5,17.0,27.0,,54.0,41.0,,,,,,
2001-04-09,28079017,22.0,,127.0,82.0,,277.0,30.0,,,,,,
2001-04-09,28079024,12.0,0.8,17.0,45.0,27.0,72.0,39.0,12.8,2.8,,1.37,1.22,0.15
2001-04-09,28079035,26.0,0.8,65.0,84.0,,184.0,33.0,,,,,,
2001-04-09,28079036,13.0,0.7,43.0,94.0,28.0,160.0,,,,,,,
2001-04-09,28079038,28.0,,87.0,72.0,33.0,206.0,,,,,,,
2001-04-09,28079039,,1.2,95.0,40.0,,186.0,34.0,,,,,,
2001-04-09,28079040,14.0,,50.0,68.0,40.0,144.0,,,,,,,
2001-04-10,28079004,17.0,1.0,104.0,64.0,,224.0,,,,,,,
2001-04-10,28079008,12.0,0.9,79.0,65.0,38.0,187.0,19.0,16.8,6.3,3.8,,,
2001-04-10,28079011,,,46.0,41.0,,112.0,,,,,,,
2001-04-10,28079016,,0.6,33.0,26.0,,76.0,38.0,,,,,,
2001-04-10,28079017,21.0,,127.0,82.0,,278.0,30.0,,,,,,
2001-04-10,28079024,11.0,0.7,10.0,35.0,22.0,50.0,41.0,,,,1.34,1.23,0.12
2001-04-10,28079035,20.0,0.6,36.0,67.0,,122.0,29.0,,,,,,
2001-04-10,28079036,13.0,0.7,60.0,94.0,32.0,187.0,,,,,,,
2001-04-10,28079038,24.0,,56.0,65.0,26.0,150.0,,,,,,,
2001-04-10,28079039,,0.7,45.0,33.0,,101.0,36.0,,,,,,
2001-04-10,28079040,14.0,,36.0,59.0,33.0,114.0,,,,,,,
2001-04-11,28079004,12.0,0.6,34.0,58.0,,110.0,,,,,,,
2001-04-11,28079008,8.0,0.6,25.0,54.0,20.0,92.0,36.0,8.2,3.5,2.0,,,
2001-04-11,28079011,,,15.0,30.0,,53.0,,,,,,,
2001-04-11,28079016,,0.3,3.0,12.0,,16.0,65.0,,,,,,
2001-04-11,28079017,15.0,,61.0,73.0,,166.0,47.0,,,,,,
2001-04-11,28079024,10.0,0.7,6.0,26.0,19.0,35.0,55.0,,,,1.31,1.21,0.1
2001-04-11,28079035,16.0,0.6,23.0,63.0,,98.0,44.0,,,,,,
2001-04-11,28079036,8.0,0.3,13.0,45.0,19.0,66.0,,,,,,,
