date,station,altitude,average_temperature,rainfall,minimum_temperature,maximum_temperature,average_wind_speed,maximum_ultraviolet_index,maximum_pressure,minimum_pressure,wind_direction,maximum_wind_speed
2008-01-06,3200,620,11.8,0.0,9.4,14.2,3.1,0.5,956.2,952.7,27.0,8.3
2008-01-06,3266A,1532,4.4,0.0,1.3,7.5,4.2,,856.5,851.9,29.0,19.4
2008-01-06,3338,763,10.4,0.3,5.1,15.8,,,943.7,940.1,,
2008-01-07,2462,1894,3.2,0.0,-0.3,6.6,3.6,0.3,820.2,817.0,,
2008-01-07,3100B,540,8.0,0.0,3.7,12.2,0.6,,,,99.0,3.6
2008-01-07,3110C,1030,6.1,0.0,3.2,9.0,0.3,,905.9,902.4,25.0,3.6
2008-01-07,3111D,1450,3.4,0.0,0.8,6.1,2.2,,867.5,864.4,1.0,7.8
2008-01-07,3129,609,9.2,0.0,6.8,11.6,1.1,0.0,960.6,957.0,99.0,5.0
2008-01-07,3175,607,9.4,0.0,7.2,11.6,1.1,0.0,956.9,953.4,21.0,4.7
2008-01-07,3191E,1004,7.6,0.0,6.2,8.9,0.0,0.2,912.7,909.3,10.0,5.3
2008-01-07,3195,667,9.4,0.0,8.1,10.8,0.3,,949.1,946.1,5.0,4.2
2008-01-07,3196,690,9.3,0.0,7.6,11.0,0.3,0.0,948.3,944.7,20.0,5.3
2008-01-07,3200,620,9.7,0.0,8.2,11.2,0.8,0.0,956.2,952.6,31.0,5.3
2008-01-07,3266A,1532,1.2,0.0,-1.3,3.6,4.2,,856.6,853.6,28.0,11.4
2008-01-07,3338,763,8.4,0.0,4.4,12.4,,,943.9,940.2,,
2008-01-08,2462,1894,4.8,1.3,2.4,7.2,3.3,0.5,817.0,813.1,,
2008-01-08,3100B,540,6.5,0.0,3.7,9.3,0.8,,,,13.0,4.4
2008-01-08,3110C,1030,5.2,0.2,1.4,9.0,0.6,,902.8,897.9,15.0,3.6
2008-01-08,3111D,1450,4.6,2.4,3.0,6.1,1.1,,864.4,860.6,31.0,5.3
2008-01-08,3129,609,8.7,0.0,5.0,12.4,1.4,0.1,957.0,953.1,25.0,7.8
2008-01-08,3175,607,9.2,0.0,5.6,12.8,1.4,1.9,953.4,949.5,5.0,4.7
2008-01-08,3191E,1004,7.4,0.0,5.6,9.3,0.6,0.0,909.3,906.0,12.0,7.8
2008-01-08,3195,667,9.1,0.0,7.0,11.2,1.1,,946.5,943.4,6.0,5.3
2008-01-08,3196,690,8.4,0.0,5.6,11.1,1.7,3.1,944.7,941.1,10.0,4.7
2008-01-08,3200,620,7.8,0.0,5.4,10.2,1.7,1.1,952.6,949.3,21.0,3.6
2008-01-08,3266A,1532,3.2,0.9,1.4,4.9,0.8,,853.7,849.2,26.0,5.8
2008-01-08,3338,763,7.9,0.0,4.2,11.6,,,940.3,936.6,,
2008-01-09,2462,1894,2.0,0.7,0.6,3.3,2.8,0.0,814.4,813.2,,
2008-01-09,3100B,540,8.8,0.1,6.6,10.9,0.3,,,,99.0,2.2
2008-01-09,3110C,1030,7.6,0.0,5.0,10.3,0.3,,900.6,897.9,99.0,3.1
2008-01-09,3111D,1450,3.0,0.8,0.6,5.3,0.6,,862.4,860.6,6.0,4.4
2008-01-09,3129,609,9.0,0.0,7.2,10.8,1.7,0.0,955.6,953.6,22.0,7.2
2008-01-09,3175,607,8.8,0.0,6.7,11.0,0.3,0.0,952.2,950.1,14.0,5.6
2008-01-09,3191E,1004,6.8,0.2,5.4,8.3,0.8,0.0,907.6,906.1,16.0,3.6
2008-01-09,3195,667,8.6,0.1,7.1,10.1,0.6,,945.0,943.5,20.0,3.3
2008-01-09,3196,690,7.5,0.1,5.6,9.4,0.0,0.0,943.4,941.5,25.0,3.6
2008-01-09,3200,620,8.1,0.0,6.4,9.8,0.6,0.0,951.7,949.7,27.0,3.6
2008-01-09,3266A,1532,2.8,0.1,1.7,3.8,2.5,,851.8,849.6,29.0,8.6
2008-01-09,3338,763,8.2,,6.4,9.9,,,938.9,936.8,,
2008-01-10,2462,1894,1.2,6.3,0.4,2.0,3.9,0.0,814.1,810.6,,
2008-01-10,3100B,540,9.3,0.2,4.7,13.9,0.8,,,,32.0,5.3
2008-01-10,3111D,1450,3.3,6.2,2.1,4.5,2.2,,862.0,858.0,99.0,6.7
2008-01-10,3129,609,9.8,0.2,7.1,12.6,2.8,0.3,955.5,951.7,22.0,9.7
2008-01-10,3175,607,9.8,2.7,7.4,12.2,2.5,0.0,952.0,948.3,24.0,7.2
2008-01-10,3191E,1004,7.4,0.4,6.2,8.7,2.5,0.6,907.7,905.0,22.0,8.9
2008-01-10,3195,667,9.2,0.8,7.6,10.8,1.7,,945.0,941.8,15.0,6.9
2008-01-10,3196,690,8.7,0.8,6.2,11.2,2.5,0.2,943.4,939.4,26.0,8.3
2008-01-10,3200,620,9.5,0.2,6.6,12.4,1.7,1.0,951.3,947.5,25.0,6.7
2008-01-10,3266A,1532,3.2,1.0,1.4,5.0,0.3,,851.3,847.9,24.0,8.3
2008-01-10,3338,763,9.0,0.6,7.8,10.2,,,938.9,935.0,,
2008-01-11,2462,1894,-2.8,17.9,-6.3,0.8,7.8,0.0,810.6,803.0,23.0,22.8
2008-01-11,3100B,540,7.6,5.2,2.7,12.4,2.8,,,,32.0,15.0
2008-01-11,3111D,1450,-0.2,10.8,-3.5,3.0,5.3,,858.0,849.8,33.0,17.5
2008-01-11,3129,609,6.9,4.9,3.6,10.2,6.1,0.0,951.9,942.5,21.0,18.6
2008-01-11,3175,607,6.0,6.2,2.0,10.0,4.2,0.6,948.4,939.2,20.0,16.1
2008-01-11,3191E,1004,4.2,3.3,1.4,6.9,9.4,0.6,905.0,895.0,31.0,23.6
2008-01-11,3195,667,6.0,5.6,2.8,9.3,2.5,,941.8,934.1,20.0,16.1
2008-01-11,3196,690,5.2,9.0,1.0,9.4,6.1,0.0,940.1,930.9,32.0,16.1
2008-01-11,3200,620,7.0,4.1,3.8,10.2,6.1,0.0,948.3,939.0,32.0,18.1
2008-01-11,3266A,1532,-1.6,2.0,-5.4,2.2,7.2,,848.0,839.0,28.0,26.9
2008-01-11,3338,763,5.5,3.5,2.0,9.0,,,936.2,926.5,,
2008-01-12,2462,1894,-4.6,0.0,-6.3,-2.9,1.7,1.5,813.1,808.5,36.0,8.3
2008-01-12,3100B,540,4.7,0.0,-1.4,10.8,1.7,,,,34.0,7.2
2008-01-12,3110C,1030,1.1,0.0,-4.1,6.3,2.8,,901.7,896.8,28.0,12.8
2008-01-12,3111D,1450,-1.4,8.3,-3.5,0.6,1.7,,861.9,857.7,9.0,10.0
2008-01-12,3129,609,5.2,0.0,-0.7,11.2,2.2,8.0,956.7,951.9,23.0,8.9
2008-01-12,3175,607,4.9,0.0,-0.2,10.0,1.9,8.5,953.1,948.2,24.0,8.9
2008-01-12,3191E,1004,3.6,0.0,0.0,7.2,1.9,8.3,907.7,903.1,28.0,8.3
2008-01-12,3195,667,5.6,0.0,1.8,9.3,0.8,,946.0,941.5,28.0,10.0
2008-01-12,3196,690,5.3,0.0,1.0,9.6,3.3,8.1,944.3,939.8,30.0,10.3
2008-01-12,3200,620,5.9,0.0,1.6,10.2,4.2,7.9,952.1,948.1,30.0,10.8
2008-01-12,3266A,1532,-3.6,0.0,-5.4,-1.7,1.4,,852.3,846.6,99.0,14.4
2008-01-12,3338,763,4.4,0.0,-0.6,9.5,,,940.1,936.0,,
2008-01-13,2462,1894,-2.4,2.2,-4.8,0.1,9.4,6.5,811.0,804.6,24.0,20.6
2008-01-13,3100B,540,4.6,1.8,-2.0,11.1,1.7,,,,10.0,6.4
2008-01-13,3110C,1030,-0.4,0.0,-5.7,5.0,0.8,,900.1,891.6,14.0,8.6
2008-01-13,3111D,1450,-1.7,1.8,-4.0,0.6,4.7,,858.6,852.2,99.0,11.7
2008-01-13,3129,609,2.6,1.9,-3.0,8.3,2.5,4.2,953.5,945.9,22.0,10.3
2008-01-13,3175,607,2.8,2.2,-2.5,8.0,2.2,5.0,949.9,942.5,18.0,6.7
2008-01-13,3191E,1004,2.1,0.1,-0.9,5.1,2.8,3.1,906.2,898.3,23.0,9.2
2008-01-13,3195,667,4.0,2.4,0.0,7.9,0.6,,942.9,936.4,22.0,6.7
2008-01-13,3196,690,3.6,2.4,-1.4,8.6,1.4,4.5,940.9,933.5,23.0,9.2
2008-01-13,3200,620,4.4,3.2,-0.8,9.6,0.6,5.4,949.0,941.8,25.0,9.2
2008-01-13,3266A,1532,-3.6,0.2,-5.1,-2.0,0.0,,849.6,842.3,10.0,2.5
2008-01-13,3338,763,2.4,4.0,-2.3,7.1,,,936.9,929.5,,
2008-01-14,2462,1894,-2.2,0.3,-3.4,-1.0,3.3,0.0,810.3,804.2,22.0,11.4
2008-01-14,3100B,540,5.8,0.1,0.6,10.9,1.1,,,,13.0,6.7
2008-01-14,3110C,1030,4.0,0.0,-0.1,8.2,2.5,,898.1,891.0,31.0,10.0
2008-01-14,3111D,1450,1.4,7.4,-0.7,3.6,1.4,,858.8,851.9,7.0,8.1
2008-01-14,3129,609,7.3,0.0,3.3,11.3,3.3,4.9,952.5,944.8,99.0,11.4
2008-01-14,3175,607,6.8,0.0,2.2,11.4,2.8,4.9,949.0,941.3,23.0,9.7
2008-01-14,3191E,1004,5.2,0.0,1.2,9.2,3.6,6.4,904.2,897.5,26.0,11.4
2008-01-14,3195,667,7.0,0.0,4.3,9.8,0.8,,942.5,934.1,25.0,6.1
2008-01-14,3196,690,7.0,0.0,3.8,10.2,3.1,6.8,940.5,932.6,25.0,9.2
2008-01-14,3200,620,7.1,0.0,3.8,10.4,3.6,7.2,948.2,941.0,28.0,8.9
2008-01-14,3266A,1532,-1.2,0.0,-2.7,0.4,3.9,,848.5,841.7,30.0,12.8
2008-01-14,3338,763,6.1,0.0,1.4,10.8,,,936.4,928.7,,
2008-01-15,2462,1894,-0.2,1.6,-3.0,2.5,5.8,2.9,810.4,805.0,29.0,26.7
2008-01-15,3100B,540,5.4,0.1,0.0,10.9,1.7,,,,99.0,8.3
2008-01-15,3110C,1030,2.4,,-1.5,6.2,1.7,,898.6,889.2,12.0,9.4
2008-01-15,3111D,1450,3.2,10.0,0.2,6.2,2.2,,858.8,852.2,12.0,18.9
2008-01-15,3129,609,4.5,0.5,-0.2,9.2,4.4,0.0,952.9,945.6,22.0,17.5
2008-01-15,3175,607,5.0,1.0,1.3,8.8,4.7,0.0,949.3,942.2,20.0,12.8
2008-01-15,3191E,1004,2.6,0.0,-1.4,6.6,3.6,0.1,904.5,899.2,26.0,13.3
2008-01-15,3195,667,5.9,1.1,3.2,8.6,2.2,,943.4,936.3,24.0,14.2
2008-01-15,3196,690,5.5,1.4,2.6,8.4,6.1,0.0,940.6,933.5,21.0,16.9
2008-01-15,3200,620,6.2,1.1,3.4,9.0,5.0,0.0,948.6,941.7,25.0,15.0
2008-01-15,3266A,1532,0.0,0.0,-3.1,3.0,3.9,,848.6,841.8,27.0,14.7
2008-01-15,3338,763,4.4,0.0,0.0,8.8,1.1,,936.4,928.8,20.0,18.1
2008-01-16,2462,1894,-0.3,6.5,-2.6,2.0,9.4,0.0,812.6,803.6,27.0,27.8
2008-01-16,3100B,540,8.6,0.0,3.3,14.0,4.2,,,,27.0,15.3
2008-01-16,3111D,1450,3.0,3.1,-0.1,6.2,4.2,,861.4,851.2,11.0,20.8
2008-01-16,3129,609,10.5,0.0,7.8,13.2,8.1,5.4,954.6,942.6,28.0,20.0
2008-01-16,3175,607,10.1,0.0,6.8,13.4,6.7,6.5,951.0,939.4,20.0,20.6
2008-01-16,3191E,1004,6.8,0.5,5.2,8.4,8.3,5.6,907.2,897.4,30.0,21.7
2008-01-16,3195,667,9.6,0.1,7.2,12.0,3.3,,945.1,933.2,32.0,18.6
2008-01-16,3196,690,9.0,0.0,5.8,12.2,8.1,8.0,942.9,931.3,29.0,21.1
2008-01-16,3200,620,10.5,0.0,7.8,13.2,9.7,7.4,950.5,939.5,32.0,20.6
2008-01-16,3266A,1532,1.0,0.0,-1.7,3.7,13.6,,849.8,838.8,28.0,25.8
2008-01-16,3338,763,8.3,0.0,6.5,10.1,4.2,,938.8,926.6,26.0,18.6
2008-01-17,2462,1894,-0.3,0.2,-2.5,1.9,5.0,0.0,819.1,812.6,35.0,22.5
2008-01-17,3100B,540,6.8,0.0,1.3,12.4,1.7,,,,30.0,7.2
2008-01-17,3111D,1450,2.4,0.3,0.1,4.6,2.2,,867.4,861.1,7.0,11.4
2008-01-17,3129,609,7.0,0.0,2.0,12.1,4.4,3.5,960.3,954.1,25.0,13.3
2008-01-17,3175,607,6.8,0.0,0.8,12.8,3.1,5.6,956.8,950.8,19.0,9.2
2008-01-17,3191E,1004,7.1,0.0,2.5,11.7,5.3,4.3,911.4,907.2,27.0,18.6
2008-01-17,3195,667,8.6,0.0,5.6,11.7,0.6,,949.5,945.1,25.0,8.6
2008-01-17,3196,690,8.2,0.0,4.8,11.6,4.4,5.4,948.4,942.8,28.0,9.7
2008-01-17,3200,620,8.5,0.0,5.4,11.6,4.2,5.0,955.4,950.5,30.0,10.8
2008-01-17,3266A,1532,0.4,0.0,-2.1,2.8,9.4,,855.9,849.4,30.0,20.8
2008-01-17,3338,763,8.9,0.0,5.8,12.0,1.4,,943.7,938.6,32.0,10.3
2008-01-18,2462,1894,5.2,0.0,0.7,9.8,3.1,7.7,823.3,819.1,4.0,14.4
2008-01-18,3100B,540,7.6,0.0,2.0,13.1,1.1,,,,25.0,3.9
2008-01-18,3111D,1450,5.2,0.2,3.2,7.3,1.9,,871.2,867.3,1.0,9.7
2008-01-18,3129,609,8.4,0.0,3.7,13.2,1.7,3.1,964.6,960.2,14.0,5.8
2008-01-18,3175,607,8.2,0.0,2.7,13.8,1.1,4.5,960.9,956.6,2.0,5.6
2008-01-18,3191E,1004,8.2,0.0,4.6,11.7,1.9,8.2,915.1,911.4,21.0,10.3
2008-01-18,3194U,664,9.0,0.0,4.4,13.6,0.6,,,,24.0,5.3
2008-01-18,3195,667,8.4,0.0,5.5,11.2,1.1,,953.3,949.5,27.0,6.7
2008-01-18,3196,690,8.0,0.0,4.0,12.0,1.4,3.9,952.1,947.9,26.0,9.2
2008-01-18,3200,620,8.3,0.0,4.6,12.0,1.7,2.8,959.7,955.4,26.0,9.2
2008-01-18,3266A,1532,4.2,0.0,1.2,7.2,2.5,,860.2,855.8,30.0,15.3
2008-01-18,3338,763,9.4,,4.8,14.0,1.1,,947.4,943.6,31.0,11.4
2008-01-19,2462,1894,10.3,0.0,6.3,14.3,1.9,8.4,823.9,822.3,18.0,7.8
2008-01-19,3100B,540,9.8,0.0,1.7,18.0,0.8,,,,10.0,3.3
2008-01-19,3111D,1450,8.4,0.0,2.8,14.0,1.7,,871.6,869.2,12.0,4.4
2008-01-19,3129,609,9.6,0.0,0.8,18.5,1.4,9.0,964.8,961.3,22.0,5.8
2008-01-19,3175,607,10.4,0.0,2.0,18.8,1.4,8.9,961.1,957.9,4.0,6.1
2008-01-19,3191E,1004,11.2,0.0,6.9,15.4,1.4,8.7,916.5,915.0,35.0,5.3
2008-01-19,3194U,664,10.1,0.0,2.1,18.1,,,,,,
2008-01-19,3195,667,10.2,0.0,5.3,15.2,0.8,,953.0,951.4,5.0,6.1
2008-01-19,3196,690,10.0,0.0,3.6,16.4,0.3,9.1,952.3,949.4,4.0,4.7
2008-01-19,3200,620,9.8,0.0,2.6,17.0,0.3,8.5,960.2,957.4,8.0,3.6
2008-01-19,3266A,1532,6.6,0.0,2.7,10.6,1.9,,859.7,856.9,12.0,5.8
2008-01-19,3338,763,,,,,0.3,,,,,
2008-01-20,2462,1894,10.0,0.0,5.5,14.5,1.1,8.4,823.3,821.1,17.0,8.6
2008-01-20,3100B,540,9.2,0.0,0.0,18.3,0.6,,,,10.0,4.2
2008-01-20,3111D,1450,9.0,0.0,3.6,14.5,1.1,,869.8,867.5,29.0,3.9
2008-01-20,3129,609,9.4,0.0,0.6,18.1,1.1,8.8,963.2,959.8,23.0,5.8
2008-01-20,3175,607,9.7,0.0,1.4,18.0,0.8,8.9,959.7,956.4,2.0,5.6
2008-01-20,3191E,1004,11.4,0.0,7.7,15.1,0.8,8.6,915.5,913.1,14.0,4.2
2008-01-20,3194U,664,9.8,0.0,2.2,17.4,0.3,,,,24.0,3.3
2008-01-20,3195,667,10.1,0.0,5.2,15.0,0.3,,952.4,949.8,6.0,5.0
2008-01-20,3196,690,10.2,0.0,3.9,16.5,0.3,9.0,950.8,948.0,35.0,3.6
2008-01-20,3200,620,10.4,0.0,3.4,17.5,0.6,8.6,958.5,955.9,21.0,3.6
2008-01-20,3266A,1532,8.0,0.0,4.1,11.9,1.1,,859.0,855.7,12.0,6.4
2008-01-20,3338,763,,,,,0.6,,,,,
2008-01-21,2462,1894,6.4,0.0,3.5,9.3,3.9,8.4,822.9,821.1,7.0,9.7
2008-01-21,3100B,540,8.4,0.0,0.2,16.7,0.8,,,,99.0,3.1
2008-01-21,3111D,1450,7.2,0.0,2.7,11.8,2.2,,869.7,867.7,29.0,9.4
2008-01-21,3129,609,8.6,0.0,0.2,17.1,1.4,8.3,962.9,959.8,23.0,7.2
2008-01-21,3175,607,9.5,0.0,1.6,17.4,1.1,8.9,959.4,956.5,2.0,6.1
2008-01-21,3191E,1004,11.0,0.0,6.9,15.0,0.6,8.5,914.7,913.1,2.0,9.7
2008-01-21,3194U,664,9.6,0.0,2.0,17.1,0.0,,,,3.0,3.3
2008-01-21,3195,667,9.6,0.0,4.4,14.8,1.1,,951.4,950.5,4.0,6.1
2008-01-21,3196,690,10.0,0.0,3.6,16.4,0.0,8.9,950.6,948.1,12.0,4.2
2008-01-21,3200,620,10.2,0.0,3.4,17.0,0.3,8.6,957.9,955.4,30.0,5.3
2008-01-21,3266A,1532,5.2,0.0,1.6,8.8,6.4,,860.2,855.9,30.0,15.3
2008-01-21,3338,763,10.6,0.0,3.2,18.0,1.4,,945.6,942.7,31.0,13.6
2008-01-22,2462,1894,4.9,0.0,1.8,8.0,6.1,8.5,823.2,821.7,36.0,10.8
2008-01-22,3100B,540,8.8,0.0,0.0,17.7,1.1,,,,24.0,2.8
2008-01-22,3111D,1450,5.5,0.0,1.6,9.4,1.4,,870.5,868.2,7.0,8.9
2008-01-22,3129,609,9.2,0.0,-0.1,18.5,2.8,8.5,963.6,960.0,99.0,7.2
2008-01-22,3175,607,9.6,0.0,1.0,18.1,3.3,9.2,960.0,956.6,34.0,8.9
2008-01-22,3191E,1004,12.2,0.0,8.0,16.5,3.3,8.5,915.4,913.7,12.0,11.4
2008-01-22,3194U,664,10.2,0.0,2.0,18.5,0.0,,,,14.0,3.3
2008-01-22,3195,667,10.0,0.0,4.6,15.5,1.4,,951.7,950.6,4.0,5.3
2008-01-22,3196,690,10.3,0.0,3.4,17.2,0.8,9.1,951.3,948.3,17.0,5.6
2008-01-22,3200,620,10.2,0.0,2.8,17.6,1.1,8.6,959.1,956.2,15.0,4.2
2008-01-22,3266A,1532,4.6,0.0,0.7,8.4,6.7,,859.5,856.5,32.0,14.2
2008-01-22,3338,763,12.6,0.0,5.0,20.2,2.2,,946.1,942.8,1.0,10.3
2008-01-23,2462,1894,6.4,0.0,1.5,11.3,2.5,8.5,822.3,818.2,17.0,10.8
2008-01-23,3100B,540,7.8,0.0,-0.8,16.5,0.8,,,,30.0,6.4
2008-01-23,3111D,1450,6.8,0.0,1.5,12.0,1.9,,868.5,865.1,3.0,8.9
2008-01-23,3129,609,8.8,0.0,0.7,16.9,1.1,8.6,961.6,957.4,22.0,7.2
2008-01-23,3175,607,9.6,0.0,1.8,17.4,1.7,9.2,958.0,954.0,2.0,5.6
2008-01-23,3191E,1004,9.5,0.0,5.7,13.3,1.4,8.4,913.8,911.0,17.0,7.8
2008-01-23,3194U,664,8.9,0.0,1.1,16.7,0.0,,,,26.0,3.9
2008-01-23,3195,667,9.5,0.0,4.4,14.6,0.8,,950.6,947.4,9.0,5.0
2008-01-23,3196,690,9.6,0.0,3.5,15.6,0.8,9.0,949.2,945.5,11.0,4.7
2008-01-23,3200,620,9.8,0.0,3.8,15.8,0.8,8.8,957.1,953.7,8.0,6.7
2008-01-23,3266A,1532,5.0,0.0,0.5,9.5,1.4,,858.4,852.8,28.0,10.8
2008-01-23,3338,763,8.9,0.0,3.1,14.7,0.6,,943.8,940.4,31.0,10.0
2008-01-24,2462,1894,3.4,0.0,0.8,6.1,3.3,7.5,822.2,817.5,17.0,10.8
2008-01-24,3100B,540,7.0,0.0,-0.2,14.2,0.3,,,,15.0,4.2
2008-01-24,3111D,1450,5.0,0.0,0.8,9.3,1.1,,870.4,865.1,11.0,5.6
2008-01-24,3129,609,8.0,0.0,0.9,15.1,1.1,7.9,964.5,959.2,99.0,10.3
