date,station,altitude,average_temperature,rainfall,minimum_temperature,maximum_temperature,wind_direction,average_wind_speed,maximum_wind_speed,maximum_ultraviolet_index,maximum_pressure,minimum_pressure
2014-01-01,2462,1894,1.1,15.0,0.2,2.0,26.0,5.8,18.1,0.0,811.6,806.7
2014-01-01,3100B,540,9.4,0.7,6.3,12.5,22.0,1.4,7.2,,,
2014-01-01,3110C,1030,3.6,9.5,2.0,5.2,14.0,1.1,4.4,,898.9,891.9
2014-01-01,3129,609,8.4,5.5,7.0,9.9,22.0,3.6,16.4,0.1,953.2,946.8
2014-01-01,3175,607,7.8,4.5,6.3,9.3,21.0,3.3,9.2,0.0,949.6,943.5
2014-01-01,3191E,1004,4.6,10.8,3.0,6.1,22.0,2.5,12.5,0.0,905.4,900.0
2014-01-01,3194U,664,7.4,5.0,6.0,8.7,88.0,1.1,8.1,,,
2014-01-01,3195,667,7.7,4.7,6.2,9.2,22.0,2.2,9.7,,943.0,937.8
2014-01-01,3196,690,7.6,3.9,6.2,9.0,29.0,3.1,11.9,0.0,940.9,934.8
2014-01-01,3200,620,7.8,2.5,5.5,10.0,22.0,3.3,10.8,0.0,949.2,943.0
2014-01-01,3266A,1532,2.3,5.7,1.2,3.4,31.0,0.3,13.1,,848.1,843.5
2014-01-01,3338,763,5.4,2.6,1.9,9.0,,,,,936.8,930.8
2014-01-02,2462,1894,3.5,31.0,1.4,5.6,27.0,6.4,20.3,0.0,810.2,806.4
2014-01-02,3100B,540,11.0,6.1,9.1,12.9,34.0,0.8,9.2,,,
2014-01-02,3110C,1030,6.4,16.7,4.8,7.9,3.0,1.1,5.8,,897.7,890.9
2014-01-02,3129,609,11.0,5.4,9.3,12.7,20.0,5.8,16.1,0.0,948.8,945.9
2014-01-02,3175,607,10.4,5.0,8.8,12.1,21.0,6.1,11.4,0.0,945.3,942.6
2014-01-02,3191E,1004,7.6,21.0,6.1,9.1,23.0,4.7,10.8,0.0,901.7,899.2
2014-01-02,3194U,664,10.0,4.8,8.7,11.3,88.0,1.4,10.6,,,
2014-01-02,3195,667,9.9,5.8,8.4,11.4,23.0,2.5,10.3,,939.2,936.7
2014-01-02,3196,690,10.1,3.8,8.8,11.4,21.0,5.6,14.4,0.0,937.1,934.1
2014-01-02,3200,620,10.3,4.7,8.6,12.0,24.0,5.0,12.8,0.0,945.3,942.2
2014-01-02,3266A,1532,5.2,12.0,2.7,7.7,25.0,0.0,12.5,,846.4,842.9
2014-01-02,3338,763,9.8,1.0,8.2,11.4,,,,,932.9,929.7
2014-01-03,2462,1894,3.6,20.6,2.3,5.0,24.0,4.2,16.7,0.0,812.9,809.3
2014-01-03,3100B,540,12.8,7.5,10.1,15.6,25.0,1.4,7.2,,,
