date,station,SO_2,CO,NO,NO_2,PM25,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
2014-01-07,28079057,9.0,0.3,18.0,46.0,,16.0,72.0,,,,,,,
2014-01-07,28079058,,,2.0,24.0,,,27.0,14.0,,,,,,
2014-01-07,28079059,,,5.0,18.0,,,27.0,28.0,,,,,,
2014-01-07,28079060,,,15.0,43.0,,17.0,67.0,25.0,,,,,,
2014-01-08,28079004,12.0,0.9,150.0,67.0,,,297.0,,,,,,,
2014-01-08,28079008,15.0,0.6,67.0,71.0,15.0,23.0,174.0,8.0,7.0,1.3,0.9,,,
2014-01-08,28079011,,,38.0,56.0,,,114.0,,5.4,2.5,0.8,,,
2014-01-08,28079016,,0.5,43.0,57.0,,,123.0,11.0,,,,,,
2014-01-08,28079017,11.0,,161.0,82.0,,,328.0,6.0,,,,,,
2014-01-08,28079018,10.0,0.7,98.0,71.0,,27.0,221.0,9.0,4.8,0.9,0.4,,,
2014-01-08,28079024,5.0,0.4,36.0,54.0,11.0,19.0,108.0,9.0,2.2,0.1,0.4,1.46,1.15,0.31
2014-01-08,28079027,,,44.0,49.0,,,117.0,13.0,,,,1.44,1.24,0.2
2014-01-08,28079035,13.0,0.6,73.0,73.0,,,185.0,8.0,,,,,,
2014-01-08,28079036,14.0,0.7,55.0,65.0,,23.0,149.0,,,,,,,
2014-01-08,28079038,10.0,,78.0,76.0,14.0,24.0,196.0,,6.6,1.5,1.2,,,
2014-01-08,28079039,,0.5,44.0,64.0,,,131.0,11.0,,,,,,
2014-01-08,28079040,4.0,,29.0,63.0,,20.0,108.0,,,,,,,
2014-01-08,28079047,,,71.0,68.0,17.0,26.0,178.0,,,,,,,
2014-01-08,28079048,,,35.0,61.0,10.0,16.0,116.0,,,,,,,
2014-01-08,28079049,,,41.0,60.0,,,122.0,6.0,,,,,,
2014-01-08,28079050,,,39.0,59.0,15.0,19.0,118.0,,,,,,,
2014-01-08,28079054,,,46.0,49.0,,,119.0,14.0,,,,,,
2014-01-08,28079055,,,69.0,61.0,,17.0,166.0,,2.9,1.0,0.5,1.59,1.39,0.2
2014-01-08,28079056,,1.0,169.0,98.0,,,358.0,5.0,,,,,,
2014-01-08,28079057,9.0,0.5,33.0,51.0,,14.0,102.0,,,,,,,
2014-01-08,28079058,,,3.0,20.0,,,24.0,12.0,,,,,,
2014-01-08,28079059,,,12.0,18.0,,,36.0,18.0,,,,,,
2014-01-08,28079060,,,32.0,50.0,,16.0,99.0,17.0,,,,,,
2014-01-09,28079004,13.0,1.0,172.0,78.0,,,341.0,,,,,,,
2014-01-09,28079008,17.0,0.7,82.0,74.0,15.0,24.0,199.0,9.0,6.5,1.4,1.0,,,
2014-01-09,28079011,,,52.0,61.0,,,141.0,,5.6,2.5,1.5,,,
2014-01-09,28079016,,0.4,40.0,55.0,,,116.0,13.0,,,,,,
2014-01-09,28079017,13.0,,210.0,100.0,,,422.0,4.0,,,,,,
2014-01-09,28079018,10.0,0.9,108.0,72.0,,25.0,237.0,8.0,5.7,1.1,0.5,,,
2014-01-09,28079024,6.0,0.5,44.0,54.0,13.0,20.0,121.0,7.0,,,,1.49,1.17,0.32
2014-01-09,28079027,,,47.0,57.0,,,130.0,11.0,,,,1.45,1.24,0.21
2014-01-09,28079035,16.0,0.8,114.0,81.0,,,255.0,6.0,,,,,,
2014-01-09,28079036,12.0,0.6,61.0,64.0,,24.0,158.0,,,,,,,
2014-01-09,28079038,14.0,,139.0,96.0,19.0,32.0,308.0,,11.2,2.4,2.2,,,
2014-01-09,28079039,,0.7,92.0,83.0,,,224.0,9.0,,,,,,
2014-01-09,28079040,6.0,,32.0,60.0,,17.0,109.0,,,,,,,
2014-01-09,28079047,,,135.0,73.0,22.0,33.0,280.0,,,,,,,
2014-01-09,28079048,,,52.0,67.0,10.0,18.0,147.0,,,,,,,
2014-01-09,28079049,,,55.0,57.0,,,141.0,8.0,,,,,,
2014-01-09,28079050,,,61.0,68.0,13.0,22.0,161.0,,,,,,,
2014-01-09,28079054,,,51.0,49.0,,,127.0,18.0,,,,,,
2014-01-09,28079055,,,53.0,61.0,,15.0,142.0,,2.3,0.8,0.7,1.57,1.38,0.19
2014-01-09,28079056,,0.9,163.0,90.0,,,340.0,4.0,,,,,,
2014-01-09,28079057,11.0,0.7,73.0,68.0,,19.0,180.0,,,,,,,
2014-01-09,28079058,,,4.0,24.0,,,30.0,9.0,,,,,,
2014-01-09,28079059,,,8.0,20.0,,,33.0,18.0,,,,,,
2014-01-09,28079060,,,54.0,62.0,,20.0,146.0,12.0,,,,,,
2014-01-10,28079004,14.0,1.1,199.0,89.0,,,394.0,,,,,,,
2014-01-10,28079008,19.0,0.7,85.0,72.0,14.0,26.0,203.0,8.0,6.9,1.4,1.1,,,
2014-01-10,28079011,,,71.0,62.0,,,170.0,,6.3,2.5,2.7,,,
2014-01-10,28079016,,0.5,59.0,59.0,,,150.0,13.0,,,,,,
2014-01-10,28079017,14.0,,229.0,99.0,,,451.0,5.0,,,,,,
2014-01-10,28079018,11.0,1.0,119.0,71.0,,32.0,253.0,8.0,7.5,1.1,0.6,,,
2014-01-10,28079024,6.0,0.5,51.0,53.0,12.0,21.0,132.0,8.0,2.6,0.1,0.4,,,
2014-01-10,28079027,,,73.0,61.0,,,172.0,11.0,,,,1.49,1.25,0.24
2014-01-10,28079035,17.0,0.8,123.0,78.0,,,267.0,5.0,,,,,,
2014-01-10,28079036,14.0,0.7,64.0,66.0,,24.0,165.0,,,,,,,
2014-01-10,28079038,12.0,,101.0,84.0,15.0,26.0,238.0,,8.6,1.7,1.8,,,
2014-01-10,28079039,,0.6,86.0,74.0,,,205.0,10.0,,,,,,
2014-01-10,28079040,8.0,,50.0,66.0,,22.0,143.0,,,,,,,
2014-01-10,28079047,,,135.0,71.0,20.0,33.0,279.0,,,,,,,
2014-01-10,28079048,,,45.0,61.0,9.0,19.0,129.0,,,,,,,
2014-01-10,28079049,,,53.0,53.0,,,134.0,6.0,,,,,,
2014-01-10,28079050,,,64.0,66.0,11.0,23.0,164.0,,,,,,,
2014-01-10,28079054,,,84.0,56.0,,,186.0,12.0,,,,,,
2014-01-10,28079055,,,78.0,66.0,,20.0,185.0,,3.7,1.0,0.8,1.61,1.39,0.22
2014-01-10,28079056,,1.2,218.0,108.0,,,443.0,4.0,,,,,,
2014-01-10,28079057,11.0,0.6,71.0,66.0,,21.0,176.0,,,,,,,
2014-01-10,28079058,,,4.0,26.0,,,33.0,9.0,,,,,,
2014-01-10,28079059,,,11.0,21.0,,,38.0,18.0,,,,,,
2014-01-10,28079060,,,49.0,56.0,,19.0,131.0,15.0,,,,,,
2014-01-11,28079004,9.0,0.7,107.0,60.0,,,224.0,,,,,,,
2014-01-11,28079008,8.0,0.5,59.0,63.0,20.0,30.0,153.0,8.0,5.0,1.2,0.6,,,
2014-01-11,28079011,,,49.0,60.0,,,135.0,,6.0,2.9,1.5,,,
2014-01-11,28079016,,0.6,49.0,59.0,,,135.0,13.0,,,,,,
2014-01-11,28079017,9.0,,93.0,62.0,,,205.0,10.0,,,,,,
2014-01-11,28079018,8.0,0.7,66.0,58.0,,27.0,159.0,11.0,3.9,0.8,0.4,,,
2014-01-11,28079024,5.0,0.5,37.0,52.0,17.0,25.0,108.0,9.0,2.0,0.1,0.4,,,
2014-01-11,28079027,,,65.0,54.0,,,153.0,13.0,,,,1.61,1.34,0.27
2014-01-11,28079035,12.0,0.5,46.0,58.0,,,128.0,9.0,,,,,,
2014-01-11,28079036,9.0,0.7,57.0,62.0,,32.0,150.0,,,,,,,
2014-01-11,28079038,9.0,,60.0,70.0,21.0,28.0,161.0,,4.7,1.3,1.1,,,
2014-01-11,28079039,,0.8,86.0,73.0,,,206.0,6.0,,,,,,
2014-01-11,28079040,4.0,,49.0,60.0,,29.0,135.0,,,,,,,
2014-01-11,28079047,,,53.0,56.0,19.0,27.0,137.0,,,,,,,
2014-01-11,28079048,,,41.0,65.0,18.0,30.0,128.0,,,,,,,
2014-01-11,28079049,,,28.0,48.0,,,91.0,5.0,,,,,,
2014-01-11,28079050,,,60.0,65.0,19.0,33.0,157.0,,,,,,,
2014-01-11,28079054,,,56.0,44.0,,,129.0,17.0,,,,,,
2014-01-11,28079055,,,89.0,69.0,,28.0,206.0,,5.7,1.6,0.9,1.79,1.48,0.3
2014-01-11,28079056,,0.9,122.0,80.0,,,267.0,6.0,,,,,,
2014-01-11,28079057,11.0,0.6,59.0,66.0,,27.0,157.0,,,,,,,
2014-01-11,28079058,,,4.0,28.0,,,35.0,6.0,,,,,,
2014-01-11,28079059,,,15.0,23.0,,,46.0,17.0,,,,,,
2014-01-11,28079060,,,38.0,54.0,,25.0,112.0,14.0,,,,,,
2014-01-12,28079004,8.0,0.7,94.0,50.0,,,194.0,,,,,,,
2014-01-12,28079008,7.0,0.6,81.0,63.0,25.0,35.0,187.0,4.0,5.6,1.5,0.7,,,
2014-01-12,28079011,,,77.0,57.0,,,176.0,,6.7,3.6,1.5,,,
2014-01-12,28079016,,0.7,69.0,59.0,,,165.0,4.0,,,,,,
2014-01-12,28079017,7.0,,75.0,54.0,,,169.0,5.0,,,,,,
2014-01-12,28079018,6.0,0.7,52.0,49.0,,28.0,128.0,9.0,2.4,0.7,0.3,,,
2014-01-12,28079024,4.0,0.5,39.0,38.0,19.0,28.0,98.0,5.0,1.7,0.1,0.4,1.67,1.32,0.36
2014-01-12,28079027,,,41.0,44.0,,,108.0,8.0,,,,1.63,1.4,0.24
2014-01-12,28079035,9.0,0.7,77.0,58.0,,,175.0,5.0,,,,,,
2014-01-12,28079036,10.0,0.8,70.0,61.0,,35.0,169.0,,,,,,,
2014-01-12,28079038,8.0,,86.0,66.0,27.0,34.0,198.0,,,,,,,
2014-01-12,28079039,,0.7,76.0,60.0,,,176.0,6.0,,,,,,
2014-01-12,28079040,3.0,,39.0,55.0,,30.0,115.0,,,,,,,
2014-01-12,28079047,,,56.0,50.0,23.0,30.0,137.0,,,,,,,
2014-01-12,28079048,,,59.0,64.0,23.0,32.0,154.0,,,,,,,
2014-01-12,28079049,,,69.0,48.0,,,154.0,2.0,,,,,,
2014-01-12,28079050,,,72.0,62.0,25.0,37.0,172.0,,,,,,,
2014-01-12,28079054,,,47.0,39.0,,,110.0,11.0,,,,,,
2014-01-12,28079055,,,55.0,52.0,,29.0,137.0,,3.5,1.4,0.6,1.83,1.57,0.26
2014-01-12,28079056,,0.8,81.0,61.0,,,186.0,4.0,,,,,,
2014-01-12,28079057,10.0,0.7,47.0,56.0,,28.0,129.0,,,,,,,
2014-01-12,28079058,,,3.0,22.0,,,26.0,5.0,,,,,,
2014-01-12,28079059,,,17.0,19.0,,,46.0,10.0,,,,,,
2014-01-12,28079060,,,48.0,51.0,,30.0,126.0,8.0,,,,,,
2014-01-13,28079004,6.0,0.4,15.0,42.0,,,65.0,,,,,,,
2014-01-13,28079008,6.0,0.3,39.0,56.0,9.0,14.0,116.0,19.0,3.4,0.9,0.6,,,
2014-01-13,28079011,,,25.0,45.0,,,83.0,,5.0,2.7,1.3,,,
2014-01-13,28079016,,0.4,13.0,43.0,,,64.0,32.0,,,,,,
2014-01-13,28079017,6.0,,17.0,39.0,,,66.0,27.0,,,,,,
2014-01-13,28079018,4.0,0.4,7.0,33.0,,10.0,44.0,38.0,0.8,0.3,0.9,,,
2014-01-13,28079024,3.0,0.3,2.0,18.0,5.0,8.0,21.0,43.0,0.8,0.1,0.7,1.38,1.11,0.27
2014-01-13,28079027,,,19.0,39.0,,,68.0,32.0,,,,1.5,1.3,0.21
2014-01-13,28079035,7.0,0.3,14.0,42.0,,,63.0,26.0,,,,,,
2014-01-13,28079036,3.0,0.4,13.0,40.0,,11.0,59.0,,,,,,,
2014-01-13,28079038,5.0,,21.0,46.0,6.0,10.0,78.0,,,,,,,
2014-01-13,28079039,,0.4,23.0,47.0,,,82.0,29.0,,,,,,
2014-01-13,28079040,3.0,,9.0,37.0,,11.0,51.0,,,,,,,
2014-01-13,28079047,,,6.0,33.0,7.0,10.0,43.0,,,,,,,
2014-01-13,28079048,,,17.0,47.0,5.0,10.0,73.0,,,,,,,
2014-01-13,28079049,,,5.0,33.0,,,40.0,28.0,,,,,,
2014-01-13,28079050,,,51.0,55.0,10.0,16.0,134.0,,,,,,,
2014-01-13,28079054,,,7.0,26.0,,,37.0,38.0,,,,,,
2014-01-13,28079055,,,21.0,42.0,,10.0,75.0,,2.0,0.8,0.6,1.61,1.43,0.18
2014-01-13,28079056,,0.5,19.0,45.0,,,75.0,28.0,,,,,,
2014-01-13,28079057,9.0,0.4,11.0,42.0,,8.0,59.0,,,,,,,
2014-01-13,28079058,,,2.0,20.0,,,23.0,31.0,,,,,,
2014-01-13,28079059,,,6.0,18.0,,,28.0,33.0,,,,,,
2014-01-13,28079060,,,9.0,37.0,,8.0,51.0,35.0,,,,,,
2014-01-14,28079004,5.0,0.3,10.0,29.0,,,44.0,,,,,,,
2014-01-14,28079011,,,14.0,30.0,,,51.0,,3.2,1.7,0.8,,,
2014-01-14,28079016,,0.3,11.0,34.0,,,51.0,41.0,,,,,,
2014-01-14,28079017,5.0,,7.0,24.0,,,35.0,41.0,,,,,,
2014-01-14,28079018,4.0,0.4,4.0,22.0,,7.0,27.0,54.0,0.8,0.2,0.9,,,
2014-01-14,28079024,2.0,0.2,1.0,6.0,3.0,4.0,7.0,54.0,0.9,0.1,0.9,1.32,1.08,0.24
2014-01-14,28079027,,,5.0,24.0,,,33.0,45.0,,,,1.32,1.16,0.17
