station,date,SO_2,CO,NO,NO_2,PM25,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
28079049,2019-01-02,,,62.0,67.0,,,162.0,5.0,,,,,,
28079050,2019-01-02,,,67.0,77.0,18.0,28.0,180.0,,,,,,,
28079054,2019-01-02,,,121.0,90.0,,,276.0,6.0,,,,,,
28079055,2019-01-02,,,130.0,92.0,,38.0,292.0,,1.9,0.6,0.4,1.79,1.54,0.24
28079056,2019-01-02,,0.8,149.0,93.0,28.0,44.0,321.0,6.0,,,,,,
28079057,2019-01-02,18.0,0.6,96.0,82.0,,27.0,229.0,,,,,,,
28079058,2019-01-02,,,14.0,32.0,,,53.0,15.0,,,,,,
28079059,2019-01-02,,,38.0,54.0,,,112.0,10.0,,,,,,
28079060,2019-01-02,,,61.0,62.0,,17.0,156.0,11.0,,,,,,
28079004,2019-01-03,18.0,0.9,125.0,77.0,,,269.0,,,,,,,
28079008,2019-01-03,12.0,0.3,57.0,71.0,11.0,23.0,158.0,23.0,4.1,1.1,0.6,1.8,1.68,0.13
28079011,2019-01-03,,,50.0,66.0,,,142.0,,3.4,0.9,0.5,,,
28079016,2019-01-03,,0.5,38.0,55.0,,,113.0,23.0,,,,,,
28079017,2019-01-03,,,186.0,93.0,,,379.0,13.0,,,,,,
28079018,2019-01-03,15.0,0.8,82.0,71.0,,27.0,197.0,9.0,3.2,0.6,0.6,,,
28079024,2019-01-03,5.0,0.3,23.0,48.0,13.0,17.0,84.0,18.0,2.6,0.8,0.3,1.39,1.27,0.11
28079027,2019-01-03,,,41.0,60.0,,,122.0,13.0,,,,,,
28079035,2019-01-03,18.0,0.3,69.0,64.0,,,170.0,23.0,,,,,,
28079036,2019-01-03,20.0,0.5,58.0,64.0,,26.0,152.0,,,,,,,
28079038,2019-01-03,14.0,,73.0,71.0,12.0,24.0,183.0,,5.3,1.2,1.0,,,
28079039,2019-01-03,,0.6,89.0,81.0,,,217.0,18.0,,,,,,
28079040,2019-01-03,10.0,,41.0,61.0,,19.0,123.0,,,,,,,
28079047,2019-01-03,,,78.0,66.0,16.0,28.0,186.0,,,,,,,
28079048,2019-01-03,,,29.0,59.0,10.0,16.0,104.0,,,,,,,
28079049,2019-01-03,,,27.0,49.0,,,91.0,21.0,,,,,,
28079050,2019-01-03,,,43.0,60.0,9.0,18.0,127.0,,,,,,,
28079054,2019-01-03,,,81.0,70.0,,,194.0,17.0,,,,,,
28079055,2019-01-03,,,53.0,72.0,,26.0,153.0,,1.2,0.4,0.3,1.56,1.39,0.17
28079056,2019-01-03,,0.8,123.0,87.0,21.0,37.0,276.0,9.0,,,,,,
28079057,2019-01-03,16.0,0.5,73.0,70.0,,20.0,182.0,,,,,,,
28079058,2019-01-03,,,14.0,39.0,,,61.0,14.0,,,,,,
28079059,2019-01-03,,,16.0,40.0,,,64.0,21.0,,,,,,
28079060,2019-01-03,,,45.0,54.0,,17.0,123.0,23.0,,,,,,
28079004,2019-01-04,19.0,1.0,142.0,86.0,,,304.0,,,,,,,
28079008,2019-01-04,13.0,0.5,101.0,89.0,20.0,40.0,245.0,11.0,6.5,1.7,1.0,1.92,1.73,0.2
28079011,2019-01-04,,,66.0,78.0,,,179.0,,4.7,1.1,0.7,,,
28079016,2019-01-04,,0.8,107.0,84.0,,,248.0,10.0,,,,,,
28079017,2019-01-04,,,224.0,105.0,,,448.0,9.0,,,,,,
28079018,2019-01-04,18.0,0.9,119.0,86.0,,34.0,268.0,4.0,4.0,0.7,0.8,,,
28079024,2019-01-04,6.0,0.4,41.0,60.0,17.0,23.0,123.0,7.0,4.4,1.0,0.4,1.41,1.28,0.13
28079027,2019-01-04,,,80.0,72.0,,,194.0,10.0,,,,,,
28079035,2019-01-04,22.0,0.5,108.0,79.0,,,244.0,9.0,,,,,,
28079036,2019-01-04,13.0,0.8,130.0,94.0,,48.0,293.0,,,,,,,
28079038,2019-01-04,17.0,,90.0,85.0,20.0,34.0,224.0,,5.9,1.4,1.0,,,
28079039,2019-01-04,,1.0,151.0,98.0,,,330.0,7.0,,,,,,
28079040,2019-01-04,14.0,,94.0,90.0,,34.0,234.0,,,,,,,
28079047,2019-01-04,,,114.0,81.0,22.0,39.0,255.0,,,,,,,
28079048,2019-01-04,,,55.0,73.0,17.0,27.0,158.0,,,,,,,
28079049,2019-01-04,,,57.0,67.0,,,153.0,4.0,,,,,,
28079050,2019-01-04,,,64.0,78.0,16.0,28.0,176.0,,,,,,,
28079054,2019-01-04,,,166.0,100.0,,,355.0,4.0,,,,,,
28079055,2019-01-04,,,138.0,98.0,,42.0,309.0,,1.9,0.6,0.4,1.78,1.53,0.25
28079056,2019-01-04,,0.9,172.0,105.0,30.0,52.0,368.0,5.0,,,,,,
28079057,2019-01-04,17.0,0.5,80.0,77.0,,25.0,200.0,,,,,,,
28079058,2019-01-04,,,14.0,34.0,,,55.0,15.0,,,,,,
28079059,2019-01-04,,,68.0,61.0,,,166.0,13.0,,,,,,
28079060,2019-01-04,,,54.0,62.0,,22.0,145.0,9.0,,,,,,
28079004,2019-01-05,18.0,0.9,108.0,75.0,,,241.0,,,,,,,
28079008,2019-01-05,13.0,0.6,117.0,94.0,25.0,43.0,273.0,8.0,6.1,2.0,0.9,2.09,1.86,0.23
28079011,2019-01-05,,,70.0,82.0,,,189.0,,4.9,1.2,0.8,,,
28079016,2019-01-05,,0.8,76.0,76.0,,,193.0,11.0,,,,,,
28079017,2019-01-05,21.0,,209.0,97.0,,,418.0,9.0,,,,,,
28079018,2019-01-05,15.0,0.8,73.0,71.0,,25.0,184.0,4.0,2.3,0.6,0.5,,,
28079024,2019-01-05,6.0,0.5,41.0,57.0,20.0,24.0,119.0,9.0,3.7,1.2,0.3,1.45,1.31,0.14
28079027,2019-01-05,,,74.0,68.0,,,181.0,9.0,,,,,,
28079035,2019-01-05,21.0,0.5,85.0,75.0,,,205.0,10.0,,,,,,
28079036,2019-01-05,11.0,0.8,109.0,89.0,,,257.0,,,,,,,
28079038,2019-01-05,17.0,,90.0,89.0,23.0,36.0,227.0,,5.8,1.5,1.1,,,
28079039,2019-01-05,,0.8,111.0,89.0,,,259.0,5.0,,,,,,
28079040,2019-01-05,14.0,,96.0,89.0,,33.0,236.0,,,,,,,
28079047,2019-01-05,,,83.0,70.0,21.0,31.0,197.0,,,,,,,
28079048,2019-01-05,,,44.0,72.0,,,140.0,,,,,,,
28079049,2019-01-05,,,90.0,72.0,,,211.0,3.0,,,,,,
28079050,2019-01-05,,,51.0,76.0,19.0,29.0,154.0,,,,,,,
28079054,2019-01-05,,,123.0,88.0,,,277.0,6.0,,,,,,
28079055,2019-01-05,,,126.0,93.0,,39.0,286.0,,1.7,0.6,0.4,1.93,1.67,0.26
28079056,2019-01-05,,0.8,139.0,92.0,29.0,44.0,305.0,5.0,,,,,,
28079057,2019-01-05,16.0,0.5,72.0,72.0,,24.0,184.0,,,,,,,
28079058,2019-01-05,,,20.0,41.0,,,73.0,10.0,,,,,,
28079059,2019-01-05,,,44.0,53.0,,,121.0,14.0,,,,,,
28079060,2019-01-05,,,37.0,57.0,,18.0,113.0,9.0,,,,,,
28079004,2019-01-06,18.0,1.0,129.0,82.0,,,279.0,,,,,,,
28079008,2019-01-06,18.0,0.8,137.0,102.0,27.0,43.0,312.0,9.0,7.2,2.5,1.1,2.18,1.9,0.28
28079011,2019-01-06,,,84.0,94.0,,,223.0,,5.1,1.4,0.8,,,
28079016,2019-01-06,,0.7,59.0,77.0,,,167.0,12.0,,,,,,
28079017,2019-01-06,18.0,,149.0,87.0,,,316.0,10.0,,,,,,
28079018,2019-01-06,15.0,0.8,70.0,73.0,,23.0,180.0,6.0,2.0,0.6,0.4,,,
28079024,2019-01-06,5.0,0.5,32.0,52.0,19.0,21.0,101.0,15.0,2.6,1.1,0.2,1.46,1.32,0.13
28079027,2019-01-06,,,57.0,64.0,,,152.0,13.0,,,,,,
28079035,2019-01-06,21.0,0.5,90.0,75.0,,,213.0,10.0,,,,,,
28079036,2019-01-06,19.0,0.6,62.0,79.0,,32.0,174.0,,,,,,,
28079038,2019-01-06,20.0,,144.0,106.0,29.0,42.0,327.0,,7.1,2.0,1.2,,,
28079039,2019-01-06,,1.0,159.0,100.0,,,343.0,4.0,,,,,,
28079040,2019-01-06,15.0,,60.0,84.0,,21.0,177.0,,,,,,,
28079047,2019-01-06,,,94.0,75.0,22.0,31.0,218.0,,,,,,,
28079048,2019-01-06,,,89.0,92.0,25.0,33.0,228.0,,,,,,,
28079049,2019-01-06,,,74.0,69.0,,,183.0,6.0,,,,,,
28079050,2019-01-06,,,84.0,89.0,26.0,35.0,218.0,,,,,,,
28079054,2019-01-06,,,57.0,77.0,,,165.0,9.0,,,,,,
28079055,2019-01-06,,,106.0,90.0,,33.0,252.0,,1.8,0.8,0.4,1.9,1.64,0.25
28079056,2019-01-06,,0.9,131.0,93.0,29.0,41.0,294.0,7.0,,,,,,
28079057,2019-01-06,18.0,0.6,72.0,80.0,,19.0,190.0,,,,,,,
28079058,2019-01-06,,,11.0,30.0,,,47.0,18.0,,,,,,
28079059,2019-01-06,,,45.0,51.0,,,119.0,22.0,,,,,,
28079060,2019-01-06,,,64.0,68.0,,16.0,165.0,11.0,,,,,,
28079004,2019-01-07,21.0,1.0,128.0,87.0,,,284.0,,,,,,,
28079008,2019-01-07,16.0,0.5,79.0,92.0,15.0,31.0,213.0,11.0,5.0,1.5,0.7,1.99,1.77,0.22
28079011,2019-01-07,,,49.0,81.0,,,155.0,,3.2,0.9,0.5,,,
28079016,2019-01-07,,0.5,29.0,64.0,,,109.0,22.0,,,,,,
28079017,2019-01-07,18.0,,130.0,91.0,,,290.0,,,,,,,
28079018,2019-01-07,16.0,0.9,69.0,81.0,,21.0,187.0,7.0,2.4,0.6,0.5,,,
28079024,2019-01-07,6.0,0.5,31.0,63.0,17.0,21.0,110.0,13.0,2.6,1.0,0.2,1.39,1.25,0.14
28079027,2019-01-07,,,37.0,66.0,,,123.0,14.0,,,,,,
28079035,2019-01-07,20.0,0.4,73.0,77.0,,,189.0,10.0,,,,,,
28079036,2019-01-07,27.0,0.5,34.0,67.0,,20.0,119.0,,,,,,,
28079038,2019-01-07,19.0,,85.0,98.0,16.0,24.0,228.0,,5.8,1.4,0.9,,,
28079039,2019-01-07,,1.0,142.0,105.0,,,322.0,5.0,,,,,,
28079040,2019-01-07,11.0,,37.0,75.0,,17.0,132.0,,,,,,,
28079047,2019-01-07,,,67.0,73.0,16.0,24.0,176.0,,,,,,,
28079048,2019-01-07,,,41.0,80.0,13.0,19.0,143.0,,,,,,,
28079049,2019-01-07,,,36.0,68.0,,,122.0,7.0,,,,,,
28079050,2019-01-07,,,40.0,75.0,12.0,18.0,137.0,,,,,,,
28079054,2019-01-07,,,41.0,71.0,,,134.0,14.0,,,,,,
28079055,2019-01-07,,,81.0,91.0,,24.0,215.0,,1.3,0.5,0.3,1.67,1.44,0.23
28079056,2019-01-07,,0.8,114.0,94.0,22.0,33.0,269.0,8.0,,,,,,
28079057,2019-01-07,15.0,0.4,40.0,79.0,,14.0,140.0,,,,,,,
28079058,2019-01-07,,,14.0,34.0,,,55.0,19.0,,,,,,
28079059,2019-01-07,,,13.0,45.0,,,66.0,28.0,,,,,,
28079060,2019-01-07,,,29.0,60.0,,12.0,103.0,16.0,,,,,,
28079004,2019-01-08,20.0,1.0,157.0,90.0,,,331.0,,,,,,,
28079008,2019-01-08,14.0,0.5,101.0,87.0,14.0,31.0,242.0,15.0,6.8,1.7,0.9,1.88,1.69,0.19
28079011,2019-01-08,,,74.0,81.0,,,195.0,,6.2,1.2,0.9,,,
28079016,2019-01-08,,0.7,82.0,78.0,,,203.0,15.0,,,,,,
28079017,2019-01-08,16.0,,166.0,95.0,,,349.0,,,,,,,
28079018,2019-01-08,17.0,0.8,87.0,80.0,,26.0,214.0,6.0,3.1,0.6,0.6,,,
28079024,2019-01-08,5.0,0.4,34.0,55.0,13.0,17.0,106.0,15.0,2.2,0.8,0.2,1.34,1.23,0.12
28079027,2019-01-08,,,81.0,71.0,,,194.0,12.0,,,,,,
28079035,2019-01-08,22.0,0.4,101.0,77.0,,,232.0,12.0,,,,,,
28079036,2019-01-08,13.0,0.7,93.0,84.0,,,226.0,,,,,,,
28079038,2019-01-08,17.0,,113.0,91.0,16.0,36.0,265.0,,5.7,1.4,1.0,,,
28079039,2019-01-08,,0.9,161.0,103.0,,,349.0,7.0,,,,,,
28079040,2019-01-08,16.0,,82.0,84.0,,25.0,210.0,,,,,,,
28079047,2019-01-08,,,99.0,77.0,17.0,31.0,230.0,,,,,,,
28079048,2019-01-08,,,42.0,69.0,11.0,19.0,133.0,,,,,,,
28079049,2019-01-08,,,57.0,64.0,,,152.0,9.0,,,,,,
28079050,2019-01-08,,,58.0,75.0,12.0,22.0,165.0,,,,,,,
28079054,2019-01-08,,,155.0,99.0,,,337.0,11.0,,,,,,
28079055,2019-01-08,,,103.0,91.0,,30.0,248.0,,1.6,0.5,0.3,1.61,1.41,0.21
28079056,2019-01-08,,0.8,135.0,95.0,22.0,38.0,301.0,8.0,,,,,,
28079057,2019-01-08,15.0,0.4,53.0,73.0,,19.0,154.0,,,,,,,
28079058,2019-01-08,,,13.0,28.0,,,48.0,22.0,,,,,,
28079059,2019-01-08,,,37.0,51.0,,,107.0,22.0,,,,,,
28079060,2019-01-08,,,57.0,64.0,,18.0,151.0,14.0,,,,,,
28079004,2019-01-09,18.0,0.8,105.0,74.0,,,236.0,,,,,,,
28079008,2019-01-09,13.0,0.4,61.0,81.0,11.0,26.0,175.0,16.0,5.5,1.3,0.7,1.86,1.7,0.16
28079011,2019-01-09,,,26.0,60.0,,,101.0,,2.1,0.5,0.3,,,
28079016,2019-01-09,,0.4,36.0,57.0,,,112.0,23.0,,,,,,
28079017,2019-01-09,9.0,,144.0,84.0,,,305.0,18.0,,,,,,
28079018,2019-01-09,16.0,0.7,74.0,71.0,,25.0,185.0,12.0,2.5,0.5,0.6,,,
28079024,2019-01-09,6.0,0.4,44.0,54.0,13.0,17.0,121.0,19.0,3.9,1.1,0.8,1.36,1.22,0.14
28079027,2019-01-09,,,55.0,53.0,,,138.0,24.0,,,,,,
28079035,2019-01-09,18.0,0.3,83.0,71.0,,,198.0,16.0,,,,,,
28079036,2019-01-09,29.0,0.5,43.0,61.0,,,127.0,,,,,,,
28079038,2019-01-09,15.0,,60.0,74.0,10.0,22.0,166.0,,4.3,1.1,0.7,,,
28079039,2019-01-09,,0.6,74.0,72.0,,,186.0,15.0,,,,,,
28079040,2019-01-09,13.0,,60.0,69.0,,22.0,161.0,,,,,,,
28079047,2019-01-09,,,64.0,63.0,13.0,25.0,161.0,,,,,,,
28079048,2019-01-09,,,22.0,57.0,8.0,14.0,90.0,,,,,,,
28079049,2019-01-09,,,50.0,59.0,,,136.0,15.0,,,,,,
28079050,2019-01-09,,,29.0,59.0,9.0,15.0,103.0,,,,,,,
28079054,2019-01-09,,,99.0,79.0,,,231.0,15.0,,,,,,
28079055,2019-01-09,,,92.0,72.0,,36.0,214.0,,1.7,0.4,0.3,1.59,1.4,0.19
28079056,2019-01-09,,0.7,120.0,89.0,19.0,36.0,273.0,11.0,,,,,,
28079057,2019-01-09,14.0,0.4,29.0,53.0,,14.0,98.0,,,,,,,
28079058,2019-01-09,,,14.0,30.0,,,51.0,20.0,,,,,,
28079059,2019-01-09,,,37.0,43.0,,,99.0,28.0,,,,,,
28079060,2019-01-09,,,41.0,51.0,,13.0,113.0,22.0,,,,,,
28079004,2019-01-10,13.0,0.5,39.0,51.0,,,111.0,,,,,,,
28079008,2019-01-10,11.0,0.2,20.0,60.0,5.0,12.0,90.0,36.0,2.6,0.7,0.3,1.71,1.63,0.08
28079011,2019-01-10,,,8.0,35.0,,,47.0,,0.9,0.3,0.1,,,
28079016,2019-01-10,,0.3,9.0,34.0,,,49.0,45.0,,,,,,
28079017,2019-01-10,3.0,,27.0,43.0,,,85.0,40.0,,,,,,
28079018,2019-01-10,12.0,0.5,20.0,46.0,,13.0,76.0,30.0,1.0,0.3,0.3,,,
28079024,2019-01-10,4.0,0.2,5.0,27.0,5.0,7.0,35.0,39.0,1.2,0.4,0.3,1.27,1.18,0.09
28079027,2019-01-10,,,12.0,30.0,,,48.0,41.0,,,,,,
28079035,2019-01-10,12.0,0.1,18.0,48.0,,,75.0,36.0,,,,,,
28079036,2019-01-10,32.0,0.4,12.0,35.0,,,52.0,,,,,,,
28079038,2019-01-10,11.0,,24.0,49.0,6.0,14.0,85.0,,2.1,0.6,0.4,,,
28079039,2019-01-10,,0.3,13.0,40.0,,,61.0,39.0,,,,,,
28079040,2019-01-10,8.0,,8.0,35.0,,10.0,47.0,,,,,,,
28079047,2019-01-10,,,10.0,42.0,6.0,12.0,57.0,,,,,,,
28079048,2019-01-10,,,4.0,32.0,6.0,9.0,38.0,,,,,,,
28079049,2019-01-10,,,3.0,32.0,,,37.0,39.0,,,,,,
28079050,2019-01-10,,,12.0,38.0,9.0,12.0,56.0,,,,,,,
28079054,2019-01-10,,,13.0,49.0,,,69.0,28.0,,,,,,
28079055,2019-01-10,,,22.0,44.0,,12.0,78.0,,0.3,0.2,0.1,1.44,1.31,0.13
28079056,2019-01-10,,0.4,45.0,70.0,8.0,17.0,139.0,21.0,,,,,,
28079057,2019-01-10,9.0,0.3,9.0,30.0,,7.0,44.0,,,,,,,
28079058,2019-01-10,,,8.0,20.0,,,33.0,32.0,,,,,,
28079059,2019-01-10,,,4.0,19.0,,,25.0,48.0,,,,,,
28079060,2019-01-10,,,15.0,25.0,,7.0,48.0,46.0,,,,,,
28079004,2019-01-11,16.0,0.8,104.0,82.0,,,241.0,,,,,,,
28079008,2019-01-11,12.0,0.3,70.0,91.0,11.0,26.0,198.0,23.0,4.2,1.2,0.7,1.85,1.72,0.14
28079011,2019-01-11,,,46.0,75.0,,,146.0,,2.9,0.8,0.5,,,
28079016,2019-01-11,,0.5,33.0,62.0,,,112.0,28.0,,,,,,
28079017,2019-01-11,7.0,,103.0,83.0,,,240.0,20.0,,,,,,
28079018,2019-01-11,13.0,0.7,61.0,74.0,,23.0,167.0,11.0,2.0,0.4,0.5,,,
28079024,2019-01-11,5.0,0.3,20.0,49.0,11.0,16.0,80.0,22.0,2.2,0.7,0.4,1.33,1.21,0.11
28079027,2019-01-11,,,43.0,54.0,,,120.0,28.0,,,,,,
28079035,2019-01-11,17.0,0.2,58.0,73.0,,,162.0,21.0,,,,,,
28079036,2019-01-11,19.0,0.6,68.0,73.0,,30.0,177.0,,,,,,,
28079038,2019-01-11,14.0,,67.0,81.0,13.0,25.0,183.0,,3.3,1.1,0.7,,,
28079039,2019-01-11,,0.6,82.0,83.0,,,209.0,15.0,,,,,,
28079040,2019-01-11,10.0,,51.0,73.0,,23.0,150.0,,,,,,,
28079047,2019-01-11,,,64.0,69.0,12.0,23.0,167.0,,,,,,,
28079048,2019-01-11,,,33.0,71.0,12.0,20.0,121.0,,,,,,,
28079049,2019-01-11,,,27.0,58.0,,,99.0,19.0,,,,,,
28079050,2019-01-11,,,57.0,78.0,16.0,25.0,166.0,,,,,,,
28079054,2019-01-11,,,92.0,80.0,,,220.0,22.0,,,,,,
28079055,2019-01-11,,,73.0,74.0,,24.0,186.0,,1.1,0.3,0.3,1.5,1.32,0.18
28079056,2019-01-11,,0.6,118.0,107.0,18.0,33.0,288.0,12.0,,,,,,
28079057,2019-01-11,11.0,0.4,45.0,68.0,,20.0,137.0,,,,,,,
28079058,2019-01-11,,,12.0,33.0,,,51.0,21.0,,,,,,
28079059,2019-01-11,,,26.0,47.0,,,87.0,32.0,,,,,,
28079060,2019-01-11,,,60.0,70.0,,22.0,162.0,16.0,,,,,,
28079004,2019-01-12,16.0,0.7,72.0,64.0,,,174.0,,,,,,,
28079008,2019-01-12,11.0,0.3,66.0,84.0,14.0,25.0,185.0,19.0,3.9,1.3,0.5,1.88,1.73,0.16
28079011,2019-01-12,,,33.0,66.0,,,117.0,,2.0,0.7,0.3,,,
28079016,2019-01-12,,0.5,27.0,60.0,,,101.0,20.0,,,,,,
28079017,2019-01-12,6.0,,114.0,77.0,,,252.0,17.0,,,,,,
28079018,2019-01-12,13.0,0.6,39.0,60.0,,18.0,120.0,13.0,1.4,0.4,0.4,,,
28079024,2019-01-12,5.0,0.4,19.0,44.0,13.0,15.0,73.0,20.0,2.9,0.8,0.8,1.33,1.21,0.12
28079027,2019-01-12,,,30.0,49.0,,,95.0,17.0,,,,,,
28079035,2019-01-12,19.0,0.2,51.0,58.0,,,137.0,20.0,,,,,,
28079036,2019-01-12,10.0,0.6,55.0,68.0,,25.0,152.0,,,,,,,
28079038,2019-01-12,14.0,,74.0,75.0,14.0,23.0,188.0,,3.8,1.2,0.7,,,
28079039,2019-01-12,,0.7,80.0,71.0,,,194.0,15.0,,,,,,
28079040,2019-01-12,12.0,,56.0,73.0,,22.0,159.0,,,,,,,
28079047,2019-01-12,,,36.0,53.0,12.0,19.0,109.0,,,,,,,
28079048,2019-01-12,,,20.0,59.0,10.0,15.0,90.0,,,,,,,
28079049,2019-01-12,,,36.0,51.0,,,106.0,15.0,,,,,,
28079050,2019-01-12,,,35.0,64.0,13.0,18.0,118.0,,,,,,,
28079054,2019-01-12,,,94.0,80.0,,,225.0,12.0,,,,,,
28079055,2019-01-12,,,57.0,65.0,,22.0,152.0,,0.9,0.3,0.2,1.65,1.48,0.17
28079056,2019-01-12,,0.5,71.0,82.0,16.0,24.0,191.0,13.0,,,,,,
28079057,2019-01-12,13.0,0.4,48.0,69.0,,20.0,143.0,,,,,,,
28079058,2019-01-12,,,7.0,25.0,,,35.0,22.0,,,,,,
28079059,2019-01-12,,,12.0,42.0,,,60.0,22.0,,,,,,
28079060,2019-01-12,,,35.0,52.0,,13.0,106.0,19.0,,,,,,
28079004,2019-01-13,16.0,0.7,70.0,62.0,,,170.0,,,,,,,
28079008,2019-01-13,11.0,0.4,57.0,82.0,18.0,30.0,170.0,14.0,3.3,1.4,0.5,1.89,1.74,0.15
28079011,2019-01-13,,,44.0,71.0,,,138.0,,2.5,0.9,0.4,,,
28079016,2019-01-13,,0.6,45.0,68.0,,,138.0,10.0,,,,,,
28079017,2019-01-13,7.0,,119.0,76.0,,,259.0,13.0,,,,,,
28079018,2019-01-13,14.0,0.7,50.0,61.0,,20.0,138.0,8.0,0.6,0.2,0.1,,,
28079024,2019-01-13,5.0,0.4,17.0,41.0,17.0,19.0,67.0,16.0,1.8,0.9,0.1,1.34,1.23,0.12
28079027,2019-01-13,,,62.0,61.0,,,155.0,10.0,,,,,,
28079035,2019-01-13,18.0,0.2,43.0,57.0,,,124.0,16.0,,,,,,
28079036,2019-01-13,9.0,0.6,54.0,74.0,,29.0,157.0,,,,,,,
28079038,2019-01-13,15.0,,61.0,70.0,18.0,29.0,162.0,,3.8,1.2,0.6,,,
28079039,2019-01-13,,0.7,76.0,75.0,,,191.0,8.0,,,,,,
28079040,2019-01-13,12.0,,46.0,71.0,,21.0,142.0,,,,,,,
28079047,2019-01-13,,,48.0,59.0,18.0,25.0,132.0,,,,,,,
28079048,2019-01-13,,,33.0,66.0,17.0,22.0,117.0,,,,,,,
28079049,2019-01-13,,,40.0,56.0,,,118.0,7.0,,,,,,
28079050,2019-01-13,,,39.0,65.0,21.0,27.0,124.0,,,,,,,
28079054,2019-01-13,,,76.0,73.0,,,190.0,10.0,,,,,,
28079055,2019-01-13,,,98.0,82.0,,34.0,232.0,,1.1,0.4,0.3,1.75,1.53,0.22
28079056,2019-01-13,,0.7,104.0,90.0,25.0,36.0,249.0,9.0,,,,,,
28079057,2019-01-13,13.0,0.4,36.0,60.0,,16.0,115.0,,,,,,,
28079058,2019-01-13,,,10.0,26.0,,,41.0,18.0,,,,,,
28079059,2019-01-13,,,35.0,52.0,,,105.0,13.0,,,,,,
28079060,2019-01-13,,,26.0,48.0,,14.0,88.0,15.0,,,,,,
28079004,2019-01-14,22.0,1.2,210.0,105.0,,,427.0,,,,,,,
28079008,2019-01-14,16.0,1.0,230.0,148.0,38.0,68.0,501.0,7.0,12.0,3.4,2.1,2.59,2.25,0.34
28079011,2019-01-14,,,168.0,119.0,,,377.0,,10.6,2.0,1.6,,,
