fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2002-01-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,6","20,9","0,6",23:59,"4,6",11:51,14,"7,5","25,8",23:34,"0,0","816,2",10,"813,3",06
2002-01-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,4","8,6","-0,9",06:04,"1,7",21:19,16,"9,7","21,7",01:35,"0,0","814,5",00,"810,1",24
2002-01-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,1","17,6","0,0",Varias,"2,2",04:40,14,"4,4","16,7",00:25,"0,0","811,8",23,"808,3",Varias
2002-01-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,0","2,5","-0,8",Varias,"2,8",13:30,18,"4,4","21,1",23:12,"3,9","817,1",21,"811,1",00
2002-01-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","1,7","-1,2",23:59,"0,4",00:00,17,"10,3","23,3",00:58,"0,0","820,5",21,"816,7",00
2002-01-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,7","1,2","-4,2",23:59,"-1,2",00:00,18,"5,6","15,8",18:53,"0,0","819,9",00,"816,1",24
2002-01-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,9","0,0","-6,2",06:10,"4,4",14:40,15,"2,5","11,1",08:43,"7,4","816,1",00,"811,0",24
2002-01-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,6","0,0","-5,6",04:30,"-1,5",00:00,15,"9,4","22,2",18:46,"0,0","816,2",24,"810,7",06
2002-01-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,3","0,5","-4,2",07:30,"-0,4",13:00,16,"6,1","21,1",07:21,"3,0","820,9",24,"816,2",00
2002-01-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,4","0,0","-4,8",08:10,"2,0",13:50,19,"3,3","9,4",03:06,"4,8","821,1",11,"819,7",Varias
2002-01-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,2","0,0","-3,0",06:30,"7,4",12:40,19,"1,7","5,8",23:55,"8,4","821,7",Varias,"820,6",06
2002-01-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,4","3,9","1,6",03:30,"9,2",12:50,20,"3,1","8,9",07:12,"5,8","822,5",23,"820,6",06
2002-01-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,1","11,4","0,2",23:59,"4,0",Varias,35,"5,0","16,7",18:02,"0,0","822,1",00,"818,9",24
2002-01-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","0,0","-2,6",22:40,"1,4",23:59,02,"3,3","13,6",04:54,"4,3","819,1",12,"817,4",24
2002-01-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","1,2","-2,8",23:40,"3,2",03:30,35,"4,2","15,0",23:00,"1,5","817,4",00,"813,9",15
