fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,velmedia,sol,presMax,horaPresMax,presMin,horaPresMin,dir,racha,horaracha
2006-10-05,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,5","0,0","5,3",23:40,"17,7",14:20,"2,5",,"908,4",14,"901,1",00,30,"8,6",10:10
2006-10-06,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"12,6","0,0","2,7",06:25,"22,4",14:40,"0,3",,"907,4",10,"901,8",16,31,"9,4",21:00
2006-10-07,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"16,2","0,0","10,8",23:35,"21,7",Varias,"0,8",,"904,0",10,"898,2",23,32,"6,9",04:10
2006-10-08,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"15,9","0,0","7,8",06:30,"24,0",13:50,"1,1",,"901,5",09,"897,5",Varias,15,"7,5",13:30
2006-10-09,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"15,7","0,0","7,9",06:35,"23,5",13:20,"1,4",,"902,6",09,"897,0",01,17,"6,9",14:40
2006-10-10,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"13,8","0,0","6,6",05:20,"21,1",13:00,"1,7",,"900,3",10,"896,4",24,15,"6,9",14:10
2006-10-11,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"13,5","0,0","8,4",06:25,"18,6",14:10,"1,9",,"898,7",24,"893,2",06,28,"9,7",16:20
2006-10-12,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,2","0,0","4,4",23:20,"18,0",Varias,"1,7",,"903,4",10,"898,5",00,33,"7,5",00:00
2006-10-13,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,7","0,0","1,1",05:50,"20,3",Varias,"0,8",,"905,6",10,"899,9",19,15,"6,7",13:50
2006-10-14,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,7","0,0","3,0",06:40,"20,4",Varias,"1,1",,"904,3",10,"897,4",20,08,"6,1",14:20
2006-10-15,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,4","0,0","5,1",01:30,"17,8",14:10,"0,8",,"899,2",Varias,"895,6",07,17,"6,9",14:10
2006-10-16,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"15,0",,"12,1",23:59,"17,9",13:10,"3,3",,"896,5",Varias,"891,5",24,14,"10,8",21:30
2006-10-17,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,4",,"10,6",Varias,"12,1",00:00,"1,9",,"891,8",09,"889,2",24,13,"9,2",00:20
2006-10-18,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,7",,"10,6",00:25,"12,8",Varias,"3,1",,"889,2",00,"883,3",15,14,"12,5",11:40
2006-10-19,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,8",,"10,3",05:05,"13,4",15:35,"1,4",,"887,0",23,"883,4",06,27,"7,8",11:00
2006-10-20,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,1",,"8,8",23:59,"13,4",14:25,"1,4",,"889,0",Varias,"884,9",05,25,"9,7",06:40
2006-10-21,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,6",,"6,2",04:20,"15,0",12:50,"1,4",,"892,6",13,"888,1",04,14,"6,7",14:30
2006-10-22,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,8",,"9,5",01:00,"14,0",18:25,"1,7",,"891,1",00,"886,7",Varias,15,"6,7",08:40
2006-10-23,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,0",,"5,3",23:50,"14,8",16:30,"3,1",,"892,7",21,"885,2",07,16,"10,3",07:00
2006-10-24,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"9,8",,"5,2",04:40,"14,5",23:59,"0,3",,"895,6",12,"889,5",24,13,"7,8",22:40
2006-10-25,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"14,0",,"12,0",13:40,"15,9",12:25,"3,3",,"889,5",00,"883,5",14,18,"14,4",11:20
2006-10-26,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,0",,"8,0",23:10,"13,9",Varias,"2,2",,"897,0",Varias,"884,0",04,15,"9,4",00:10
2006-10-27,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"12,6",,"7,2",02:00,"17,9",Varias,"0,3",,"907,2",18,"896,9",00,09,"5,0",14:20
2006-10-28,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"16,0",,"8,1",06:00,"24,0",13:30,"1,1",,"910,8",11,"904,6",19,15,"6,1",12:10
2006-10-29,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"17,2",,"8,3",04:30,"26,0",Varias,"0,6",,"908,4",09,"899,9",24,14,"3,9",15:10
2006-10-30,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"15,8",,"7,2",06:00,"24,3",13:30,"1,7",,"900,3",10,"895,8",22,12,"5,8",13:10
2006-10-31,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"14,2",,"6,9",06:25,"21,4",13:50,"0,6",,"900,4",21,"894,2",01,28,"3,9",14:50
2006-11-01,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"14,6",,"8,9",23:10,"20,4",14:00,"0,8",,"901,6",10,"896,0",03,14,"4,4",15:20
2006-11-02,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"12,0",,"6,4",06:20,"17,7",13:30,"1,1",,"900,1",11,"896,0",03,99,"5,0",15:40
2006-11-03,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,0",,"9,5",23:59,"12,5",00:05,"1,4",,"898,5",10,"895,5",Varias,11,"4,7",04:10
2006-11-04,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,,,,,,,"0,6",,,,,,,,
2006-11-05,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,,,"8,1",07:55,,Varias,"0,6",,"905,0",10,"901,9",02,14,"8,9",03:20
2006-11-06,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,3",,"9,4",Varias,"13,2",14:15,"0,8",,"903,7",00,"900,0",23,16,"4,2",17:00
2006-11-07,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,7",,"9,5",05:35,"11,9",14:40,"0,6",,"900,3",Varias,"897,2",18,10,"4,4",13:50
2006-11-08,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"12,2",,"10,4",Varias,"14,1",13:50,"0,8",,"905,8",23,"897,8",Varias,12,"5,6",14:30
2006-11-09,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,0",,"5,5",23:55,"16,6",13:50,"1,1",,"908,7",Varias,"904,8",17,15,"5,6",13:10
2006-11-10,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,3",,"3,1",06:20,"17,5",13:40,"0,6",,"910,5",13,"905,2",11,18,"4,7",12:30
2006-11-11,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,1",,"2,3",07:00,"17,9",12:40,"0,8",,"910,7",13,"905,3",11,10,"3,6",14:00
2006-11-12,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"9,2",,"3,5",04:40,"14,8",Varias,"1,9",,"907,3",Varias,"902,3",24,32,"10,0",13:40
2006-11-13,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"11,4",,"3,8",22:40,"18,9",12:40,"1,4",,"904,7",11,"899,1",18,31,"10,0",00:20
2006-11-14,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"9,2",,"1,4",06:40,"17,0",13:20,"1,4",,"901,2",11,"896,3",18,99,"4,2",Varias
2006-11-15,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"6,1",,"0,3",07:20,"11,9",Varias,"2,2",,"897,9",00,"890,2",23,12,"8,6",22:50
2006-11-16,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"7,4","0,0","3,9",23:59,"10,9",13:50,"2,5",,"892,5",Varias,"885,4",15,14,"10,6",13:40
2006-11-17,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,,,,,,,"1,4",,,,,,,,
2006-11-18,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"8,2","0,2","5,8",03:05,"10,5",12:50,"1,1",,"901,4",24,"895,9",04,14,"6,4",14:00
2006-11-19,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,8","1,0","7,7",05:00,"13,9",15:30,"0,3",,"904,4",Varias,"901,0",Varias,13,"3,9",13:50
2006-11-20,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,6","0,3","8,1",17:40,"13,1",14:00,"2,2",,"903,4",00,"900,4",14,31,"8,6",18:20
2006-11-21,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,4","0,1","8,6",Varias,"12,3",15:10,"3,3",,"901,1",00,"893,2",23,25,"18,1",21:10
2006-11-22,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,6","0,1","7,8",Varias,"13,3",Varias,"3,9",,"896,6",11,"891,3",Varias,24,"15,8",01:50
2006-11-23,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,6","2,2","7,7",Varias,"13,4",12:50,"1,9",,"894,1",01,"886,2",24,16,"8,6",23:30
2006-11-24,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,8","14,7","9,0",Varias,"12,7",21:30,"4,7",,"886,3",00,"880,4",17,13,"25,3",22:20
2006-11-25,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"8,3","2,3","6,1",23:50,"10,5",00:10,"1,7",,"893,3",24,"880,9",01,18,"12,2",00:10
2006-11-26,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"6,8","0,0","4,5",Varias,"9,0",14:30,"0,6",,"900,9",23,"893,1",01,16,"3,1",09:50
2006-11-27,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"6,4","0,5","3,6",07:20,"9,1",12:50,"1,4",,"902,5",Varias,"900,0",24,17,"4,4",12:00
2006-11-30,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"4,0","0,0","-1,6",05:00,"9,6",13:00,"1,1",,"909,1",Varias,"905,0",Varias,09,"4,7",12:00
2006-12-01,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"6,0","0,0","3,1",00:00,"8,8",Varias,"0,6",,"907,2",Varias,"901,5",24,25,"3,3",02:40
2006-12-02,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"6,5","3,8","5,2",23:50,"7,8",Varias,"1,4",,"901,5",00,"895,6",Varias,14,"5,6",06:00
2006-12-03,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"5,8","2,5","1,9",Varias,"9,8",23:59,"1,4",,"901,3",09,"898,5",00,19,"7,8",23:59
2006-12-04,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"10,9","2,3","9,2",08:10,"12,6",15:10,"0,3",,"903,6",Varias,"900,1",02,27,"8,6",02:40
2006-12-05,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"8,0","2,6","4,1",Varias,"11,8",11:00,"3,9",,"901,3",00,"888,9",21,21,"11,9",13:30
2006-12-06,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"4,6","0,0","2,9",07:45,"6,3",Varias,"3,6",,"901,3",Varias,"891,3",00,31,"16,1",06:30
2006-12-07,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,8","19,7","1,0",04:00,"6,5",23:59,"0,6",,"900,9",03,"889,7",24,28,"9,2",00:40
2006-12-08,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"5,2","0,0","2,4",21:40,"8,1",Varias,"5,3",,"895,1",Varias,"884,8",Varias,29,"17,8",08:50
2006-12-09,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,2","0,1","1,9",07:15,"4,6",13:00,"4,2",,"903,9",24,"895,0",04,24,"11,4",06:10
2006-12-11,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"2,1","0,0","-4,1",Varias,"8,3",14:30,"0,6",,"910,0",03,"903,3",Varias,31,"3,3",03:40
2006-12-12,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,6","0,0","-1,8",00:10,"9,0",Varias,"1,9",,"905,5",Varias,"900,9",15,01,"10,6",19:40
2006-12-13,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"4,6","0,0","-2,6",07:30,"11,9",15:10,"0,3",,"906,9",24,"902,6",14,01,"4,7",17:00
2006-12-14,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"5,4","0,0","-3,8",05:30,"14,5",15:10,"0,3",,"907,4",Varias,"903,3",Varias,28,"3,6",02:20
2006-12-15,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,3","0,0","-4,4",05:50,"11,0",14:10,"0,6",,"906,9",00,"901,4",15,12,"3,9",15:20
2006-12-16,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,9","0,0","-3,3",06:50,"11,1",14:10,"0,3",,"907,8",24,"902,9",15,25,"3,3",20:30
2006-12-17,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"4,1","0,0","-2,2",00:40,"10,4",12:30,"1,1",,"907,8",00,"903,3",15,31,"6,1",16:00
2006-12-18,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,7","0,0","1,6",22:05,"5,8",13:00,"2,8",,"904,3",00,"899,6",14,31,"11,1",14:50
2006-12-19,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"0,8","0,0","-2,6",22:00,"4,3",14:30,"2,5",,"901,2",22,"897,1",Varias,33,"11,7",08:10
2006-12-20,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"0,7","0,0","-4,4",Varias,"5,8",Varias,"1,1",,"907,2",23,"900,3",02,35,"5,3",04:30
2006-12-21,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"1,2","0,0","-5,4",06:50,"7,8",Varias,"1,9",,"908,9",Varias,"904,1",Varias,34,"10,6",14:40
2006-12-22,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"0,0","0,0","-4,6",05:50,"4,6",11:40,"1,9",,"908,9",00,"903,5",14,33,"12,2",12:40
2006-12-23,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"0,1","0,0","-5,5",07:35,"5,7",14:50,"0,8",,"908,9",24,"904,8",00,31,"4,7",13:20
2006-12-24,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,1","0,0","-5,1",05:20,"11,3",14:55,"1,1",,"908,8",00,"904,4",14,02,"3,9",16:00
2006-12-25,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,8","0,0","-4,2",04:50,"11,7",14:20,"0,8",,"908,2",00,"903,5",Varias,16,"4,2",15:00
2006-12-26,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,8","0,0","-4,0",07:45,"11,7",Varias,"0,0",,"909,7",24,"905,0",Varias,14,"4,2",14:10
2006-12-27,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,7","0,0","-3,5",23:59,"10,9",13:30,"0,6",,"910,1",09,"905,4",Varias,99,"5,0",Varias
2006-12-28,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"2,2","0,0","-5,0",05:50,"9,4",Varias,"1,7",,"909,0",00,"903,5",15,10,"4,7",14:40
2006-12-29,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"2,4","0,0","-5,0",04:40,"9,7",13:00,"0,8",,"908,9",23,"904,4",Varias,15,"3,9",13:50
2006-12-30,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"4,0","0,0","0,9",21:00,"7,0",Varias,"0,8",,"914,7",Varias,"908,0",04,13,"3,6",14:40
2006-12-31,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,"3,0","0,0","-0,4",08:05,"6,3",14:00,"0,6",,"917,3",09,"914,1",Varias,09,"3,9",14:20
2006-01-01,3191E,COLMENAR VIEJO,MADRID,1004,"5,3","0,1","3,1",06:30,"7,5",13:10,"2,5","7,5","907,9",24,"902,1",08,35,"17,5",11:50
2006-01-02,3191E,COLMENAR VIEJO,MADRID,1004,"5,4","0,0","2,6",03:55,"8,2",13:30,"1,7","5,7","910,3",23,"907,9",00,01,"16,4",23:30
2006-01-03,3191E,COLMENAR VIEJO,MADRID,1004,"6,2","0,0","2,4",23:59,"10,0",13:50,"4,7","8,5","910,9",12,"908,7",24,04,"16,4",08:32
2006-01-04,3191E,COLMENAR VIEJO,MADRID,1004,"5,8","0,0","1,6",03:40,"9,9",14:40,"4,7","8,1","908,7",00,"902,2",24,07,"15,6",12:04
2006-01-05,3191E,COLMENAR VIEJO,MADRID,1004,"4,1",Ip,"1,0",23:59,"7,2",15:00,"3,1","7,0","902,2",00,"896,5",24,17,"6,7",11:00
2006-01-06,3191E,COLMENAR VIEJO,MADRID,1004,"1,8","25,0","0,2",23:50,"3,4",16:10,"1,9","0,0","896,5",00,"893,1",19,04,"9,7",23:30
2006-01-07,3191E,COLMENAR VIEJO,MADRID,1004,"2,4","0,5","0,4",00:30,"4,5",15:10,"4,7","0,0","899,0",24,"895,8",00,06,"10,8",03:30
2006-01-08,3191E,COLMENAR VIEJO,MADRID,1004,"4,4","0,0","3,0",Varias,"5,8",16:50,"0,8","0,0","906,6",24,"899,0",00,03,"8,3",03:51
2006-01-09,3191E,COLMENAR VIEJO,MADRID,1004,"3,0","0,2","0,8",23:59,"5,1",14:15,"1,7","0,0","910,2",12,"906,6",00,07,"8,9",23:33
2006-01-10,3191E,COLMENAR VIEJO,MADRID,1004,"3,0",Ip,"0,8",Varias,"5,2",21:00,"7,5","0,2","912,3",24,"906,2",06,05,"15,6",07:50
2006-01-11,3191E,COLMENAR VIEJO,MADRID,1004,"5,7","0,0","3,0",Varias,"8,4",15:30,"1,7","4,8","915,0",12,"912,3",00,02,"6,7",10:30
2006-01-12,3191E,COLMENAR VIEJO,MADRID,1004,"5,1","0,0","2,0",02:30,"8,2",14:10,"1,1","8,4","914,1",00,"909,2",24,08,"7,2",10:50
2006-01-13,3191E,COLMENAR VIEJO,MADRID,1004,"3,5","0,0","1,6",Varias,"5,4",14:20,"1,7","0,5","909,2",00,"908,1",18,14,"6,1",11:12
2006-01-14,3191E,COLMENAR VIEJO,MADRID,1004,"2,8","0,0","0,5",04:40,"5,2",14:40,"2,5","0,7","908,6",12,"907,2",Varias,03,"5,6",05:20
2006-01-15,3191E,COLMENAR VIEJO,MADRID,1004,"2,2","11,0","0,0",Varias,"4,3",13:30,"2,8","0,5","907,2",00,"901,6",Varias,22,"9,7",13:25
2006-01-16,3191E,COLMENAR VIEJO,MADRID,1004,"1,5","0,2","-0,2",Varias,"3,2",23:59,"2,8","0,2","903,8",24,"899,6",07,07,"7,8",17:23
2006-01-17,3191E,COLMENAR VIEJO,MADRID,1004,"4,8","0,0","2,3",03:15,"7,2",14:15,"1,7","1,8","906,5",24,"903,8",00,22,"7,2",14:33
2006-01-18,3191E,COLMENAR VIEJO,MADRID,1004,"7,4","0,0","2,7",03:40,"12,0",14:15,"3,6","8,2","908,3",11,"905,0",17,03,"12,8",17:37
2006-01-19,3191E,COLMENAR VIEJO,MADRID,1004,"8,6","0,0","3,8",04:40,"13,5",14:20,"1,7","8,8","906,8",24,"903,2",15,14,"4,2",12:38
2006-01-20,3191E,COLMENAR VIEJO,MADRID,1004,"6,6","0,2","3,6",23:59,"9,6",14:15,"1,4","7,4","909,9",12,"906,8",00,12,"6,7",11:10
2006-01-21,3191E,COLMENAR VIEJO,MADRID,1004,"3,6","0,2","1,5",Varias,"5,7",15:15,"2,2","2,8","910,4",12,"908,8",18,08,"5,3",03:34
2006-01-22,3191E,COLMENAR VIEJO,MADRID,1004,"3,3","0,0","0,4",05:00,"6,2",14:15,"1,4","4,9","910,5",24,"906,6",02,26,"5,6",10:00
2006-01-23,3191E,COLMENAR VIEJO,MADRID,1004,"5,4","0,0","1,9",23:59,"9,0",15:10,"0,6","6,7","911,0",09,"908,2",16,12,"6,1",09:10
2006-01-24,3191E,COLMENAR VIEJO,MADRID,1004,"1,2","0,0","-1,6",09:10,"4,0",14:30,"2,8","0,0","911,5",12,"907,8",24,05,"6,7",22:40
2006-01-25,3191E,COLMENAR VIEJO,MADRID,1004,"1,4","0,0","-0,6",23:59,"3,4",12:40,"1,7","1,4","907,8",00,"900,1",24,13,"8,9",09:00
2006-01-26,3191E,COLMENAR VIEJO,MADRID,1004,"2,3","0,0","-1,8",05:50,"6,4",14:30,"1,1","7,4","900,1",00,"894,4",18,,,
2006-01-27,3191E,COLMENAR VIEJO,MADRID,1004,"-0,6","0,3","-3,8",23:59,"2,6",13:20,"5,8","7,8","895,3",12,"893,5",17,01,"13,3",19:00
2006-01-28,3191E,COLMENAR VIEJO,MADRID,1004,"-0,6","0,0","-4,2",01:30,"3,0",14:20,"6,7","8,7","895,2",01,"892,6",17,01,"19,7",06:40
2006-01-29,3191E,COLMENAR VIEJO,MADRID,1004,"-2,0","0,6","-4,6",23:59,"0,6",15:30,"4,2","0,0","898,0",24,"893,8",08,05,"9,7",04:25
2006-01-30,3191E,COLMENAR VIEJO,MADRID,1004,"0,8",Ip,"-4,8",00:45,"6,4",14:15,"3,1","1,6","902,7",24,"898,0",00,04,"13,3",13:15
2006-01-31,3191E,COLMENAR VIEJO,MADRID,1004,"5,4","0,0","0,2",03:30,"10,5",14:10,"1,9","8,7","906,8",24,"902,7",00,21,"6,1",14:01
2006-02-01,3191E,COLMENAR VIEJO,MADRID,1004,"6,8","0,0","2,3",06:20,"11,4",14:40,"2,2","7,5","907,8",12,"905,1",19,15,"6,1",13:20
2006-02-02,3191E,COLMENAR VIEJO,MADRID,1004,"6,7","0,0","2,2",07:10,"11,2",14:50,"2,2","7,3","905,6",00,"900,3",24,11,"7,2",11:04
2006-02-03,3191E,COLMENAR VIEJO,MADRID,1004,"7,8","0,0","3,8",06:30,"11,7",14:15,"1,4","7,9","900,3",00,"896,1",18,04,"7,2",22:15
2006-02-04,3191E,COLMENAR VIEJO,MADRID,1004,"3,6","0,0","-0,8",Varias,"8,0",14:30,"1,1","8,5","900,9",24,"897,9",00,01,"7,2",01:03
2006-02-05,3191E,COLMENAR VIEJO,MADRID,1004,"3,6","0,0","-1,6",06:10,"8,7",15:10,"1,7","8,9",,,,,19,"4,7",12:31
2006-02-06,3191E,COLMENAR VIEJO,MADRID,1004,"5,7","0,0","0,4",05:00,"11,0",15:00,"1,9","9,1","909,2",24,"905,6",00,11,"6,1",11:04
2006-02-07,3191E,COLMENAR VIEJO,MADRID,1004,"6,5","0,0","1,9",06:45,"11,1",15:30,"1,7","9,2","909,8",11,"905,9",24,11,"8,3",10:40
2006-02-08,3191E,COLMENAR VIEJO,MADRID,1004,"7,5","0,0","3,0",07:00,"12,0",15:30,"1,4","8,1","905,9",00,"902,2",18,10,"7,8",11:03
2006-02-09,3191E,COLMENAR VIEJO,MADRID,1004,"8,0","0,0","3,2",06:15,"12,8",14:45,"1,7","9,1","903,5",12,"900,4",Varias,13,"7,2",12:10
2006-02-10,3191E,COLMENAR VIEJO,MADRID,1004,"9,0","0,0","5,5",05:40,"12,6",14:30,"0,8","6,0","902,2",24,"900,6",Varias,20,"5,6",14:53
2006-02-11,3191E,COLMENAR VIEJO,MADRID,1004,"9,7","0,0","6,4",03:30,"13,0",14:30,"1,1","3,6","904,5",24,"902,2",00,18,"4,7",14:03
2006-02-12,3191E,COLMENAR VIEJO,MADRID,1004,"7,8","0,0","3,4",06:15,"12,2",15:20,"1,7","8,5","908,7",10,"904,5",00,06,"6,7",01:20
2006-02-13,3191E,COLMENAR VIEJO,MADRID,1004,"10,0","0,0","5,0",05:10,"15,0",15:10,"2,8","9,2","907,9",00,"905,6",18,20,"7,8",12:10
2006-02-14,3191E,COLMENAR VIEJO,MADRID,1004,"8,8","0,0","4,2",07:00,"13,4",15:50,"1,7","9,1","907,2",24,"905,2",06,15,"9,2",12:28
2006-02-15,3191E,COLMENAR VIEJO,MADRID,1004,"7,0","0,0","3,4",05:50,"10,6",14:15,"2,5","4,2","907,2",00,"902,2",24,11,"7,8",11:13
2006-02-16,3191E,COLMENAR VIEJO,MADRID,1004,"6,9",Ip,"3,1",03:00,"10,7",16:10,"7,5","5,0","902,2",00,"896,3",14,26,"15,0",16:40
2006-02-17,3191E,COLMENAR VIEJO,MADRID,1004,"5,8","0,0","2,4",07:20,"9,2",14:20,"7,8","8,8","899,7",10,"897,0",18,23,"13,9",16:00
2006-02-18,3191E,COLMENAR VIEJO,MADRID,1004,"6,2","10,1","4,0",05:00,"8,4",13:30,"5,8","3,8","898,8",12,"890,8",24,23,"17,5",23:30
2006-02-19,3191E,COLMENAR VIEJO,MADRID,1004,"3,5","0,1","0,6",04:30,"6,4",11:50,"8,6","6,3","895,7",22,"889,9",08,25,"21,1",10:55
2006-02-20,3191E,COLMENAR VIEJO,MADRID,1004,"3,3",Ip,"0,6",Varias,"6,0",15:40,"3,9","2,5","895,3",00,"892,5",17,27,"13,3",13:10
2006-02-21,3191E,COLMENAR VIEJO,MADRID,1004,"3,0","0,0","0,7",Varias,"5,2",15:15,"4,2","0,5","896,3",24,"892,5",06,01,"11,9",13:00
2006-02-22,3191E,COLMENAR VIEJO,MADRID,1004,"2,2","1,7","0,0",Varias,"4,5",13:50,"4,4","1,7","900,3",24,"896,1",04,08,"12,8",10:10
2006-02-23,3191E,COLMENAR VIEJO,MADRID,1004,"1,0","0,6","-1,4",23:05,"3,4",12:05,"1,9","1,3","901,0",10,"897,4",24,11,"7,2",12:50
2006-02-24,3191E,COLMENAR VIEJO,MADRID,1004,"2,3","1,7","-1,3",01:50,"5,9",13:50,"5,3","8,9","897,4",00,"893,6",18,26,"12,5",14:19
2006-02-25,3191E,COLMENAR VIEJO,MADRID,1004,"0,4","26,1","-2,6",05:50,"3,3",15:15,"3,9","0,1","894,2",00,"889,0",24,23,"11,9",18:56
2006-02-26,3191E,COLMENAR VIEJO,MADRID,1004,"0,2","0,3","-2,0",06:50,"2,3",23:59,"2,2","1,4","891,7",24,"882,8",07,03,"17,5",23:25
2006-02-27,3191E,COLMENAR VIEJO,MADRID,1004,"4,0","0,0","0,2",06:30,"7,9",14:00,"1,9","9,7","898,4",24,"891,7",00,02,"16,4",01:57
2006-02-28,3191E,COLMENAR VIEJO,MADRID,1004,"4,2","0,0","-0,8",07:00,"9,3",15:45,"1,4","10,2","898,7",12,"896,9",18,10,"13,3",13:00
2006-03-01,3191E,COLMENAR VIEJO,MADRID,1004,"3,0","0,0","-2,2",05:05,"8,3",15:40,"2,2","10,3","897,9",23,"896,0",17,07,"10,3",10:12
2006-03-02,3191E,COLMENAR VIEJO,MADRID,1004,"4,2","0,0","-1,1",06:30,"9,5",14:15,"3,9","8,7","901,2",24,"897,0",00,26,"12,8",15:09
2006-03-03,3191E,COLMENAR VIEJO,MADRID,1004,"5,2","2,7","1,2",07:00,"9,3",12:30,"5,0","6,2","901,2",00,"900,0",06,20,"12,8",16:59
2006-03-04,3191E,COLMENAR VIEJO,MADRID,1004,"5,9","10,2","4,0",23:59,"7,8",13:00,"7,2","0,0","900,8",00,"886,2",24,25,"20,6",13:09
2006-03-05,3191E,COLMENAR VIEJO,MADRID,1004,"1,2","0,2","-1,5",06:30,"4,0",00:00,"10,3","4,4","904,9",24,"884,1",04,35,"25,3",09:05
2006-03-06,3191E,COLMENAR VIEJO,MADRID,1004,"4,0","0,0","-0,4",07:00,"8,5",15:25,"3,1","10,2","911,8",23,"904,9",00,35,"11,9",02:00
2006-03-07,3191E,COLMENAR VIEJO,MADRID,1004,"8,2","0,0","2,3",06:25,"14,2",14:40,"0,8","5,6","911,7",00,"910,5",18,25,"9,7",14:05
2006-03-08,3191E,COLMENAR VIEJO,MADRID,1004,"11,8","0,0","6,5",06:10,"17,2",14:30,"3,1","8,6","910,7",00,"907,2",24,28,"11,4",21:48
