fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,velmedia,sol,presMax,horaPresMax,presMin,horaPresMin,dir,racha,horaracha
2006-01-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-4,2","15,0","-5,3",Varias,"-3,2",16:00,"7,5","0,0","811,5",00,"805,8",24,,,
2006-01-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,0","1,6","-4,3",07:45,"-1,8",13:08,"1,7","0,0","809,4",24,"804,3",06,,,
2006-01-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,0","0,4","-4,5",07:42,"0,4",12:25,"1,1","1,3","813,5",23,"809,4",00,,,
2006-01-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,2","0,0","-1,3",00:37,"0,8",13:27,"2,5","0,0","815,3",11,"812,7",24,,,
2006-01-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","-0,8",00:00,"9,5",14:27,"1,1","8,4","815,0",24,"811,3",06,,,
2006-01-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,8","0,0","2,1",22:47,"9,6",12:08,"0,0","8,5","816,9",11,"814,7",01,,,
2006-01-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,6","0,0","1,6",07:09,"9,7",11:19,"0,8","8,5","816,9",10,"814,9",05,,,
2006-01-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","-0,9",23:59,"9,7",13:25,"1,7","8,5","815,7",00,"813,5",14,,,
2006-01-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,6","0,0","-3,8",05:11,"9,0",13:07,"0,3","8,6","815,8",11,"814,2",05,,,
2006-01-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,0","0,0","-4,1",20:53,"2,0",01:11,"6,4","8,1","814,6",00,"812,3",15,,,
2006-01-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,6","0,0","-6,1",08:27,"1,0",23:59,"7,2","0,0","812,5",00,"804,9",24,,,
2006-01-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","0,0","-4,6",23:59,"5,7",11:38,"0,0","8,3","804,9",00,"801,9",Varias,,,
2006-01-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-8,2",Ip,"-12,1",22:00,"-4,4",00:21,"3,6","3,6","801,9",00,"798,5",16,,,
2006-01-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-11,1","0,2","-13,2",02:45,"-9,0",15:30,"4,7","0,0","799,5",00,"797,9",17,,,
2006-01-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-8,4","0,2","-10,8",08:09,"-6,0",14:26,"5,0","0,0","801,5",24,"797,1",06,,,
2006-01-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,0","0,6","-10,2",02:50,"0,1",11:00,"1,9","2,7","809,5",24,"801,5",00,,,
2006-01-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,7","0,0","-6,0",00:10,"7,4",12:50,"1,1","8,8","813,4",24,"809,4",02,,,
2006-02-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,8","0,0","0,2",02:30,"7,5",11:30,"0,3","8,8","814,1",12,"812,6",Varias,,,
2006-02-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,5","0,0","-1,2",23:30,"6,2",11:00,"1,4","4,4","812,6",00,"807,1",24,,,
2006-02-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,9","0,0","-1,2",00:20,"5,0",10:25,"1,4","6,2","807,1",00,"804,3",15,,,
2006-02-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-4,1",Ip,"-7,2",07:30,"-1,0",00:00,"1,1","1,6","807,9",24,"805,1",05,,,
2006-02-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,0","0,0","-5,6",05:40,"3,7",13:30,"1,4","8,9","813,1",21,"807,9",00,,,
2006-02-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,8","0,0","-3,4",01:45,"6,9",10:55,"1,9","8,9","815,8",24,"812,3",Varias,,,
2006-02-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","0,0","-0,3",03:18,"8,7",14:09,"0,3","8,9","815,8",00,"813,0",24,,,
2006-02-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4","0,0","0,2",05:33,"6,6",15:27,"1,4","8,9","813,0",00,"810,1",17,,,
2006-02-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,9","0,0","1,6",19:05,"10,2",12:11,"0,8","8,7","810,7",00,"809,0",18,,,
2006-02-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","1,7",19:06,"7,0",13:03,"1,9","6,0","810,5",23,"808,6",05,,,
2006-02-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","0,2","1,1",06:20,"7,2",14:12,"1,4","2,1","812,5",24,"809,7",04,,,
2006-02-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,5","0,0","0,1",08:00,"6,9",12:05,"3,1","8,9","815,7",22,"812,5",00,,,
2006-02-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,9","0,0","0,8",04:20,"11,0",13:21,"1,7","9,0","815,8",12,"813,9",24,,,
2006-02-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,8","0,0","0,7",23:34,"9,0",13:33,"0,3","9,0","815,5",22,"812,6",04,,,
2006-02-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,8","0,0","-0,8",07:29,"6,5",12:12,"1,9","5,6","814,7",00,"810,2",24,,,
2006-02-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","5,4","-2,5",23:54,"3,0",14:53,"5,8","3,1","810,2",00,"804,3",15,,,
2006-02-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,4","2,6","-3,7",06:15,"4,5",14:19,"3,9","7,3","806,5",12,"803,4",23,,,
2006-02-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","17,6","-3,4",07:42,"2,2",11:33,"6,4","2,8","805,5",11,"796,3",24,,,
2006-02-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,6","6,2","-5,5",17:49,"-1,7",00:04,"8,1","1,6","801,8",23,"794,7",04,,,
2006-02-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-4,6","26,4","-5,8",04:43,"-3,5",12:30,"3,1","0,0","801,8",00,"798,9",17,,,
2006-02-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,9","15,4","-7,4",23:43,"-4,4",12:07,"3,6","0,0","802,1",24,"798,2",05,,,
2006-02-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-6,9","3,4","-8,4",04:49,"-5,4",11:00,"1,1","0,1","805,0",23,"801,3",04,,,
2006-02-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-7,0","8,2","-8,6",07:01,"-5,3",11:47,"0,8","0,0","805,3",12,"802,6",24,,,
2006-02-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-6,0","4,1","-8,1",08:33,"-3,8",13:43,"1,4","3,9","802,6",00,"799,5",24,,,
2006-02-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,5","46,2","-7,6",00:36,"-3,4",15:19,"5,6","0,0","799,7",01,"793,4",24,,,
2006-02-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,6","10,8","-7,0",07:53,"-4,3",03:12,"2,2","0,2","799,7",24,"789,5",Varias,,,
2006-02-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,0","0,0","-7,8",21:53,"-2,1",13:47,"0,6","0,4","805,5",24,"799,7",00,,,
2006-02-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,7","0,0","-8,0",03:08,"2,6",13:02,"0,3","10,4","805,9",12,"804,1",18,,,
2006-03-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,6","0,0","-6,4",23:57,"3,2",12:37,"0,6","10,2","805,1",23,"803,1",16,01,"1,1",18:00
2006-03-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,8","0,0","-7,1",06:11,"1,5",12:19,"1,9","5,5","808,6",23,"804,2",04,32,"3,6",15:00
2006-03-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","0,0","-2,7",01:52,"3,0",12:22,"5,3","3,0","808,5",12,"806,7",05,27,"6,7",18:00
2006-03-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,7","24,1","-3,4",23:59,"2,0",12:15,"8,9","0,0","807,0",00,"793,1",23,27,"9,7",13:00
2006-03-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-6,6","4,4","-9,8",09:12,"-3,4",00:00,"9,2","0,0","811,4",24,"792,3",02,36,"15,0",06:00
2006-03-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,6","0,0","-7,6",07:03,"-3,6",14:42,"3,3","0,0","817,1",24,"811,4",00,36,"5,0",Varias
2006-03-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","2,0","-4,4",06:21,"3,3",20:45,"3,6","0,0","819,1",21,"816,1",06,35,"3,9",Varias
2006-03-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,5","0,0","0,4",05:15,"6,6",13:58,"3,1","7,8","818,5",00,"815,4",24,36,"3,9",Varias
2006-03-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,8","1,9","-2,8",23:59,"4,5",09:37,"6,4","1,3","815,4",00,"811,0",16,34,"13,9",Varias
2006-03-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,8","0,0","-5,1",06:44,"-0,6",14:10,"5,6","1,0","815,0",12,"812,7",04,28,"6,9",18:00
2006-03-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,2","0,5","-2,2",00:19,"4,5",17:22,"8,9","0,1","817,0",22,"811,1",04,36,"13,9",Varias
2006-03-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,5","0,0","0,1",07:00,"6,9",15:36,"2,5","6,5","817,0",10,"813,9",24,36,"5,0",Varias
2006-03-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,0","0,0","4,0",00:58,"11,9",11:46,"1,1","10,7","813,9",00,"811,3",16,33,"1,9",12:00
2006-03-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,2","0,0","4,2",07:12,"12,2",14:02,"0,6","10,6","812,7",00,"810,7",16,34,"1,4",16:00
2006-03-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,3","0,0","5,0",07:10,"11,6",13:06,"0,6","10,3","811,1",00,"808,9",17,31,"1,1",Varias
2006-03-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,8","0,0","3,0",05:29,"10,6",13:48,"2,8","10,1","809,3",00,"805,4",24,19,"8,6",22:52
2006-03-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,6","58,1","1,1",11:43,"4,0",00:00,"10,0","0,0","805,4",00,"798,3",24,19,"21,4",17:40
2006-03-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,2","39,0","0,2",03:24,"2,3",00:14,"5,6","0,0","798,5",00,"795,5",15,22,"20,3",21:02
2006-03-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,3","14,7","-1,4",09:49,"2,0",00:12,"8,3","0,0","799,5",20,"795,9",02,23,"19,2",01:16
2006-03-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,0","3,5","-2,7",06:15,"0,6",15:53,"6,7","0,6","800,3",Varias,"798,7",06,20,"13,6",18:38
2006-03-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,8","3,3","-0,7",Varias,"2,2",12:15,"2,5","0,3","802,7",23,"799,1",04,32,"11,9",19:41
2006-03-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,4","2,5","-2,5",08:36,"-0,3",Varias,"3,6","0,1","806,9",22,"802,3",00,26,"11,7",01:15
2006-03-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,0","14,1","-0,4",00:00,"2,3",23:05,"10,0","0,0","806,2",00,"801,9",24,22,"22,5",17:06
2006-03-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,9","0,3","1,0",05:46,"6,8",13:46,"7,5","4,6","811,5",24,"801,3",02,26,"23,6",08:22
2006-03-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0","0,0","0,8",03:54,"11,2",13:05,"2,8","9,7","815,4",22,"811,0",04,20,"12,8",21:16
2006-03-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,8","0,0","3,5",01:30,"8,0",17:23,"9,2","2,7","815,1",00,"810,7",17,23,"23,9",22:59
2006-03-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,9","2,4","0,5",23:59,"7,3",12:38,"5,3","2,9","811,7",11,"809,7",17,24,"16,9",00:08
2006-03-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,7",Ip,"-2,6",08:52,"6,0",15:52,"3,6","7,4","813,3",13,"810,2",03,27,"15,3",03:32
2006-03-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,9","2,4","-1,1",06:26,"8,9",15:37,"2,5","2,8","815,3",22,"810,5",04,30,"10,8",20:32
2006-03-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,6","0,2","3,6",00:23,"9,5",16:52,"6,4","4,6","815,7",10,"814,1",18,16,"14,2",14:38
2006-03-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,1","0,0","4,6",22:58,"13,6",13:43,"4,7","9,6","815,5",10,"813,3",24,25,"12,5",05:54
2006-04-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,2","0,0","2,6",23:59,"9,9",14:26,"1,9","8,6","814,5",24,"811,8",06,23,"8,3",00:16
2006-04-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,6","0,0","1,3",06:10,"9,9",15:01,"2,2","10,3","816,5",21,"813,5",04,32,"6,9",15:29
2006-04-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,2","0,0","3,0",03:26,"13,4",16:15,"3,3","4,5","816,3",01,"812,5",24,18,"11,7",23:31
2006-04-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,7","0,0","2,2",23:59,"13,2",12:24,"8,9","9,9","812,5",00,"803,7",24,21,"21,1",16:11
2006-04-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,6","8,9","0,3",06:24,"8,8",10:23,"3,6","4,5","803,7",00,"801,9",16,20,"13,3",13:09
2006-04-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,2","4,3","0,9",05:00,"5,4",11:35,"4,7","1,4","805,5",23,"801,1",04,24,"12,2",15:16
2006-04-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,7","5,5","1,4",04:15,"6,0",11:30,"1,1","0,0","809,8",24,"805,1",Varias,11,"1,4",Varias
2006-04-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,8","0,0","2,1",Varias,"11,5",12:40,"5,3","11,0","809,8",00,"807,4",24,18,"6,9",13:00
2006-04-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,0","0,0","3,4",23:45,"10,5",Varias,"7,5","9,7","807,4",00,"803,9",Varias,22,"8,3",Varias
2006-04-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,5","0,1","-2,0",20:00,"5,0",15:10,"2,8","1,4","809,7",Varias,"804,3",Varias,02,"4,2",07:00
2006-04-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,0","0,0","-1,7",Varias,"9,8",Varias,"0,8","12,0","812,9",20,"809,0",04,35,"2,8",08:00
2006-04-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,8","0,0","1,2",05:10,"10,3",13:57,"3,1","12,0","813,7",23,"810,7",05,32,"8,3",16:12
2006-04-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,4","0,0","2,4",00:17,"14,4",14:58,"2,2","12,4","814,3",11,"812,5",05,21,"10,8",23:15
2006-04-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,3","21,9","4,6",23:59,"12,0",11:36,"8,6","4,1","812,7",00,"806,9",24,22,"25,0",23:58
2006-04-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","5,7","1,9",23:41,"6,6",14:23,"4,4","7,1","812,9",22,"805,1",01,19,"26,9",01:05
2006-04-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,0","5,8","0,5",22:32,"7,5",10:56,"3,1","4,2","812,5",00,"808,9",24,21,"9,2",12:44
2006-04-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","8,5","-0,8",21:07,"2,0",12:52,"3,1","0,0","810,3",24,"807,1",06,34,"11,4",15:55
2006-04-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,5","0,0","-1,5",Varias,"8,5",13:56,"3,1","11,2","810,6",11,"809,3",24,35,"6,9",Varias
2006-04-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,7","0,0","1,2",05:37,"10,2",14:22,"3,1","11,3","810,7",22,"808,5",Varias,35,"7,5",17:34
2006-04-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,0","0,0","0,7",05:20,"9,2",16:19,"1,7","7,7","810,3",00,"808,1",24,24,"7,5",23:18
2006-04-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,2","25,8","-0,3",23:51,"4,6",07:43,"6,4","2,6","808,1",00,"804,5",14,21,"17,5",12:42
2006-04-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","4,0","-0,6",05:00,"8,9",12:20,"5,3","7,4","809,1",23,"804,2",03,18,"15,0",03:22
2006-04-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0",Ip,"3,1",05:49,"8,9",13:44,"4,2","0,7","809,0",21,"807,8",06,10,"12,5",22:10
2006-04-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,6","5,0","5,2",06:01,"17,9",11:40,"1,9","8,4","811,5",22,"808,1",04,13,"10,0",22:57
2006-04-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,0","0,1","7,3",00:05,"16,6",10:04,"2,2","10,4","815,4",22,"810,7",02,34,"8,9",16:04
2006-04-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,2","0,0","7,4",04:50,"15,0",15:07,"4,4","12,9","816,3",21,"814,3",04,34,"10,3",16:47
2006-04-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,4","0,0","3,2",23:59,"15,6",13:05,"3,3","9,4","816,2",00,"812,7",18,02,"9,2",16:30
2006-04-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,3","0,0","0,2",23:50,"10,4",14:23,"3,6","6,6","813,1",00,"809,4",24,34,"10,3",17:54
2006-04-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,9","0,0","-2,2",03:23,"10,0",15:54,"2,8","12,2","809,4",00,"807,9",05,31,"8,6",12:39
2006-04-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,9","0,0","3,0",02:25,"12,8",15:38,"2,2","13,0","808,6",00,"806,7",Varias,34,"6,1",16:06
2006-05-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,8","0,0","4,4",05:22,"15,2",13:34,"2,8","11,3","808,1",22,"805,9",05,21,"8,9",12:13
2006-05-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,0","0,9","6,8",06:00,"15,3",14:38,"3,6","11,8","808,3",11,"806,9",04,23,"15,3",12:38
2006-05-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,8","11,6","5,3",23:45,"12,4",13:07,"5,8","1,6","807,4",21,"805,9",07,14,"19,4",03:45
2006-05-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,2","16,0","5,2",Varias,"11,1",12:16,"3,1","1,3","813,0",24,"806,5",03,15,"15,8",00:46
2006-05-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,2","14,2","4,6",05:12,"11,9",13:31,"5,6","3,8","815,7",21,"812,5",01,19,"14,4",17:31
2006-05-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,7","16,8","5,3",20:04,"12,1",12:07,"2,2","3,5","815,3",00,"813,3",24,21,"9,4",00:10
2006-05-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0","0,0","1,6",23:59,"10,4",14:58,"5,8","7,5","813,3",00,"809,9",18,21,"15,0",08:27
2006-05-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,8","0,0","-2,2",04:17,"7,8",15:26,"3,9","11,3","812,7",22,"809,8",04,32,"8,9",15:43
2006-05-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,8","0,0","2,2",01:29,"13,5",12:51,"2,5","8,6","813,4",10,"811,8",03,21,"6,9",11:13
2006-05-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,2","0,0","7,0",04:05,"17,5",12:51,"2,5","6,9","811,9",00,"809,1",18,18,"6,9",12:44
2006-05-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,0","1,0","7,1",23:55,"18,8",11:50,"4,2","8,7","811,5",23,"808,7",05,22,"13,9",15:30
2006-05-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,2","0,0","7,0",05:09,"15,5",14:37,"4,2","11,4","815,3",22,"810,9",01,17,"11,4",00:21
2006-05-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,3","0,0","7,6",05:09,"19,0",14:10,"3,1","10,1","816,9",21,"814,1",02,23,"10,3",09:50
2006-05-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,6","0,0","9,1",05:50,"18,0",14:05,"6,1","9,6","816,5",11,"815,0",15,21,"13,6",13:56
2006-05-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"15,2","0,0","10,2",04:26,"20,2",13:03,"4,4","10,4","816,1",11,"814,6",04,21,"13,1",09:31
2006-05-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"16,4","0,0","11,2",04:08,"21,7",14:12,"4,4","12,1","818,6",22,"815,0",03,26,"11,9",09:21
2006-05-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"17,4","0,0","12,0",23:59,"22,7",10:45,"6,7","7,4","819,1",12,"817,3",20,22,"23,6",19:21
2006-05-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"10,6","0,0","5,0",23:54,"16,3",15:37,"2,8","4,5","818,9",23,"816,1",04,24,"13,9",04:28
2006-05-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,3","0,0","2,4",03:07,"16,2",12:50,"2,5","12,6","818,6",00,"815,7",24,01,"10,8",23:23
2006-05-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,8","0,0","3,7",04:50,"14,0",14:45,"3,6","10,2","815,7",00,"811,4",23,34,"11,7",16:30
2006-05-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,2","0,0","6,6",23:59,"15,7",13:15,"8,1","11,0","811,5",00,"806,5",19,24,"17,5",17:23
2006-05-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,7","0,0","0,0",05:28,"9,4",14:32,"3,9","8,7","811,9",23,"805,7",03,36,"12,2",13:10
2006-05-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","0,0","-1,0",04:41,"9,4",15:43,"3,1","11,3","816,9",23,"810,7",03,01,"8,6",12:12
2006-05-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,9","0,0","1,5",04:01,"14,3",15:23,"2,5","13,5","820,9",22,"816,6",02,31,"7,8",13:35
2006-05-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,5","0,0","6,3",04:43,"18,7",15:35,"3,1","11,6","822,2",22,"819,8",04,11,"10,6",23:25
2006-05-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"14,4","0,0","8,3",05:02,"20,6",13:05,"5,0","8,5","822,7",23,"820,1",04,10,"12,8",02:21
2006-05-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"15,5","0,0","8,5",03:39,"22,5",12:33,"5,0","13,0","823,3",11,"820,6",04,14,"18,3",04:07
2006-05-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"18,0","0,0","12,0",04:58,"24,0",13:24,"2,8","11,4","822,6",00,"818,5",24,16,"10,0",00:01
2006-05-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"18,2","0,0","13,0",23:59,"23,4",13:23,"3,3","11,3","818,5",00,"812,3",24,30,"11,4",14:19
2006-05-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,6","0,0","7,2",21:26,"18,0",12:38,"2,2","13,3","812,5",00,"809,3",17,20,"10,0",00:02
2006-05-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,2","0,0","3,8",04:15,"14,6",14:57,"2,8","13,7","812,7",24,"809,0",05,11,"10,8",21:33
