fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,velmedia,sol,presMax,horaPresMax,presMin,horaPresMin,dir,racha,horaracha
2008-01-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,1","0,0","-5,6",05:27,"5,4",13:16,"2,5","8,8","819,6",00,"814,5",24,01,"7,2",09:30
2008-02-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","6,0","-2,6",08:59,"3,0",12:05,"3,3","0,5","814,5",00,"808,1",24,36,"12,2",21:57
2008-02-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","1,0","-3,6",20:04,"2,7",13:53,"3,3","3,2","809,7",11,"806,9",05,18,"13,6",20:59
2008-02-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,2","22,5","-2,7",00:19,"0,2",16:46,"5,3","0,0","808,0",00,"800,7",Varias,22,"12,5",02:21
2008-02-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,0","1,0","-4,4",03:43,"-1,5",16:24,"3,1","0,0","814,3",24,"802,6",02,28,"9,7",02:14
2008-02-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,5","0,0","-3,4",08:08,"4,4",15:11,"1,4","5,3","820,0",24,"814,1",01,06,"5,3",21:25
2008-02-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,1","0,0","-1,8",06:15,"8,0",14:43,"2,2","8,4","823,4",24,"820,0",00,20,"10,3",22:13
2008-02-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0","0,0","1,5",05:32,"10,5",13:07,"6,7","8,7","823,4",00,"821,3",17,16,"12,2",03:07
2008-02-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,0","0,0","3,4",00:00,"10,6",12:44,"6,7","8,5","821,5",00,"818,8",17,17,"14,4",23:03
2008-02-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,2","0,0","0,0",23:05,"10,4",13:18,"3,6","8,4","819,2",11,"817,7",04,17,"13,9",00:05
2008-02-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","0,0","0,4",00:00,"8,0",13:32,"3,9","8,9","818,4",00,"816,8",24,22,"11,4",11:58
2008-02-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,3","0,0","-1,1",23:15,"9,7",12:37,"5,3","9,0","816,8",00,"813,7",17,17,"13,1",21:32
2008-02-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,7","0,0","-4,4",07:35,"3,0",13:15,"8,1","7,1","815,3",23,"813,1",04,18,"16,1",22:33
2008-02-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,8",Ip,"-4,3",07:50,"2,6",12:58,"7,5","5,7","815,2",00,"813,0",17,13,"21,4",22:02
2008-02-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,8","10,7","-3,4",04:20,"-0,2",Varias,"5,6","0,0","813,9",Varias,"811,8",Varias,13,"21,7",01:29
2008-02-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","2,1","-0,7",23:03,"1,8",15:15,"1,7","0,0","817,0",24,"813,6",02,15,"6,9",00:16
2008-02-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,3","0,0","-1,3",06:05,"5,9",12:48,"4,7","8,8","818,9",11,"816,6",Varias,18,"20,0",23:03
2008-02-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,1","9,0","-3,6",09:55,"-0,6",00:00,"11,7","1,6","818,6",00,"815,5",24,17,"23,3",06:55
2008-02-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","11,6","-1,8",04:36,"2,1",16:15,"7,8","0,0","815,5",00,"811,0",24,19,"18,6",00:28
2008-02-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,1","6,2","1,0",00:00,"3,2",16:40,"4,2","0,0","811,0",00,"809,2",Varias,18,"15,0",08:41
2008-02-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,1","4,0","0,5",06:05,"3,7",15:37,"1,4","1,5","815,7",24,"810,8",Varias,02,"3,6",17:09
2008-02-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,7","0,0","0,7",06:34,"6,7",15:55,"4,2","2,6","820,0",24,"815,7",00,14,"9,2",22:48
2008-02-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","0,1",06:32,"8,7",13:29,"5,6","9,6","820,8",11,"819,3",Varias,12,"13,1",20:23
2008-02-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4","0,0","0,2",02:53,"6,5",12:11,"8,1","2,3","819,9",00,"814,9",24,13,"20,8",04:22
2008-02-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,4","1,5","-0,9",07:20,"5,8",13:37,"5,0","0,8","814,9",00,"811,3",07,18,"16,7",06:59
2008-02-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,1","0,0","0,8",01:15,"9,4",11:37,"1,7","4,0","815,5",24,"813,5",Varias,18,"7,8",01:34
2008-02-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,7","0,0","2,1",07:10,"7,3",12:12,"2,8","4,2","816,9",24,"814,8",07,36,"7,8",15:08
2008-02-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,2","14,3","1,6",20:00,"10,9",12:29,"3,3","4,0","816,9",00,"813,7",Varias,25,"10,3",21:20
2008-02-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,6","1,3","1,0",04:50,"4,2",12:23,"2,8","0,0","817,3",24,"812,9",Varias,03,"7,5",17:25
2008-02-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4",Ip,"1,2",03:02,"5,7",15:37,"2,8","2,4","819,9",24,"816,7",03,01,"6,9",04:05
2008-03-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0","0,0","1,6",05:48,"10,5",14:50,"2,5","9,0","819,9",00,"818,2",Varias,02,"7,5",08:26
2008-03-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,2","0,0","4,6",00:00,"13,8",14:33,"2,8","9,8","818,4",00,"814,5",24,18,"6,7",06:20
2008-03-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,6","0,0","1,0",23:59,"10,3",11:17,"4,4","6,7","815,2",Varias,"813,0",07,35,"10,0",15:48
2008-03-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,5","0,1","-8,0",23:59,"1,0",00:00,"7,8","4,8","815,2",00,"812,6",16,01,"20,0",15:09
2008-03-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-7,8","1,0","-10,2",Varias,"-5,4",16:40,"10,0","1,4","814,5",11,"812,0",Varias,35,"23,6",18:09
2008-03-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,2","0,0","-10,2",00:53,"-0,2",15:39,"4,2","4,6","814,1",11,"812,0",04,08,"10,8",23:19
2008-03-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,3","0,0","-5,9",02:26,"5,3",13:06,"6,4","9,8","812,3",00,"809,4",03,35,"15,6",03:27
2008-03-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,7","0,0","-1,1",02:04,"8,5",14:05,"3,1","9,0","810,2",00,"806,7",19,36,"9,7",00:04
2008-03-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,6","1,1","-3,2",23:59,"0,0",00:00,"5,8","4,3","806,8",Varias,"804,0",05,36,"15,8",14:36
2008-03-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,1","6,0","-4,4",04:16,"4,2",11:29,"8,3","0,4","806,1",00,"801,6",16,30,"26,9",12:06
2008-03-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,8","0,0","-1,0",04:54,"4,7",17:39,"5,6","0,0","815,4",20,"805,1",00,35,"21,9",00:01
2008-03-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,3","0,0","0,6",07:06,"10,0",13:55,"3,3","5,4","816,3",Varias,"814,4",04,35,"11,7",01:24
2008-03-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,0","0,0","3,2",01:12,"14,7",12:57,"3,3","10,2","816,3",00,"813,9",24,18,"9,2",01:01
2008-03-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,4","0,0","4,5",01:43,"12,3",11:58,"5,8","7,6","813,9",00,"810,9",24,23,"12,5",15:29
2008-03-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,2","0,0","-0,9",23:59,"9,4",15:05,"5,6","8,8","811,2",24,"806,1",05,19,"21,1",05:53
2008-03-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,2","0,0","-2,8",04:57,"7,2",15:39,"4,4","9,6","812,5",11,"809,8",01,04,"9,2",06:11
2008-03-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,2","3,4","-1,4",23:00,"11,7",13:38,"4,4","9,4","811,2",00,"804,0",24,21,"12,5",15:16
2008-03-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,8",Ip,"-2,9",06:20,"1,4",17:00,"2,8","2,4","804,3",Varias,"802,8",04,35,"12,8",00:24
2008-03-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","0,0","-3,4",07:40,"3,8",14:30,"2,5","3,2","805,6",Varias,"803,0",06,12,"8,1",20:12
2008-03-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,7","0,0","-4,0",06:18,"5,4",11:12,"4,4","10,1","809,7",23,"804,6",05,10,"12,5",07:45
2008-03-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,9","0,0","-3,5",05:28,"7,3",12:20,"4,4","9,6","809,5",00,"798,9",24,36,"19,7",22:10
2008-03-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-4,1","22,3","-7,9",23:59,"-0,3",11:49,"5,3","0,0","798,9",00,"789,7",16,01,"20,6",Varias
2008-03-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-6,8","4,8","-8,9",06:33,"-4,8",15:57,"2,2","0,1","802,5",23,"793,7",Varias,,,
2008-03-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,2","0,0","-6,8",00:08,"0,4",17:15,"3,1","1,3","808,4",24,"801,5",04,,,
2008-03-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","0,0","-2,3",06:20,"3,5",14:43,"3,3","5,2","809,5",11,"807,6",Varias,32,"11,7",22:25
2008-03-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,0","19,7","-3,5",22:15,"-0,4",00:00,"8,1","0,0","808,9",00,"804,1",15,35,"20,6",10:35
2008-03-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","1,2","-3,5",00:05,"2,6",18:00,"9,4","0,0","809,0",22,"804,0",06,29,"24,2",19:53
2008-03-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,6","0,0","-0,2",07:00,"3,5",15:45,"4,4","2,2","814,6",24,"808,3",Varias,02,"15,6",00:12
2008-03-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,4","0,0","1,4",Varias,"9,4",13:25,"6,1","7,3","814,6",00,"810,6",Varias,23,"15,3",22:05
2008-03-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,4","9,2","-3,5",23:35,"8,3",10:10,"4,7","2,2","811,1",24,"807,5",17,34,"18,9",15:20
2008-03-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,4","0,0","-4,4",06:05,"1,6",16:40,"3,9","5,9","816,8",24,"811,1",00,01,"16,1",15:41
2008-04-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,2","0,0","-2,0",01:07,"6,3",12:55,"5,8","4,8","820,3",22,"816,8",Varias,01,"12,5",02:10
2008-04-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,0","0,0","1,4",00:05,"14,6",15:50,"2,8","11,6","820,7",10,"819,0",24,09,"7,8",06:16
2008-04-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"10,9","0,0","5,6",Varias,"16,2",16:20,"2,2","11,5","819,0",00,"816,2",24,10,"7,2",10:01
2008-04-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"10,8","0,0","6,0",23:59,"15,6",11:18,"2,8","11,7","816,2",00,"812,8",24,35,"8,9",16:18
2008-04-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,7","0,0","4,9",00:19,"14,5",14:13,"2,8","11,8","812,8",00,"807,4",24,17,"8,1",00:51
2008-04-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,1","0,0","4,3",06:05,"13,9",13:05,"3,1","6,5","807,4",00,"801,7",24,30,"10,8",14:28
2008-04-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,0","28,5","0,8",23:59,"7,2",07:48,"7,8","0,0","801,7",00,"794,8",Varias,24,"23,1",18:34
2008-04-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,3","16,7","0,0",03:02,"4,6",23:16,"8,6","0,5","798,9",14,"795,3",00,29,"20,3",00:01
2008-04-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4","69,3","1,6",20:50,"5,3",14:25,"8,1","0,0","797,8",20,"795,0",Varias,21,"24,2",05:50
2008-04-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,1","42,0","0,2",08:30,"4,0",Varias,"8,6","0,0","796,4",00,"791,5",16,22,"26,4",07:57
2008-04-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,4","0,5","-4,4",08:27,"1,7",00:00,"3,6","0,4","807,0",23,"794,0",00,36,"7,5",05:10
2008-04-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,0","0,7","-4,4",05:50,"0,4",15:30,"2,2","3,0","811,6",23,"806,9",00,30,"6,1",16:25
2008-04-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","5,9","-3,1",06:30,"4,4",15:15,"3,9","4,5","812,6",21,"810,3",05,34,"16,4",21:09
2008-04-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,6","0,0","-3,4",05:37,"6,5",14:50,"2,5","10,5","814,4",20,"811,8",Varias,36,"11,9",00:19
2008-04-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,0","0,0","-1,6",05:24,"11,6",13:43,"4,4","9,0","813,9",00,"811,0",24,19,"11,4",08:28
2008-04-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,6","10,6","1,4",Varias,"11,8",12:31,"6,1","9,1","811,0",00,"800,7",Varias,25,"23,6",22:34
2008-04-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","33,2","-2,3",07:11,"1,6",Varias,"5,8","0,4","800,8",00,"792,2",24,22,"21,9",22:39
2008-04-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","13,9","-1,9",22:51,"1,2",12:15,"8,9","4,0","796,3",22,"787,0",04,28,"21,1",11:33
2008-04-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","26,3","-1,6",00:00,"0,5",15:32,"6,1","0,0","796,3",00,"792,6",15,26,"16,9",17:24
2008-04-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","17,0","-2,0",04:50,"3,2",13:31,"3,3","4,4","798,3",23,"791,8",04,30,"15,8",22:10
2008-04-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,5","2,6","-1,3",Varias,"2,3",14:48,"5,6","2,0","808,7",24,"797,8",01,33,"17,5",19:46
2008-04-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,0","6,0","-1,4",06:00,"3,5",23:00,"5,6","0,0","813,9",23,"807,8",05,02,"14,2",06:08
2008-04-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,6","0,0","3,1",06:24,"10,0",15:33,"2,5","5,3","818,4",22,"813,5",Varias,35,"9,4",00:16
2008-04-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,4","0,0","3,0",05:30,"13,7",14:15,"2,5","11,0","823,0",24,"818,1",02,17,"8,9",23:59
2008-04-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,6","0,0","6,4",02:51,"16,8",13:18,"4,4","13,0","823,0",00,"820,5",24,17,"10,8",06:16
2008-04-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,2","0,0","7,9",05:16,"18,6",11:37,"2,5","10,7","820,5",00,"817,2",18,17,"5,8",09:38
2008-04-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,3","3,9","8,4",03:46,"18,2",13:07,"3,9","11,0","817,5",00,"813,0",Varias,24,"13,1",17:05
2008-04-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","-0,8",23:57,"9,6",01:23,"3,6","5,5","813,1",00,"808,1",18,18,"13,1",16:35
2008-04-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,3","0,1","-2,9",05:04,"11,5",12:49,"2,5","9,3","808,4",00,"801,3",24,29,"14,4",23:15
2008-04-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","0,0","-4,0",05:20,"6,7",15:50,"4,2","8,6","806,0",22,"800,3",02,34,"16,7",02:33
2008-05-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,8","0,0","-0,3",05:29,"11,9",15:02,"5,8","13,0","811,2",24,"804,9",05,21,"12,5",08:04
2008-05-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"10,2","0,0","4,8",05:26,"15,5",13:04,"7,8","12,2","815,9",24,"810,8",03,20,"13,3",01:19
2008-05-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,8","0,0","6,6",02:14,"19,0",13:24,"6,1","8,3","816,7",21,"814,9",04,19,"12,8",14:25
2008-05-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"13,2","3,1","8,1",17:19,"18,4",12:27,"3,3","7,0","816,5",Varias,"815,2",04,33,"10,3",16:36
2008-05-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"11,6","3,2","7,6",05:30,"15,5",11:06,"1,9","5,3","816,2",00,"814,8",16,03,"6,7",16:46
2008-05-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,6","2,0","8,2",23:42,"17,0",11:43,"2,2","4,2","815,0",00,"811,0",Varias,09,"16,1",23:55
2008-05-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"12,1","27,0","6,1",21:14,"18,1",11:58,"5,8","6,7","811,1",00,"808,8",17,12,"14,4",00:20
2008-05-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,1","11,5","5,1",22:13,"9,1",14:35,"4,4","0,0","809,2",01,"805,7",24,16,"13,6",01:35
2008-05-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,1","6,6","2,2",Varias,"10,0",15:45,"2,5","6,5","805,7",Varias,"803,0",17,26,"10,0",13:11
2008-05-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,7","19,5","0,0",05:11,"3,4",14:38,"3,9","0,0","804,9",23,"801,3",14,36,"13,6",14:42
2008-05-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,5","1,6","1,6",02:41,"9,4",14:19,"3,3","5,0","809,9",23,"804,4",02,11,"8,6",15:03
2008-05-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,6",Ip,"1,2",01:43,"11,9",15:34,"1,7","10,3","810,8",22,"808,8",04,35,"8,9",10:05
2008-05-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,8","3,3","2,7",23:59,"8,8",14:03,"5,6","0,8","810,2",00,"807,5",19,23,"12,8",11:10
2008-05-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,0","0,0","1,7",01:03,"8,2",13:30,"4,4","3,2","808,0",Varias,"806,7",Varias,23,"11,9",10:56
2008-05-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","10,0","1,6",04:45,"7,3",16:14,"5,3","5,0","807,0",00,"805,2",24,25,"13,9",09:23
2008-05-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,6","5,1","2,3",03:28,"6,9",13:27,"2,5","0,7","805,8",23,"803,1",05,24,"11,7",00:23
2008-05-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,0","0,1","2,1",05:02,"9,8",14:32,"2,2","5,8","807,0",22,"804,2",05,33,"8,3",15:45
2008-05-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,2","16,2","-0,2",17:30,"6,5",11:15,"2,8","0,9","806,5",00,"803,4",18,29,"8,3",14:31
2008-05-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,8","2,5","-0,4",05:06,"8,1",15:17,"3,6","4,4","807,0",21,"803,3",03,36,"9,7",15:46
2008-05-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,4","0,0","1,6",00:55,"11,3",14:43,"2,5","11,6","809,8",22,"806,4",02,02,"8,9",16:25
2008-05-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,0","13,7","4,3",01:26,"13,8",13:09,"2,2","3,3","810,3",21,"808,9",05,21,"10,8",13:45
2008-05-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"8,0","10,9","3,7",06:05,"12,4",14:55,"2,5","4,0","811,0",Varias,"809,0",24,20,"8,6",23:17
2008-05-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,3","36,6","3,2",Varias,"9,4",10:56,"5,3","0,0","809,0",00,"803,6",19,28,"13,1",10:21
2008-05-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,6","3,6","0,5",23:46,"6,6",14:41,"2,8","3,6","803,9",00,"802,1",Varias,23,"12,5",10:52
2008-05-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,0","11,4","0,2",12:55,"5,7",14:38,"3,1","1,6","802,8",00,"800,3",16,22,"12,2",12:32
2008-05-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,8","3,2","-0,2",04:13,"5,7",15:34,"4,4","3,9","804,1",Varias,"801,2",Varias,22,"13,9",11:47
