fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2007-01-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,2",Ip,"1,0",02:52,"5,4",01:33,35,"5,0","16,9",16:24,"0,0","828,2",02,"826,4",Varias
2007-01-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,2","0,0","-1,1",06:40,"7,6",13:49,36,"4,2","12,2",00:04,"8,2","828,8",10,"826,9",04
2007-01-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,1","0,0","3,9",00:51,"10,3",11:58,01,"3,1","7,5",01:06,"7,8","827,9",00,"823,8",24
2007-01-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,8","0,0","0,1",08:38,"5,5",13:31,34,"4,7","11,1",20:18,"5,7","823,8",00,"821,3",24
2007-01-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","0,0","-0,7",08:28,"3,6",14:16,33,"3,6","12,2",05:10,"6,6","822,2",11,"820,5",05
2007-01-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,1","0,0","-0,2",23:22,"8,4",12:54,36,"1,9","6,1",01:58,"8,0","821,4",11,"820,0",Varias
2007-01-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,4","0,0","-1,7",03:47,"6,5",14:45,33,"2,8","11,7",23:43,"7,3","820,0",00,"817,1",24
2007-01-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,3","0,0","-1,0",06:23,"1,6",14:12,34,"4,2","12,8",02:18,"0,0","819,1",11,"816,5",05
2007-01-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,8","0,0","-0,9",00:00,"10,6",12:38,22,"4,7","13,3",23:20,"7,6","817,4",Varias,"814,8",Varias
2007-01-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4","0,0","0,6",Varias,"6,3",13:22,,"3,3",,,"7,6","821,8",24,"814,3",05
2007-01-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"5,5","0,0","1,6",18:28,"9,4",13:16,,"2,5",,,"8,4","825,9",23,"821,8",00
2007-01-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,6","0,0","5,0",00:42,"14,2",14:38,15,"2,2","7,5",22:51,"8,4","826,9",11,"824,0",24
2007-01-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"9,0","0,0","5,5",21:52,"12,6",13:51,18,"1,9","6,7",00:22,"7,6","824,0",00,"820,9",16
2007-01-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,8","0,0","3,4",23:23,"12,2",12:46,17,"2,8","9,2",23:03,"4,0","822,1",00,"818,5",24
2007-01-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,7","-0,2",23:59,"9,1",12:05,19,"2,5","9,4",00:13,"3,5","818,5",00,"815,0",24
2007-01-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,0","1,1","-0,8",05:13,"0,8",18:10,34,"3,1","7,8",15:40,"0,0","818,7",23,"814,0",05
2007-01-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,2",Ip,"-0,5",00:11,"3,0",12:03,34,"3,6","11,4",17:35,"0,8","822,4",24,"818,3",01
2007-01-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,5","0,0","-0,5",02:02,"5,5",14:15,01,"4,7","12,5",05:44,"0,7","826,9",24,"821,7",01
2007-01-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"10,2","0,0","4,4",00:00,"16,0",12:45,21,"2,8","7,5",21:23,"8,6","827,6",11,"823,9",24
2007-01-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,4","0,0","3,1",22:53,"11,6",13:55,20,"3,1","11,7",03:44,"8,1","823,9",00,"818,8",24
2007-01-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","0,3",23:59,"8,6",14:07,18,"3,3","10,3",20:18,"6,2","818,8",00,"807,8",24
2007-01-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,2","36,0","-5,5",23:59,"1,0",01:32,34,"5,6","17,5",20:21,"0,0","807,8",00,"798,4",18
2007-01-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-5,8","0,3","-7,0",23:59,"-4,5",14:49,33,"3,1","12,8",00:39,"2,7","804,5",24,"800,8",00
2007-01-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-8,8","18,6","-11,0",03:17,"-6,7",16:50,36,"2,5","5,0",12:34,"0,0","804,7",11,"800,7",24
2007-01-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-8,3","5,8","-10,6",13:47,"-6,0",04:52,29,"4,4","10,3",04:27,"0,0","800,7",00,"795,4",08
2007-01-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-7,8","0,0","-10,5",00:45,"-5,0",14:19,10,"3,1","7,2",11:21,"2,6","809,8",Varias,"800,3",00
2007-01-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-4,0","0,0","-8,7",06:59,"0,8",13:53,09,"3,1","10,3",23:28,"8,6","816,6",Varias,"809,2",04
2007-01-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,7","0,0","-7,0",00:01,"-0,4",14:06,12,"6,7","17,5",19:52,"0,5","816,5",00,"812,5",24
2007-01-29,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","6,9","-2,9",00:04,"1,7",16:39,14,"4,7","13,6",14:01,"0,0","812,5",00,"808,0",17
2007-01-30,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,1","0,0","-3,5",22:49,"1,3",12:49,17,"2,5","8,3",00:06,"3,4","811,0",24,"808,3",04
2007-01-31,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,0","0,0","-5,5",23:59,"-0,4",11:13,01,"2,5","6,4",15:05,"3,1","815,0",24,"810,2",05
2007-02-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,8","0,0","-5,6",00:05,"4,1",13:50,16,"2,2","9,2",22:58,"6,8","816,0",11,"814,7",18
2007-02-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,0","0,9","-2,4",19:40,"2,4",12:35,16,"6,1","12,8",13:04,"3,5","815,2",11,"814,0",24
2007-02-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,2","0,6","-2,1",05:20,"1,7",15:30,11,"5,0","13,9",04:39,"0,2","814,0",00,"812,3",14
2007-02-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","8,0","-1,5",06:55,"4,3",10:20,18,"2,8","8,3",21:57,"2,4","814,1",11,"812,9",06
2007-02-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,1","0,7","-1,6",23:31,"1,4",10:10,20,"1,9","8,6",02:33,"1,0","813,7",00,"807,7",24
2007-02-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,8","2,2","-2,6",07:23,"1,1",14:28,32,"3,1","14,7",23:40,"0,5","807,7",00,"802,2",23
2007-02-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,2","10,0","-2,3",01:43,"2,0",15:14,,"3,1",,,"2,2","803,5",19,"801,2",04
2007-02-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,4","19,1","-2,0",13:23,"2,9",05:59,27,"5,8","20,6",23:44,"1,4","801,4",00,"799,3",24
2007-02-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,5","1,3","-4,9",08:42,"1,9",23:59,31,"4,7","25,6",01:42,"0,0","810,2",19,"798,6",02
2007-02-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,0","0,0","-0,4",08:20,"4,4",14:54,28,"8,3","29,2",02:36,"5,8","814,0",20,"807,4",03
2007-02-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,0","1,4","2,0",01:06,"5,9",11:08,27,"6,9","23,6",20:51,"0,0","814,8",10,"810,5",22
2007-02-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","12,5","-1,8",23:33,"4,5",00:30,26,"7,5","27,8",08:05,"4,9","814,2",24,"808,3",07
2007-02-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,8","0,0","-1,0",07:40,"8,5",14:28,22,"6,4","16,9",19:27,"5,4","814,2",00,"810,3",24
2007-02-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,6","7,5","-1,0",21:39,"4,3",00:00,22,"6,7","25,0",04:18,"2,8","815,7",24,"807,0",05
2007-02-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,0","0,0","-0,3",00:31,"6,4",13:03,19,"9,2","19,4",12:14,"5,7","815,7",00,"811,0",24
2007-02-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,4","6,9","-0,6",23:46,"7,5",17:24,21,"12,2","40,6",17:34,"8,1","811,0",00,"797,9",17
2007-02-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,9","25,9","-3,3",06:52,"-0,5",00:00,30,"3,9","13,1",20:41,"0,1","807,4",24,"802,8",00
2007-02-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,7","8,8","-2,8",06:27,"-0,6",16:18,33,"3,3","10,3",00:01,"0,0","810,7",23,"806,6",08
2007-02-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,6","0,8","-3,4",06:49,"2,3",13:10,20,"3,9","12,5",08:03,"3,4","810,5",00,"803,3",24
2007-02-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,9","5,0","-3,9",07:08,"0,1",13:15,18,"3,6","9,7",07:57,"0,0","805,1",Varias,"801,1",05
2007-02-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,8","1,0","-3,7",06:45,"2,2",11:59,28,"2,2","7,5",21:09,"4,5","808,2",22,"805,0",Varias
2007-02-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,0","1,5","-2,9",01:37,"4,8",15:12,27,"3,6","16,9",06:39,"5,6","809,3",23,"806,6",04
2007-02-23,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","10,1","-0,8",06:06,"1,9",14:56,29,"7,8","20,3",15:27,"0,0","811,0",23,"807,7",05
2007-02-24,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,2","0,9","-0,8",06:13,"1,2",16:56,33,"4,4","19,7",02:41,"0,0","814,0",22,"809,8",05
2007-02-25,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,0","11,3","-2,0",23:59,"2,1",14:36,30,"8,1","23,3",08:27,"2,5","814,3",23,"811,3",15
2007-02-26,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","0,0","-4,2",06:34,"3,3",13:36,36,"3,6","10,8",21:04,"9,6","818,9",22,"813,6",03
2007-02-27,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,4","0,0","0,0",00:26,"8,7",14:05,34,"3,1","7,5",14:36,"8,0","819,7",11,"817,3",24
2007-02-28,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,3","7,2","0,8",23:59,"5,8",13:49,29,"3,6","13,3",13:42,"0,4","817,3",00,"813,7",17
2007-03-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,6","0,0","-1,3",05:20,"6,4",13:22,34,"4,2","14,2",20:27,"9,4","814,6",24,"812,0",05
2007-03-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"6,2","0,0","0,5",02:36,"12,0",14:37,27,"5,0","18,3",18:45,"8,0","817,1",22,"814,4",03
2007-03-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"7,4","0,0","2,4",07:35,"12,3",13:40,26,"3,1","14,2",13:11,"9,4","817,4",11,"815,3",04
2007-03-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,8","1,5","-2,3",23:59,"9,8",13:26,24,"8,6","22,2",14:04,"8,0","815,9",00,"810,0",14
2007-03-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,4","0,0","-4,4",07:02,"5,3",16:23,34,"3,1","10,8",03:15,"9,2","816,7",Varias,"812,8",02
2007-03-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,7","35,5","-0,7",14:22,"6,1",11:17,30,"9,2","23,6",12:52,"0,0","815,8",00,"811,0",17
2007-03-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,1","6,6","-4,4",23:59,"4,2",07:50,35,"11,9","28,6",16:26,"0,5","811,8",00,"805,0",14
2007-03-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,4","0,0","-5,0",03:07,"-1,8",Varias,35,"2,8","11,9",01:19,"0,0","820,3",24,"809,8",00
2007-03-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,7","0,4","-5,4",01:59,"4,0",12:05,02,"5,8","13,6",08:35,"1,3","824,4",22,"820,3",00
2007-03-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,8","0,0","-1,0",00:10,"8,7",10:49,01,"5,0","16,4",20:49,"10,1","824,9",12,"821,7",24
2007-03-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,9","0,0","-1,6",03:19,"11,4",12:06,10,"3,3","14,4",00:55,"10,5","821,7",00,"816,0",24
2007-03-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,8","0,0","0,4",04:05,"9,2",13:57,01,"2,8","11,1",00:55,"9,7","816,5",22,"814,1",05
