fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2016-01-01,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,6","15,2","-0,9",23:59,"4,1",18:20,27,"8,3","23,1",19:50,"0,0","815,0",00,"809,5",18
2016-01-02,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-2,2","2,6","-3,6",21:10,"-0,7",00:00,30,"4,7","15,8",06:50,"0,0","813,8",19,"810,1",05
2016-01-03,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","24,9","-3,3",00:00,"6,0",Varias,28,"7,5","24,7",15:20,"0,0","811,9",01,"804,5",24
2016-01-04,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,4","24,1","-1,3",20:10,"6,0",Varias,23,"8,1","32,8",15:00,"0,0","804,5",00,"797,2",15
2016-01-05,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,1","4,6","-5,5",23:20,"-0,7",00:00,29,"4,7","19,7",00:30,"0,0","804,1",24,"798,5",04
2016-01-06,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,6","4,9","-5,6",00:40,"2,4",23:20,25,"7,8","29,2",18:10,"0,0","807,8",13,"803,8",02
2016-01-07,2462,PUERTO DE NAVACERRADA,MADRID,1894,"3,9","0,0","1,9",01:20,"5,9",14:30,29,"9,4","30,8",01:10,"0,7","809,4",Varias,"806,7",00
2016-01-08,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,4","29,0","-0,1",23:50,"4,8",04:10,27,"6,1","21,4",01:40,"0,0","808,1",00,"803,0",21
2016-01-09,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,4","0,0","-0,1",00:30,"2,8",13:10,28,"5,6","23,3",23:30,"4,5","804,4",20,"801,9",05
2016-01-10,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,0","15,7","0,7",03:50,"3,3",13:30,21,"10,8","27,5",19:20,"0,0","803,6",00,"799,5",24
2016-01-11,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,2","4,4","-3,5",22:50,"3,1",00:40,28,"6,4","26,7",04:10,"0,0","809,2",24,"798,8",02
2016-01-12,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,2","0,8","-4,0",02:10,"-2,5",12:20,31,"3,6","16,9",00:40,"0,0","815,3",22,"809,0",01
2016-01-13,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-0,4","0,0","-5,5",02:40,"4,7",14:50,28,"3,9","14,4",23:20,"5,9","816,3",11,"813,2",24
2016-01-14,2462,PUERTO DE NAVACERRADA,MADRID,1894,"2,2","23,5","0,1",23:59,"4,2",01:10,26,"5,0","22,8",08:00,"0,0","813,2",00,"809,9",15
2016-01-15,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-3,5","0,0","-7,2",23:59,"0,2",00:00,35,"5,6","14,7",11:20,"0,0","817,1",23,"810,6",Varias
2016-01-16,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-6,0","0,0","-7,8",02:20,"-4,1",14:00,35,"3,6","12,2",00:00,"3,7","818,6",11,"816,3",Varias
2016-01-17,2462,PUERTO DE NAVACERRADA,MADRID,1894,"0,6","4,5","-5,9",00:00,"7,0",12:10,32,"2,2","6,9",23:30,"5,2","817,9",00,"812,2",24
2016-01-18,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,3","3,5","-3,6",23:59,"1,0",00:00,30,"6,9","24,2",17:00,"0,6","812,2",00,"806,7",17
2016-01-19,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,3",Ip,"-5,5",07:10,"2,9",12:50,01,"2,2","10,3",00:30,"4,5","809,8",11,"808,1",Varias
2016-01-20,2462,PUERTO DE NAVACERRADA,MADRID,1894,"-1,1",Ip,"-3,0",02:40,"0,8",12:40,18,"3,6","8,6",02:00,"0,2","811,2",23,"806,9",04
2016-01-21,2462,PUERTO DE NAVACERRADA,MADRID,1894,"1,6","0,6","-1,1",05:10,"4,2",13:50,01,"3,1","8,3",17:40,"0,6","817,8",24,"810,9",02
2016-01-22,2462,PUERTO DE NAVACERRADA,MADRID,1894,"4,8","3,7","3,0",00:50,"6,6",13:20,34,"2,8","8,1",10:50,"0,0","824,4",23,"817,6",01
